year,state,chapter,yearly_total
2010,ANDHRA PRADESH,DC,3500.0
2010,ANDHRA PRADESH,New River Valley,2500.0
2010,ANDHRA PRADESH,Chicago,10000.0
2010,ANDHRA PRADESH,NYC/NJ,13444.0
2011,ANDHRA PRADESH,Bangalore,8271.0
2011,ANDHRA PRADESH,Minnesota,3270.0
2011,ANDHRA PRADESH,Princeton,5048.0
2011,ANDHRA PRADESH,Boston,9700.0
2011,ANDHRA PRADESH,Silicon Valley,17318.0
2011,ANDHRA PRADESH,NYC/NJ,8257.0
2011,ANDHRA PRADESH,Kansas City,6850.0
2011,ANDHRA PRADESH,Seattle,1525.0
2011,ANDHRA PRADESH,Kansas City,6450.0
2011,ANDHRA PRADESH,Boston,9250.0
2011,ANDHRA PRADESH,Atlanta,1600.0
2011,ANDHRA PRADESH,New River Valley,2450.0
2011,ANDHRA PRADESH,Knoxville,2500.0
2011,ANDHRA PRADESH,Bangalore,12222.0
2011,ANDHRA PRADESH,Seattle,2625.0
2012,ANDHRA PRADESH,Kansas City,8220.0
2012,ANDHRA PRADESH,Seattle,9450.0
2012,ANDHRA PRADESH,CentralNJ,11520.0
2012,ANDHRA PRADESH,NYC/NJ,9760.0
2012,ANDHRA PRADESH,Cincinnati,4000.0
2012,ANDHRA PRADESH,Bangalore,6554.0
2012,ANDHRA PRADESH,Princeton,5040.0
2012,ANDHRA PRADESH,Seattle,3050.0
2012,ANDHRA PRADESH,Silicon Valley,7640.0
2012,ANDHRA PRADESH,NYC/NJ,9000.0
2012,ANDHRA PRADESH,Minnesota,3461.0
2012,ANDHRA PRADESH,Boston,33800.0
2012,ANDHRA PRADESH,New River Valley,2300.0
2012,ANDHRA PRADESH,Seattle,3568.0
2012,ANDHRA PRADESH,UFlorida,5000.0
2012,ANDHRA PRADESH,Silicon Valley,13314.0
2013,ANDHRA PRADESH,Boston,15940.0
2013,ANDHRA PRADESH,Seattle,2760.0
2013,ANDHRA PRADESH,Kansas City,12776.0
2013,ANDHRA PRADESH,Seattle,9600.0
2013,ANDHRA PRADESH,Bangalore,21722.0
2013,ANDHRA PRADESH,Toledo,71820.0
2013,ANDHRA PRADESH,Seattle,3116.0
2013,ANDHRA PRADESH,Minnesota,5101.0
2013,ANDHRA PRADESH,Bangalore,5880.0
2013,ANDHRA PRADESH,Silicon Valley,25658.0
2013,ANDHRA PRADESH,New River Valley,3796.0
2013,ANDHRA PRADESH,Kansas City,3982.0
2013,ANDHRA PRADESH,Seattle,2527.0
2013,ANDHRA PRADESH,Hyderabad,5594.0
2014,ANDHRA PRADESH,Seattle,19882.0
2014,ANDHRA PRADESH,Seattle,1015.0
2014,ANDHRA PRADESH,Bangalore,9567.0
2014,ANDHRA PRADESH,Seattle,6389.0
2014,ANDHRA PRADESH,Boston,4101.0
2014,ANDHRA PRADESH,NYC/NJ,8165.0
2014,ANDHRA PRADESH,Kansas City,14632.0
2014,ANDHRA PRADESH,Silicon Valley,9440.0
2014,ANDHRA PRADESH,Minnesota,6059.0
2014,ANDHRA PRADESH,San Francisco,6731.0
2014,ANDHRA PRADESH,Seattle,6729.0
2014,ANDHRA PRADESH,Seattle,3638.0
2014,ANDHRA PRADESH,Boston,14454.0
2014,ANDHRA PRADESH,NYC/NJ,9308.0
2015,ANDHRA PRADESH,Bangalore,10810.0
2015,ANDHRA PRADESH,UFlorida,6722.0
2015,ANDHRA PRADESH,London,9665.0
2015,ANDHRA PRADESH,Seattle,8518.0
2015,ANDHRA PRADESH,Bangalore,26747.0
2015,ANDHRA PRADESH,Silicon Valley,18257.0
2015,ANDHRA PRADESH,Kansas City,8235.0
2015,ANDHRA PRADESH,Seattle,1995.0
2015,ANDHRA PRADESH,Seattle,14556.0
2015,ANDHRA PRADESH,Bangalore,1711.0
2015,ANDHRA PRADESH,NYC/NJ,8680.0
2015,ANDHRA PRADESH,New River Valley,1348.0
2015,ANDHRA PRADESH,Minnesota,52302.0
2015,ANDHRA PRADESH,Boston,27479.0
2015,ANDHRA PRADESH,Seattle,18111.0
2015,ANDHRA PRADESH,San Francisco,6555.0
2016,ANDHRA PRADESH,UFlorida,13213.0
2016,ANDHRA PRADESH,Seattle,15056.0
2016,ANDHRA PRADESH,San Francisco,8395.0
2016,ANDHRA PRADESH,Seattle,5153.0
2016,ANDHRA PRADESH,Seattle,1403.0
2016,ANDHRA PRADESH,Frankfurt,4354.0
2016,ANDHRA PRADESH,Silicon Valley,8740.0
2016,ANDHRA PRADESH,Kansas City,9193.0
2016,ANDHRA PRADESH,London,9602.0
2016,ANDHRA PRADESH,NYC/NJ,9099.0
2016,ANDHRA PRADESH,Bangalore,2979.0
2016,ANDHRA PRADESH,NYC/NJ,12940.0
2016,ANDHRA PRADESH,Kansas City,21995.0
2016,ANDHRA PRADESH,Seattle,32363.0
2016,ANDHRA PRADESH,Boston,12027.0
2016,ANDHRA PRADESH,Minnesota,75076.0
2016,ANDHRA PRADESH,Bangalore,4573.0
2017,ANDHRA PRADESH,Seattle,13419.0
2017,ANDHRA PRADESH,Boston,25313.0
2017,ANDHRA PRADESH,Seattle,6590.0
2017,ANDHRA PRADESH,Bangalore,19604.0
2017,ANDHRA PRADESH,Silicon Valley,23543.0
2017,ANDHRA PRADESH,Frankfurt,9433.0
2017,ANDHRA PRADESH,Kansas City,9162.0
2017,ANDHRA PRADESH,NYC/NJ,10258.0
2017,ANDHRA PRADESH,Bangalore,24259.0
2017,ANDHRA PRADESH,San Diego,5142.0
2017,ANDHRA PRADESH,Seattle,69706.0
2017,ANDHRA PRADESH,Bangalore,27973.0
2018,ANDHRA PRADESH,Seattle,14378.0
2018,ANDHRA PRADESH,Frankfurt,8648.0
2018,ANDHRA PRADESH,Kansas City,16400.0
2018,ANDHRA PRADESH,Seattle,24848.0
2018,ANDHRA PRADESH,Silicon Valley,33058.0
2018,ANDHRA PRADESH,Bangalore,9029.0
2018,ANDHRA PRADESH,San Diego,2522.0
2018,ANDHRA PRADESH,Boston,25831.0
2018,ANDHRA PRADESH,Austin,10254.0
2018,ANDHRA PRADESH,Danbury,7342.0
2019,ANDHRA PRADESH,Boston,13184.0
2019,ANDHRA PRADESH,Frankfurt,8788.0
2019,ANDHRA PRADESH,Seattle,14972.0
2019,ANDHRA PRADESH,Austin,10709.0
2019,ANDHRA PRADESH,Bangalore,15163.0
2019,ANDHRA PRADESH,Silicon Valley,16359.0
2019,ANDHRA PRADESH,Seattle,21584.0
2019,ANDHRA PRADESH,Kansas City,9497.0
2020,ANDHRA PRADESH,Frankfurt,9881.0
2020,ANDHRA PRADESH,Stanford,24899.0
2020,ANDHRA PRADESH,Bangalore,16421.0
2020,ANDHRA PRADESH,Kansas City,17127.0
2020,ANDHRA PRADESH,Silicon Valley,11681.0
2020,ANDHRA PRADESH,Austin,11147.0
2020,ANDHRA PRADESH,Boston,6774.0
2020,ANDHRA PRADESH,Seattle,18561.0
2021,ANDHRA PRADESH,Boston,16175.0
2021,ANDHRA PRADESH,Kansas City,18134.0
2021,ANDHRA PRADESH,Frankfurt,12153.0
2021,ANDHRA PRADESH,Seattle,68729.0
2021,ANDHRA PRADESH,Bangalore,21559.0
2021,ANDHRA PRADESH,Danbury,9414.0
2021,ANDHRA PRADESH,London,4110.0
2022,ANDHRA PRADESH,Kansas City,25927.0
2022,ANDHRA PRADESH,Frankfurt,7504.0
2022,ANDHRA PRADESH,Boston,17508.0
2022,ANDHRA PRADESH,Seattle,56710.0
2022,ANDHRA PRADESH,Danbury,12598.0
2022,ANDHRA PRADESH,Bangalore,15685.0
2023,ANDHRA PRADESH,Kansas City,16572.0
2023,ANDHRA PRADESH,Kansas City,15358.0
2023,ANDHRA PRADESH,Bangalore,9523.0
2023,ANDHRA PRADESH,Danbury,11691.0
2023,ANDHRA PRADESH,Seattle,55785.0
2023,ANDHRA PRADESH,Boston,17876.0
2024,ANDHRA PRADESH,Danbury,10274.0
2024,ANDHRA PRADESH,Frankfurt,13042.0
2024,ANDHRA PRADESH,Kansas City,23382.0
2024,ANDHRA PRADESH,Kansas City,15887.0
2024,ANDHRA PRADESH,Bangalore,3411.0
2024,ANDHRA PRADESH,Seattle,45875.0
2024,ANDHRA PRADESH,Boston,17704.0
2025,ANDHRA PRADESH,Kansas City,28171.0
2025,ANDHRA PRADESH,Kansas City,32821.0
2025,ANDHRA PRADESH,Frankfurt,10699.0
2025,ANDHRA PRADESH,Bangalore,9219.0
2000,ASSAM,Berkeley,2320.0
2000,ASSAM,St. Louis,2500.0
2001,ASSAM,Silicon Valley,5870.0
2001,ASSAM,Detroit,2500.0
2001,ASSAM,Seattle,2500.0
2002,ASSAM,Silicon Valley,4800.0
2003,ASSAM,Detroit,5000.0
2003,ASSAM,Seattle,2500.0
2003,ASSAM,Silicon Valley,14036.0
2004,ASSAM,Silicon Valley,6503.0
2004,ASSAM,Stamford,5600.0
2004,ASSAM,Detroit,5500.0
2004,ASSAM,Seattle,3500.0
2005,ASSAM,Silicon Valley,31735.0
2005,ASSAM,Detroit,5000.0
2005,ASSAM,Stamford,6538.0
2006,ASSAM,Detroit,8700.0
2006,ASSAM,Stamford,6500.0
2006,ASSAM,Work an Hour,5602.0
2006,ASSAM,Silicon Valley,25250.0
2007,ASSAM,Silicon Valley,46500.0
2007,ASSAM,Austin,2026.0
2007,ASSAM,Detroit,7051.0
2007,ASSAM,Irvine,2000.0
2007,ASSAM,Stamford,7000.0
2008,ASSAM,Dallas,1000.0
2008,ASSAM,Irvine,2000.0
2008,ASSAM,Austin,11329.0
2008,ASSAM,Atlanta,4000.0
2008,ASSAM,Madison,1000.0
2008,ASSAM,Silicon Valley,91454.0
2008,ASSAM,Berkeley,1000.0
2008,ASSAM,Stamford,5000.0
2008,ASSAM,Atlanta,1500.0
2008,ASSAM,Seattle,14530.0
2008,ASSAM,Work an Hour,7888.0
2008,ASSAM,Detroit,11214.0
2009,ASSAM,Detroit,13670.0
2009,ASSAM,Stamford,9000.0
2009,ASSAM,Work an Hour,7907.0
2010,ASSAM,Work an Hour,3600.0
2010,ASSAM,Work an Hour,14051.0
2010,ASSAM,Silicon Valley,73105.0
2010,ASSAM,Stamford,6800.0
2010,ASSAM,Detroit,5080.0
2011,ASSAM,Danbury,2000.0
2011,ASSAM,Stamford,15300.0
2011,ASSAM,Silicon Valley,26230.0
2011,ASSAM,Detroit,6000.0
2012,ASSAM,Detroit,5000.0
2012,ASSAM,Stamford,7680.0
2012,ASSAM,Silicon Valley,35913.0
2013,ASSAM,Stamford,4060.0
2013,ASSAM,Silicon Valley,32592.0
2013,ASSAM,Detroit,6662.0
2014,ASSAM,Detroit,9871.0
2014,ASSAM,Silicon Valley,45098.0
2014,ASSAM,Seattle,27253.0
2014,ASSAM,Stamford,2940.0
2015,ASSAM,Stamford,2900.0
2015,ASSAM,Detroit,9223.0
2015,ASSAM,Seattle,10637.0
2015,ASSAM,Chennai,5989.0
2015,ASSAM,Silicon Valley,90257.0
2016,ASSAM,General Funds,12771.0
2016,ASSAM,Detroit,7456.0
2016,ASSAM,Seattle,11176.0
2016,ASSAM,Silicon Valley,94024.0
2016,ASSAM,Stamford,6092.0
2017,ASSAM,Seattle,19304.0
2017,ASSAM,Silicon Valley,42487.0
2017,ASSAM,Detroit,16947.0
2018,ASSAM,Purdue,3980.0
2018,ASSAM,Seattle,12160.0
2018,ASSAM,Stamford,16216.0
2018,ASSAM,Athens,1285.0
2018,ASSAM,Atlanta,1285.0
2018,ASSAM,Detroit,13279.0
2018,ASSAM,Silicon Valley,106013.0
2019,ASSAM,Seattle,818.0
2019,ASSAM,Silicon Valley,42304.0
2019,ASSAM,Purdue,2859.0
2019,ASSAM,Stamford,7665.0
2019,ASSAM,Athens,630.0
2019,ASSAM,General Funds,12498.0
2019,ASSAM,Detroit,10080.0
2019,ASSAM,Atlanta,630.0
2019,ASSAM,Seattle,11849.0
2020,ASSAM,Silicon Valley,68633.0
2020,ASSAM,Detroit,4452.0
2020,ASSAM,Seattle,16146.0
2020,ASSAM,Silicon Valley,6786.0
2020,ASSAM,General Funds,12760.0
2020,ASSAM,Purdue,3099.0
2020,ASSAM,Zurich,5861.0
2021,ASSAM,Detroit,13950.0
2021,ASSAM,Seattle,12735.0
2021,ASSAM,Silicon Valley,50300.0
2021,ASSAM,General Funds,19349.0
2022,ASSAM,Detroit,10387.0
2022,ASSAM,Silicon Valley,65564.0
2022,ASSAM,Seattle,11506.0
2022,ASSAM,General Funds,19793.0
2023,ASSAM,Detroit,4881.0
2023,ASSAM,Silicon Valley,57149.0
2023,ASSAM,Seattle,35610.0
2023,ASSAM,General Funds,30764.0
2024,ASSAM,General Funds,19597.0
2024,ASSAM,Seattle,14398.0
2024,ASSAM,Detroit,6581.0
2024,ASSAM,Beyond Borders,4675.0
2024,ASSAM,Silicon Valley,62633.0
2025,ASSAM,Silicon Valley,23640.0
2025,ASSAM,Seattle,10363.0
2025,ASSAM,Beyond Borders,4408.0
1998,BIHAR,Seattle,2500.0
1999,BIHAR,Arizona,5300.0
1999,BIHAR,Seattle,1250.0
2000,BIHAR,Silicon Valley,2000.0
2000,BIHAR,Stanford,2000.0
2001,BIHAR,Berkeley,1050.0
2001,BIHAR,Arizona,2500.0
2002,BIHAR,Berkeley,1533.0
2003,BIHAR,Silicon Valley,1000.0
2003,BIHAR,Berkeley,1000.0
2004,BIHAR,Stanford,2288.0
2004,BIHAR,UIC,1015.0
2005,BIHAR,Stanford,2986.0
2005,BIHAR,Silicon Valley,1000.0
2005,BIHAR,UIC,1000.0
2006,BIHAR,Philadelphia,1360.0
2007,BIHAR,Philadelphia,1885.0
2007,BIHAR,Chicago,2500.0
2007,BIHAR,Silicon Valley,3040.0
2008,BIHAR,Work an Hour,4563.0
2008,BIHAR,Dallas,6500.0
2008,BIHAR,Philadelphia,2945.0
2008,BIHAR,Silicon Valley,14649.0
2008,BIHAR,Silicon Valley,9271.0
2009,BIHAR,Silicon Valley,18750.0
2009,BIHAR,Philadelphia,2717.0
2009,BIHAR,Dallas,8002.0
2010,BIHAR,Silicon Valley,19392.0
2010,BIHAR,Dallas,10000.0
2011,BIHAR,Canada,1200.0
2012,BIHAR,Silicon Valley,5720.0
2012,BIHAR,Purdue,3350.0
2012,BIHAR,Atlanta,2700.0
2012,BIHAR,Dallas,15920.0
2013,BIHAR,Purdue,6275.0
2013,BIHAR,Silicon Valley,5904.0
2013,BIHAR,Atlanta,7392.0
2013,BIHAR,Dallas,7865.0
2014,BIHAR,Silicon Valley,8983.0
2014,BIHAR,Purdue,9914.0
2014,BIHAR,Canada,20086.0
2014,BIHAR,Dallas,63747.0
2015,BIHAR,Purdue,5272.0
2015,BIHAR,Boston,47555.0
2015,BIHAR,Dallas,59273.0
2016,BIHAR,Purdue,13699.0
2016,BIHAR,Silicon Valley,4160.0
2016,BIHAR,Purdue,7831.0
2017,BIHAR,Purdue,17452.0
2017,BIHAR,Purdue,6362.0
2017,BIHAR,Silicon Valley,19342.0
2017,BIHAR,San Diego,5706.0
2018,BIHAR,Purdue,14946.0
2018,BIHAR,San Diego,4747.0
2018,BIHAR,Purdue,5604.0
2019,BIHAR,Purdue,13969.0
2019,BIHAR,San Diego,2864.0
2019,BIHAR,Silicon Valley,21870.0
2019,BIHAR,Purdue,3488.0
2019,BIHAR,Purdue,5855.0
2020,BIHAR,Silicon Valley,17878.0
2020,BIHAR,Silicon Valley,8506.0
2020,BIHAR,Purdue,3650.0
2020,BIHAR,Purdue,2686.0
2020,BIHAR,Purdue,17850.0
2021,BIHAR,Purdue,5133.0
2021,BIHAR,Silicon Valley,23062.0
2021,BIHAR,Silicon Valley,34577.0
2021,BIHAR,Purdue,16848.0
2022,BIHAR,Silicon Valley,29503.0
2022,BIHAR,Purdue,19318.0
2022,BIHAR,Silicon Valley,18436.0
2023,BIHAR,Silicon Valley,51276.0
2023,BIHAR,Purdue,18267.0
2023,BIHAR,Silicon Valley,17547.0
2024,BIHAR,Silicon Valley,40541.0
2025,BIHAR,Silicon Valley,42804.0
2006,CHHATTISGARH,Silicon Valley,10020.0
2007,CHHATTISGARH,Silicon Valley,11125.0
2010,CHHATTISGARH,DC,2850.0
2019,CHHATTISGARH,Silicon Valley,19655.0
2020,CHHATTISGARH,Silicon Valley,31286.0
2021,CHHATTISGARH,Silicon Valley,29265.0
2021,CHHATTISGARH,Austin,10280.0
2022,CHHATTISGARH,Silicon Valley,22878.0
2022,CHHATTISGARH,Austin,28440.0
2023,CHHATTISGARH,Austin,26248.0
2024,CHHATTISGARH,Beyond Borders,11286.0
2024,CHHATTISGARH,Austin,19722.0
2024,CHHATTISGARH,Silicon Valley,69412.0
2025,CHHATTISGARH,Austin,21191.0
2025,CHHATTISGARH,Beyond Borders,5528.0
1998,DELHI,Seattle,6000.0
1998,DELHI,Indiana,1500.0
1999,DELHI,Cornell,700.0
1999,DELHI,Boston,10000.0
1999,DELHI,Silicon Valley,4000.0
1999,DELHI,Indiana,2000.0
1999,DELHI,Princeton,1000.0
2000,DELHI,Cornell,700.0
2000,DELHI,St. Louis,1500.0
2000,DELHI,Seattle,6000.0
2000,DELHI,Princeton,2700.0
2001,DELHI,Dallas,1200.0
2001,DELHI,Princeton,3833.0
2001,DELHI,Seattle,6100.0
2001,DELHI,Colorado,600.0
2001,DELHI,Silicon Valley,4000.0
2002,DELHI,Colorado,1734.0
2002,DELHI,Boston,2000.0
2002,DELHI,St. Louis,1500.0
2002,DELHI,Arizona,4000.0
2002,DELHI,Seattle,6000.0
2002,DELHI,Princeton,4000.0
2003,DELHI,Stanford,350.0
2003,DELHI,Seattle,6000.0
2004,DELHI,Seattle,6776.0
2005,DELHI,Seattle,7476.0
2005,DELHI,Dallas,1941.0
2005,DELHI,Stanford,5600.0
2006,DELHI,Berkeley,4000.0
2006,DELHI,Los Angeles,1000.0
2006,DELHI,Seattle,11880.0
2006,DELHI,Stanford,6400.0
2006,DELHI,Canada,0.0
2006,DELHI,NYC/NJ,4043.0
2006,DELHI,Dallas,6200.0
2006,DELHI,Seattle,6776.0
2007,DELHI,Seattle,7925.0
2007,DELHI,Silicon Valley,2250.0
2007,DELHI,Los Angeles,4500.0
2007,DELHI,Silicon Valley,4523.0
2007,DELHI,Seattle,6776.0
2007,DELHI,Stanford,3084.0
2007,DELHI,Seattle,4000.0
2007,DELHI,Princeton,600.0
2007,DELHI,Cleveland,3282.0
2007,DELHI,Delhi,4000.0
2007,DELHI,Silicon Valley,6750.0
2007,DELHI,Seattle,11985.0
2007,DELHI,Irvine,2000.0
2007,DELHI,Madison,2500.0
2008,DELHI,Atlanta,2000.0
2008,DELHI,Silicon Valley,4186.0
2008,DELHI,NYC/NJ,7127.0
2008,DELHI,Seattle,8063.0
2008,DELHI,Seattle,8205.0
2008,DELHI,Seattle,50900.0
2008,DELHI,Seattle,50596.0
2008,DELHI,Berkeley,3600.0
2008,DELHI,Silicon Valley,6724.0
2008,DELHI,Stanford,8273.0
2008,DELHI,Delhi,2888.0
2008,DELHI,Dallas,1490.0
2008,DELHI,Stanford,1950.0
2008,DELHI,Silicon Valley,4186.0
2008,DELHI,Seattle,6886.0
2008,DELHI,NYC/NJ,2688.0
2008,DELHI,Irvine,4000.0
2008,DELHI,Cleveland,3313.0
2009,DELHI,Silicon Valley,9479.0
2009,DELHI,NYC/NJ,15285.0
2009,DELHI,Stanford,3228.0
2009,DELHI,Seattle,7220.0
2009,DELHI,Cleveland,4562.0
2009,DELHI,Seattle,6335.0
2009,DELHI,Seattle,8360.0
2009,DELHI,Arizona,4350.0
2009,DELHI,Atlanta,2000.0
2009,DELHI,Seattle,12140.0
2009,DELHI,Silicon Valley,7135.0
2009,DELHI,Seattle,1500.0
2009,DELHI,Delhi,3509.0
2009,DELHI,Dallas,6000.0
2009,DELHI,Stanford,7446.0
2009,DELHI,Silicon Valley,1915.0
2009,DELHI,Silicon Valley,1915.0
2009,DELHI,Berkeley,2000.0
2009,DELHI,NYC/NJ,7440.0
2010,DELHI,Seattle,8185.0
2010,DELHI,Seattle,4580.0
2010,DELHI,Silicon Valley,19900.0
2010,DELHI,NYC/NJ,18150.0
2010,DELHI,Stanford,100.0
2010,DELHI,Berkeley,3500.0
2010,DELHI,Silicon Valley,3900.0
2010,DELHI,Seattle,7920.0
2010,DELHI,NYC/NJ,5530.0
2010,DELHI,Stanford,4000.0
2010,DELHI,Silicon Valley,6000.0
2010,DELHI,NYC/NJ,21400.0
2010,DELHI,Arizona,5000.0
2010,DELHI,Cleveland,5260.0
2010,DELHI,Seattle,24756.0
2010,DELHI,Silicon Valley,3900.0
2010,DELHI,Delhi,6000.0
2011,DELHI,San Francisco,13186.0
2011,DELHI,Berkeley,3000.0
2011,DELHI,Frankfurt,2100.0
2011,DELHI,Seattle,6780.0
2011,DELHI,NYC/NJ,34430.0
2011,DELHI,Seattle,25875.0
2011,DELHI,Silicon Valley,19350.0
2011,DELHI,Dallas,5000.0
2011,DELHI,Philadelphia,7700.0
2011,DELHI,Silicon Valley,3800.0
2011,DELHI,Silicon Valley,3800.0
2011,DELHI,Delhi,4150.0
2012,DELHI,Silicon Valley,7800.0
2012,DELHI,St. Louis,4500.0
2012,DELHI,Canada,3000.0
2012,DELHI,Silicon Valley,3273.0
2012,DELHI,Silicon Valley,3273.0
2012,DELHI,San Francisco,7500.0
2012,DELHI,Seattle,11250.0
2012,DELHI,Cleveland,5345.0
2013,DELHI,Seattle,21758.0
2013,DELHI,Delhi,3949.0
2013,DELHI,Silicon Valley,12590.0
2013,DELHI,Cleveland,10568.0
2013,DELHI,Berkeley,3334.0
2013,DELHI,Seattle,12684.0
2013,DELHI,Berkeley,1969.0
2013,DELHI,NYC/NJ,22590.0
2013,DELHI,San Francisco,8568.0
2014,DELHI,Berkeley,7671.0
2014,DELHI,Dallas,8003.0
2014,DELHI,Silicon Valley,7825.0
2014,DELHI,Berkeley,5688.0
2014,DELHI,Silicon Valley,7825.0
2014,DELHI,NYC/NJ,19116.0
2014,DELHI,Seattle,25886.0
2014,DELHI,San Francisco,14004.0
2014,DELHI,Delhi,4706.0
2015,DELHI,Seattle,31154.0
2015,DELHI,Minnesota,1949.0
2015,DELHI,Stanford,23513.0
2015,DELHI,Berkeley,8598.0
2015,DELHI,Seattle,13426.0
2015,DELHI,San Francisco,13990.0
2015,DELHI,NYC/NJ,18505.0
2016,DELHI,Minnesota,1887.0
2016,DELHI,San Francisco,31075.0
2016,DELHI,Silicon Valley,9133.0
2016,DELHI,Seattle,13974.0
2016,DELHI,Frankfurt,4563.0
2016,DELHI,Seattle,63298.0
2016,DELHI,Silicon Valley,9133.0
2016,DELHI,NYC/NJ,18146.0
2016,DELHI,Berkeley,7193.0
2017,DELHI,Minnesota,5874.0
2017,DELHI,St. Louis,11053.0
2017,DELHI,Silicon Valley,5701.0
2017,DELHI,Seattle,26260.0
2017,DELHI,San Francisco,37998.0
2017,DELHI,Seattle,37106.0
2017,DELHI,Purdue,5495.0
2017,DELHI,Berkeley,38912.0
2017,DELHI,Yale,20513.0
2017,DELHI,NYC/NJ,19503.0
2017,DELHI,Silicon Valley,5701.0
2017,DELHI,Berkeley,26559.0
2018,DELHI,St. Louis,14702.0
2018,DELHI,Seattle,33381.0
2018,DELHI,NYC/NJ,20904.0
2018,DELHI,Minnesota,1868.0
2018,DELHI,Purdue,2682.0
2018,DELHI,Silicon Valley,5048.0
2018,DELHI,Seattle,24806.0
2018,DELHI,Silicon Valley,5048.0
2018,DELHI,Berkeley,20907.0
2018,DELHI,Berkeley,5091.0
2018,DELHI,Frankfurt,5137.0
2018,DELHI,San Francisco,27788.0
2019,DELHI,Berkeley,15086.0
2019,DELHI,St. Louis,18538.0
2019,DELHI,Seattle,12301.0
2019,DELHI,NYC/NJ,19277.0
2019,DELHI,Silicon Valley,5145.0
2019,DELHI,Seattle,33918.0
2019,DELHI,Silicon Valley,5197.0
2019,DELHI,Berkeley,4725.0
2019,DELHI,San Francisco,47450.0
2020,DELHI,Berkeley,6205.0
2020,DELHI,San Francisco,19622.0
2020,DELHI,Berkeley,5247.0
2020,DELHI,St. Louis,20595.0
2020,DELHI,Seattle,33084.0
2020,DELHI,Seattle,19909.0
2020,DELHI,Silicon Valley,4960.0
2020,DELHI,Silicon Valley,5368.0
2020,DELHI,Silicon Valley,5380.0
2021,DELHI,Silicon Valley,7633.0
2021,DELHI,St. Louis,24375.0
2021,DELHI,Seattle,22230.0
2021,DELHI,San Francisco,24481.0
2021,DELHI,Yale,2430.0
2021,DELHI,Berkeley,6556.0
2021,DELHI,Berkeley,1764.0
2021,DELHI,Seattle,35127.0
2021,DELHI,Silicon Valley,5712.0
2021,DELHI,Silicon Valley,5712.0
2022,DELHI,Silicon Valley,5726.0
2022,DELHI,Silicon Valley,4028.0
2022,DELHI,St. Louis,19757.0
2022,DELHI,Seattle,30955.0
2022,DELHI,Silicon Valley,5726.0
2022,DELHI,Berkeley,11612.0
2022,DELHI,Berkeley,7112.0
2023,DELHI,St. Louis,11987.0
2023,DELHI,Seattle,26510.0
2023,DELHI,Silicon Valley,5945.0
2023,DELHI,Silicon Valley,3871.0
2023,DELHI,Berkeley,6539.0
2023,DELHI,Silicon Valley,5945.0
2023,DELHI,Berkeley,7362.0
2024,DELHI,Silicon Valley,6240.0
2024,DELHI,Seattle,29793.0
2024,DELHI,Silicon Valley,6240.0
2024,DELHI,Berkeley,6015.0
2024,DELHI,Silicon Valley,12180.0
2024,DELHI,Stanford,16076.0
2024,DELHI,Seattle,28082.0
2024,DELHI,Berkeley,4014.0
2024,DELHI,St. Louis,24127.0
2025,DELHI,Silicon Valley,6564.0
2025,DELHI,Silicon Valley,12696.0
2025,DELHI,Silicon Valley,6497.0
2001,GOA,Colorado,2200.0
2002,GOA,Colorado,2000.0
2003,GOA,Colorado,4000.0
1996,GUJARAT,Berkeley,3000.0
1997,GUJARAT,Berkeley,1000.0
1997,GUJARAT,San Francisco,2000.0
1998,GUJARAT,Dallas,325.0
1999,GUJARAT,Berkeley,4000.0
1999,GUJARAT,Boston,2400.0
1999,GUJARAT,Silicon Valley,2000.0
1999,GUJARAT,Cornell,925.0
2000,GUJARAT,Silicon Valley,2000.0
2000,GUJARAT,Berkeley,2000.0
2000,GUJARAT,Berkeley,2000.0
2000,GUJARAT,Yale,13350.0
2000,GUJARAT,Yale,1000.0
2001,GUJARAT,Berkeley,2000.0
2001,GUJARAT,Berkeley,4000.0
2002,GUJARAT,Seattle,1050.0
2002,GUJARAT,Arizona,2649.0
2002,GUJARAT,Yale,6453.0
2002,GUJARAT,Stanford,5000.0
2003,GUJARAT,NYC/NJ,4400.0
2003,GUJARAT,NYC/NJ,2200.0
2003,GUJARAT,Stanford,5300.0
2003,GUJARAT,Arizona,7787.0
2003,GUJARAT,Boston,500.0
2003,GUJARAT,Seattle,5000.0
2003,GUJARAT,Arizona,2000.0
2004,GUJARAT,Yale,500.0
2004,GUJARAT,NYC/NJ,4400.0
2004,GUJARAT,Seattle,0.0
2004,GUJARAT,NYC/NJ,2200.0
2004,GUJARAT,Stanford,3000.0
2005,GUJARAT,NYC/NJ,2200.0
2005,GUJARAT,NYC/NJ,8020.0
2005,GUJARAT,Boston,3000.0
2005,GUJARAT,Berkeley,3500.0
2005,GUJARAT,Silicon Valley,34661.0
2006,GUJARAT,NYC/NJ,8502.0
2006,GUJARAT,Boston,6834.0
2006,GUJARAT,Dallas,5000.0
2006,GUJARAT,DC,1.0
2006,GUJARAT,CentralNJ,15100.0
2007,GUJARAT,Boston,1500.0
2007,GUJARAT,Stanford,4000.0
2007,GUJARAT,NYC/NJ,2075.0
2007,GUJARAT,Silicon Valley,25000.0
2007,GUJARAT,Boston,4370.0
2007,GUJARAT,CentralNJ,5500.0
2008,GUJARAT,NYC/NJ,46750.0
2008,GUJARAT,Work an Hour,9705.0
