year,state,chapter,yearly_total
2008,GUJARAT,NYC/NJ,28500.0
2008,GUJARAT,Dallas,5387.0
2008,GUJARAT,Boston,3800.0
2008,GUJARAT,Cleveland,7548.0
2008,GUJARAT,St. Louis,2500.0
2008,GUJARAT,NYC/NJ,10500.0
2009,GUJARAT,Cleveland,18000.0
2009,GUJARAT,St. Louis,2500.0
2009,GUJARAT,NYC/NJ,20000.0
2009,GUJARAT,Boston,10365.0
2009,GUJARAT,Dallas,8883.0
2010,GUJARAT,NYC/NJ,62309.0
2010,GUJARAT,Dallas,5000.0
2010,GUJARAT,Boston,11957.0
2010,GUJARAT,NYC/NJ,26878.0
2010,GUJARAT,Cleveland,11000.0
2011,GUJARAT,NYC/NJ,19712.0
2011,GUJARAT,Boston,10200.0
2011,GUJARAT,Work an Hour,8757.0
2011,GUJARAT,Cleveland,11400.0
2011,GUJARAT,Atlanta,1000.0
2011,GUJARAT,NYC/NJ,16346.0
2011,GUJARAT,Dallas,5520.0
2012,GUJARAT,Boston,20500.0
2012,GUJARAT,Atlanta,2400.0
2013,GUJARAT,Atlanta,4262.0
2013,GUJARAT,Dallas,6164.0
2013,GUJARAT,NYC/NJ,16924.0
2013,GUJARAT,Boston,15254.0
2013,GUJARAT,NYC/NJ,40496.0
2014,GUJARAT,Sheffield,1146.0
2014,GUJARAT,NYC/NJ,22809.0
2014,GUJARAT,Sheffield,2463.0
2014,GUJARAT,Hartford,4217.0
2014,GUJARAT,Boston,18508.0
2014,GUJARAT,NYC/NJ,21290.0
2014,GUJARAT,Atlanta,14675.0
2015,GUJARAT,NYC/NJ,14362.0
2015,GUJARAT,NYC/NJ,24081.0
2015,GUJARAT,Boston,11301.0
2015,GUJARAT,Dallas,6335.0
2015,GUJARAT,Sheffield,2905.0
2015,GUJARAT,Atlanta,14364.0
2015,GUJARAT,Sheffield,2178.0
2015,GUJARAT,Hartford,4965.0
2016,GUJARAT,Atlanta,17153.0
2016,GUJARAT,NYC/NJ,40211.0
2016,GUJARAT,NYC/NJ,28226.0
2016,GUJARAT,Silicon Valley,15896.0
2017,GUJARAT,Dallas,8227.0
2017,GUJARAT,Silicon Valley,16729.0
2017,GUJARAT,NYC/NJ,18859.0
2017,GUJARAT,Atlanta,32425.0
2017,GUJARAT,NYC/NJ,28210.0
2018,GUJARAT,NYC/NJ,27436.0
2018,GUJARAT,Silicon Valley,39479.0
2018,GUJARAT,NYC/NJ,18059.0
2018,GUJARAT,Dallas,12023.0
2018,GUJARAT,Atlanta,25111.0
2019,GUJARAT,Silicon Valley,36965.0
2019,GUJARAT,General Funds,9197.0
2019,GUJARAT,NYC/NJ,9217.0
2019,GUJARAT,Boston,6865.0
2019,GUJARAT,NYC/NJ,14009.0
2019,GUJARAT,General Funds,16768.0
2019,GUJARAT,Dallas,12562.0
2019,GUJARAT,Atlanta,16161.0
2020,GUJARAT,Silicon Valley,37027.0
2020,GUJARAT,Silicon Valley,1090.0
2020,GUJARAT,Dallas,13265.0
2020,GUJARAT,Atlanta,5394.0
2020,GUJARAT,Boston,6399.0
2020,GUJARAT,Silicon Valley,2801.0
2021,GUJARAT,Atlanta,7561.0
2021,GUJARAT,Silicon Valley,2707.0
2021,GUJARAT,Silicon Valley,38759.0
2021,GUJARAT,Dallas,14094.0
2021,GUJARAT,Silicon Valley,1077.0
2021,GUJARAT,Boston,6495.0
2022,GUJARAT,Atlanta,10920.0
2022,GUJARAT,Silicon Valley,34915.0
2022,GUJARAT,Silicon Valley,2857.0
2022,GUJARAT,Dallas,10729.0
2022,GUJARAT,Silicon Valley,1129.0
2022,GUJARAT,Boston,6309.0
2023,GUJARAT,Silicon Valley,30988.0
2023,GUJARAT,Dallas,12858.0
2023,GUJARAT,Silicon Valley,1016.0
2023,GUJARAT,Silicon Valley,2632.0
2023,GUJARAT,Boston,6472.0
2023,GUJARAT,Atlanta,24247.0
2024,GUJARAT,Silicon Valley,32472.0
2024,GUJARAT,Boston,6384.0
2024,GUJARAT,Atlanta,23906.0
2024,GUJARAT,Dallas,9412.0
2025,GUJARAT,Dallas,9001.0
2025,GUJARAT,Atlanta,25614.0
2025,GUJARAT,Boston,6279.0
2025,GUJARAT,Silicon Valley,36135.0
1997,HARYANA,Seattle,1000.0
1997,HARYANA,Indiana,1800.0
1998,HARYANA,Seattle,1500.0
1998,HARYANA,Indiana,625.0
1999,HARYANA,Seattle,1000.0
1999,HARYANA,Cornell,500.0
