state,year,chapter,chapter_amount,state_total_amount,percentage,Population,% of Total,state_total_amount_per_capita
ANDAMAN AND NICOBAR ISLANDS,2005,Seattle,2680.0,2680.0,100.0,380581,0.03,89333.33333333334
ANDHRA PRADESH,1995,NYC/NJ,1500.0,3000.0,50.0,49577103,4.1,731.7073170731708
ANDHRA PRADESH,1995,Stanford,1500.0,3000.0,50.0,49577103,4.1,731.7073170731708
ANDHRA PRADESH,1996,NYC/NJ,2500.0,4000.0,62.5,49577103,4.1,975.6097560975611
ANDHRA PRADESH,1996,Stanford,1500.0,4000.0,37.5,49577103,4.1,975.6097560975611
ANDHRA PRADESH,1997,Arizona,3000.0,9430.0,31.81336161187699,49577103,4.1,2300.0
ANDHRA PRADESH,1997,Boston,2430.0,9430.0,25.768822905620357,49577103,4.1,2300.0
ANDHRA PRADESH,1997,Cleveland,1500.0,9430.0,15.906680805938494,49577103,4.1,2300.0
ANDHRA PRADESH,1997,NYC/NJ,2500.0,9430.0,26.511134676564158,49577103,4.1,2300.0
ANDHRA PRADESH,1998,Arizona,2100.0,4600.0,45.65217391304348,49577103,4.1,1121.9512195121952
ANDHRA PRADESH,1998,NYC/NJ,2500.0,4600.0,54.347826086956516,49577103,4.1,1121.9512195121952
ANDHRA PRADESH,1999,Arizona,3250.0,29316.0,11.086096329649338,49577103,4.1,7150.243902439025
ANDHRA PRADESH,1999,Boston,7700.0,29316.0,26.26552053486151,49577103,4.1,7150.243902439025
ANDHRA PRADESH,1999,Corvallis,1436.0,29316.0,4.898349024423522,49577103,4.1,7150.243902439025
ANDHRA PRADESH,1999,NYC/NJ,5250.0,29316.0,17.908309455587393,49577103,4.1,7150.243902439025
ANDHRA PRADESH,1999,Seattle,1680.0,29316.0,5.730659025787966,49577103,4.1,7150.243902439025
ANDHRA PRADESH,1999,Silicon Valley,10000.0,29316.0,34.11106562969027,49577103,4.1,7150.243902439025
ANDHRA PRADESH,2000,Arizona,2700.0,45058.0,5.992276621243731,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,Corvallis,510.0,45058.0,1.1318744729015935,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,Delaware,2000.0,45058.0,4.438723423143505,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,NYC/NJ,9750.0,45058.0,21.63877668782458,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,Seattle,7800.0,45058.0,17.311021350259665,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,Silicon Valley,16948.0,45058.0,37.613742287718054,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2000,Work an Hour,5350.0,45058.0,11.873585156908872,49577103,4.1,10989.756097560976
ANDHRA PRADESH,2001,Delaware,5000.0,60554.0,8.257092842751925,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,NYC/NJ,6100.0,60554.0,10.073653268157347,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,Portland,1500.0,60554.0,2.477127852825577,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,Seattle,15844.0,60554.0,26.165075800112298,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,Silicon Valley,24260.0,60554.0,40.06341447303233,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,Stanford,2500.0,60554.0,4.128546421375963,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2001,Work an Hour,5350.0,60554.0,8.83508934174456,49577103,4.1,14769.268292682927
ANDHRA PRADESH,2002,Berkeley,1200.0,75790.0,1.5833223380393193,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Corvallis,1450.0,75790.0,1.9131811584641774,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Delaware,4000.0,75790.0,5.27774112679773,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,NYC/NJ,9500.0,75790.0,12.53463517614461,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Portland,2000.0,75790.0,2.638870563398865,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Seattle,16893.0,75790.0,22.289220213748514,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Silicon Valley,19600.0,75790.0,25.860931521308878,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Stanford,2500.0,75790.0,3.2985882042485812,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,UIUC,2200.0,75790.0,2.9027576197387517,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2002,Work an Hour,16447.0,75790.0,21.70075207811057,49577103,4.1,18485.36585365854
ANDHRA PRADESH,2003,Berkeley,5056.0,125526.0,4.027850803817536,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,Boston,6000.0,125526.0,4.779886238707519,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,CentralNJ,2620.0,125526.0,2.087216990902283,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,Delaware,15351.0,125526.0,12.229338941733186,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,Houston,30645.0,125526.0,24.413268964198654,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,NYC/NJ,3716.0,125526.0,2.960342877172857,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,Seattle,59513.0,125526.0,47.41089495403343,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2003,Silicon Valley,2625.0,125526.0,2.0912002294345395,49577103,4.1,30616.097560975613
ANDHRA PRADESH,2004,Berkeley,8400.0,128625.0,6.530612244897959,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,Boston,6400.0,128625.0,4.975704567541302,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,Delaware,8000.0,128625.0,6.219630709426627,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,NYC/NJ,3500.0,128625.0,2.7210884353741496,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,Seattle,41409.0,128625.0,32.1935860058309,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,Silicon Valley,55416.0,128625.0,43.08338192419825,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2004,Toledo,5500.0,128625.0,4.275996112730807,49577103,4.1,31371.951219512197
ANDHRA PRADESH,2005,Berkeley,1500.0,69644.0,2.153810809258515,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Boston,7000.0,69644.0,10.051117109873069,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,CentralNJ,9000.0,69644.0,12.922864855551088,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Cincinnati,1000.0,69644.0,1.4358738728390097,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Cornell,1000.0,69644.0,1.4358738728390097,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Delaware,15725.0,69644.0,22.57911665039343,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,NYC/NJ,13500.0,69644.0,19.38429728332663,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Seattle,7750.0,69644.0,11.128022514502327,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Silicon Valley,6585.0,69644.0,9.455229452644879,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2005,Toledo,6584.0,69644.0,9.453793578772041,49577103,4.1,16986.341463414636
ANDHRA PRADESH,2006,Berkeley,1500.0,113190.0,1.3252054068380599,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,Boston,44000.0,113190.0,38.87269193391643,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,NYC/NJ,13000.0,113190.0,11.485113525929853,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,Seattle,24350.0,113190.0,21.51250110433784,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,Silicon Valley,3980.0,113190.0,3.5162116794769855,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,Toledo,18000.0,113190.0,15.90246488205672,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,UFlorida,1000.0,113190.0,0.8834702712253734,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2006,Work an Hour,7360.0,113190.0,6.502341196218747,49577103,4.1,27607.317073170732
ANDHRA PRADESH,2007,Atlanta,5600.0,153704.0,3.6433664706188513,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Bangalore,1890.0,153704.0,1.2296361838338625,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Boston,20730.0,153704.0,13.486961952844428,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,CentralNJ,2500.0,153704.0,1.6265028886691302,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,DC,9517.0,153704.0,6.191771196585645,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Delaware,923.0,153704.0,0.6005048664966429,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,NYC/NJ,34000.0,153704.0,22.120439285900172,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Princeton,4000.0,153704.0,2.6024046218706083,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Seattle,35120.0,153704.0,22.84911258002394,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Silicon Valley,30924.0,153704.0,20.119190131681673,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Toledo,5000.0,153704.0,3.2530057773382604,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2007,Work an Hour,3500.0,153704.0,2.2771040441367822,49577103,4.1,37488.780487804885
ANDHRA PRADESH,2008,Bangalore,1875.0,220735.0,0.8494348426846672,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Boston,28730.0,220735.0,13.015606949509593,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,CentralNJ,7360.0,220735.0,3.3343149024848797,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Cincinnati,3230.0,220735.0,1.46329308899812,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Delaware,1327.0,220735.0,0.6011733526626951,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Knoxville,5032.0,220735.0,2.279656601807597,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,NYC/NJ,53723.0,220735.0,24.338233628559134,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,San Francisco,7500.0,220735.0,3.3977393707386687,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Seattle,21210.0,220735.0,9.608806940448956,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Silicon Valley,54153.0,220735.0,24.533037352481482,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2008,Work an Hour,36595.0,220735.0,16.57870296962421,49577103,4.1,53837.80487804879
ANDHRA PRADESH,2009,Bangalore,6400.0,182541.0,3.50606165190286,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Boston,26450.0,182541.0,14.48989542075479,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,CentralNJ,7876.0,182541.0,4.314647120372958,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Cincinnati,4170.0,182541.0,2.2844182950679572,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,DC,9373.0,182541.0,5.134736853638361,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Knoxville,1250.0,182541.0,0.6847776663872773,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,NYC/NJ,30827.0,182541.0,16.88771289737648,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,New River Valley,2500.0,182541.0,1.3695553327745547,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Princeton,4000.0,182541.0,2.191288532439288,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,San Francisco,7325.0,182541.0,4.012797125029445,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Seattle,24530.0,182541.0,13.438076925183932,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2009,Silicon Valley,57840.0,182541.0,31.6860321790721,49577103,4.1,44522.19512195123
ANDHRA PRADESH,2010,Bangalore,3049.0,202621.0,1.5047798599355446,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Boston,18550.0,202621.0,9.155023418105724,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,CentralNJ,9850.0,202621.0,4.861292758401152,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Chicago,10000.0,202621.0,4.935322597361576,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,DC,3500.0,202621.0,1.7273629090765519,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Dallas,1300.0,202621.0,0.641591937657005,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Hyderabad,16560.0,202621.0,8.172894221230772,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Kansas City,11300.0,202621.0,5.576914535018582,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Knoxville,1250.0,202621.0,0.616915324670197,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Minnesota,3270.0,202621.0,1.6138504893372356,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,NYC/NJ,23694.0,202621.0,11.69375336218852,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,New River Valley,2500.0,202621.0,1.233830649340394,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Princeton,4260.0,202621.0,2.1024474264760316,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Seattle,31480.0,202621.0,15.536395536494243,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Silicon Valley,54558.0,202621.0,26.92613302668529,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,UFlorida,5000.0,202621.0,2.467661298680788,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2010,Work an Hour,2500.0,202621.0,1.233830649340394,49577103,4.1,49419.75609756098
ANDHRA PRADESH,2011,Atlanta,1600.0,97336.0,1.6437905810799704,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Bangalore,20493.0,97336.0,21.053875236294896,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Boston,18950.0,97336.0,19.468644694665898,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Kansas City,13300.0,97336.0,13.664009205227254,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Knoxville,2500.0,97336.0,2.568422782937454,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Minnesota,3270.0,97336.0,3.359497000082189,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,NYC/NJ,8257.0,97336.0,8.482986767485823,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,New River Valley,2450.0,97336.0,2.5170543272787045,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Princeton,5048.0,97336.0,5.1861592833073065,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Seattle,4150.0,97336.0,4.2635818196761734,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2011,Silicon Valley,17318.0,97336.0,17.791978301964328,49577103,4.1,23740.487804878052
ANDHRA PRADESH,2012,Bangalore,6554.0,135677.0,4.8305902990189935,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Boston,33800.0,135677.0,24.912107431620687,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,CentralNJ,11520.0,135677.0,8.490753775510957,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Cincinnati,4000.0,135677.0,2.9481783942746373,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Kansas City,8220.0,135677.0,6.05850660023438,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Minnesota,3461.0,135677.0,2.55091135564613,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,NYC/NJ,18760.0,135677.0,13.82695666914805,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,New River Valley,2300.0,135677.0,1.6952025767079166,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Princeton,5040.0,135677.0,3.714704776786043,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Seattle,16068.0,135677.0,11.842832609801219,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,Silicon Valley,20954.0,135677.0,15.444032518407688,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2012,UFlorida,5000.0,135677.0,3.685222992843297,49577103,4.1,33091.9512195122
ANDHRA PRADESH,2013,Bangalore,27602.0,190272.0,14.506601076353851,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Boston,15940.0,190272.0,8.377480659266734,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Hyderabad,5594.0,190272.0,2.940001681802893,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Kansas City,16758.0,190272.0,8.80739152371342,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Minnesota,5101.0,190272.0,2.680898923646149,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,New River Valley,3796.0,190272.0,1.9950386814665322,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Seattle,18003.0,190272.0,9.461717961654895,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Silicon Valley,25658.0,190272.0,13.48490581903801,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2013,Toledo,71820.0,190272.0,37.74596367305752,49577103,4.1,46407.80487804879
ANDHRA PRADESH,2014,Bangalore,9567.0,120110.0,7.965198567979352,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,Boston,18555.0,120110.0,15.448339022562651,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,Kansas City,14632.0,120110.0,12.182166347514778,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,Minnesota,6059.0,120110.0,5.044542502705853,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,NYC/NJ,17473.0,120110.0,14.547498126717176,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,San Francisco,6731.0,120110.0,5.604029639497128,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,Seattle,37653.0,120110.0,31.34876363333611,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2014,Silicon Valley,9440.0,120110.0,7.859462159686953,49577103,4.1,29295.121951219513
ANDHRA PRADESH,2015,Bangalore,39268.0,221691.0,17.712942789738868,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,Boston,27479.0,221691.0,12.395180679414139,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,Kansas City,8235.0,221691.0,3.7146298225909034,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,London,9665.0,221691.0,4.359671795426968,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,Minnesota,52302.0,221691.0,23.592297386903393,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,NYC/NJ,8680.0,221691.0,3.9153596672846436,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,New River Valley,1348.0,221691.0,0.6080535520160945,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,San Francisco,6555.0,221691.0,2.956818274084198,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,Seattle,43180.0,221691.0,19.477561109833054,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,Silicon Valley,18257.0,221691.0,8.235336572075546,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2015,UFlorida,6722.0,221691.0,3.0321483506321862,49577103,4.1,54070.975609756104
ANDHRA PRADESH,2016,Bangalore,7552.0,246161.0,3.067910838841246,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Boston,12027.0,246161.0,4.885826755659914,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Frankfurt,4354.0,246161.0,1.7687610953806654,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Kansas City,31188.0,246161.0,12.669756785193432,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,London,9602.0,246161.0,3.9006991359313616,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Minnesota,75076.0,246161.0,30.498738630408557,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,NYC/NJ,22039.0,246161.0,8.953083551009298,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,San Francisco,8395.0,246161.0,3.41036963613245,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Seattle,53975.0,246161.0,21.926706505092195,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,Silicon Valley,8740.0,246161.0,3.550521812959811,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2016,UFlorida,13213.0,246161.0,5.367625253391074,49577103,4.1,60039.26829268293
ANDHRA PRADESH,2017,Bangalore,71836.0,244402.0,29.392558162371827,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,Boston,25313.0,244402.0,10.357116553874354,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,Frankfurt,9433.0,244402.0,3.859624716655347,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,Kansas City,9162.0,244402.0,3.748741826989959,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,NYC/NJ,10258.0,244402.0,4.197183329105327,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,San Diego,5142.0,244402.0,2.103910769960966,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,Seattle,89715.0,244402.0,36.707964746606,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2017,Silicon Valley,23543.0,244402.0,9.632899894436216,49577103,4.1,59610.243902439026
ANDHRA PRADESH,2018,Austin,10254.0,152310.0,6.732322237541856,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Bangalore,9029.0,152310.0,5.9280414943207935,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Boston,25831.0,152310.0,16.95949051277001,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Danbury,7342.0,152310.0,4.820432013656359,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Frankfurt,8648.0,152310.0,5.6778937692863245,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Kansas City,16400.0,152310.0,10.767513623530958,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,San Diego,2522.0,152310.0,1.6558334974722606,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Seattle,39226.0,152310.0,25.754054231501545,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2018,Silicon Valley,33058.0,152310.0,21.7044186199199,49577103,4.1,37148.780487804885
ANDHRA PRADESH,2019,Austin,10709.0,110256.0,9.712850094325933,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Bangalore,15163.0,110256.0,13.752539544333189,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Boston,13184.0,110256.0,11.957625888840516,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Frankfurt,8788.0,110256.0,7.970541285735017,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Kansas City,9497.0,110256.0,8.613590190103034,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Seattle,36556.0,110256.0,33.15556523001016,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2019,Silicon Valley,16359.0,110256.0,14.837287766652155,49577103,4.1,26891.707317073175
ANDHRA PRADESH,2020,Austin,11147.0,116491.0,9.568979577821462,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Bangalore,16421.0,116491.0,14.096367959756547,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Boston,6774.0,116491.0,5.815041505352345,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Frankfurt,9881.0,116491.0,8.482200341657295,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Kansas City,17127.0,116491.0,14.702423363178271,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Seattle,18561.0,116491.0,15.93341974916517,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Silicon Valley,11681.0,116491.0,10.027384089758007,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2020,Stanford,24899.0,116491.0,21.3741834133109,49577103,4.1,28412.439024390245
ANDHRA PRADESH,2021,Bangalore,21559.0,150274.0,14.346460465549596,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,Boston,16175.0,150274.0,10.763671693040711,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,Danbury,9414.0,150274.0,6.26455674301609,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,Frankfurt,12153.0,150274.0,8.087227331407961,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,Kansas City,18134.0,150274.0,12.067290416173124,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,London,4110.0,150274.0,2.735004059251767,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2021,Seattle,68729.0,150274.0,45.73578929156075,49577103,4.1,36652.19512195122
ANDHRA PRADESH,2022,Bangalore,15685.0,135932.0,11.538857664126182,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2022,Boston,17508.0,135932.0,12.879969396462936,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2022,Danbury,12598.0,135932.0,9.267869228732014,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2022,Frankfurt,7504.0,135932.0,5.520407262454756,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2022,Kansas City,25927.0,135932.0,19.07350734190625,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2022,Seattle,56710.0,135932.0,41.71938910631787,49577103,4.1,33154.14634146342
ANDHRA PRADESH,2023,Bangalore,9523.0,126805.0,7.509956232009779,49577103,4.1,30928.048780487807
ANDHRA PRADESH,2023,Boston,17876.0,126805.0,14.097235913410355,49577103,4.1,30928.048780487807
ANDHRA PRADESH,2023,Danbury,11691.0,126805.0,9.219667994164269,49577103,4.1,30928.048780487807
ANDHRA PRADESH,2023,Kansas City,31930.0,126805.0,25.180395094830644,49577103,4.1,30928.048780487807
ANDHRA PRADESH,2023,Seattle,55785.0,126805.0,43.99274476558495,49577103,4.1,30928.048780487807
ANDHRA PRADESH,2024,Bangalore,3411.0,129575.0,2.632452247732973,49577103,4.1,31603.658536585368
ANDHRA PRADESH,2024,Boston,17704.0,129575.0,13.663129461701718,49577103,4.1,31603.658536585368
ANDHRA PRADESH,2024,Danbury,10274.0,129575.0,7.928998649430831,49577103,4.1,31603.658536585368
ANDHRA PRADESH,2024,Frankfurt,13042.0,129575.0,10.06521319699016,49577103,4.1,31603.658536585368
ANDHRA PRADESH,2024,Kansas City,39269.0,129575.0,30.306000385876906,49577103,4.1,31603.658536585368
ANDHRA PRADESH,2024,Seattle,45875.0,129575.0,35.40420605826741,49577103,4.1,31603.658536585368
ASSAM,2000,Berkeley,2320.0,4820.0,48.13278008298755,31205576,2.58,1868.2170542635658
ASSAM,2000,St. Louis,2500.0,4820.0,51.867219917012456,31205576,2.58,1868.2170542635658
ASSAM,2001,Detroit,2500.0,10870.0,22.999080036798528,31205576,2.58,4213.178294573643
ASSAM,2001,Seattle,2500.0,10870.0,22.999080036798528,31205576,2.58,4213.178294573643
ASSAM,2001,Silicon Valley,5870.0,10870.0,54.00183992640294,31205576,2.58,4213.178294573643
ASSAM,2002,Silicon Valley,4800.0,4800.0,100.0,31205576,2.58,1860.4651162790697
ASSAM,2003,Detroit,5000.0,21536.0,23.216939078751857,31205576,2.58,8347.286821705426
ASSAM,2003,Seattle,2500.0,21536.0,11.608469539375928,31205576,2.58,8347.286821705426
ASSAM,2003,Silicon Valley,14036.0,21536.0,65.17459138187222,31205576,2.58,8347.286821705426
ASSAM,2004,Detroit,5500.0,21103.0,26.0626451215467,31205576,2.58,8179.457364341085
ASSAM,2004,Seattle,3500.0,21103.0,16.585319622802444,31205576,2.58,8179.457364341085
