state,year,state_total_amount,total_amount,percentage,Population,% of Total
PUDUCHERRY,2022,14224.0,3000077.0,0.4741211642234516,1247953,0.1
PUDUCHERRY,2023,6681.0,3032802.0,0.2202913345480516,1247953,0.1
PUDUCHERRY,2024,10421.0,3226586.0,0.3229729503568168,1247953,0.1
PUNJAB,1993,2200.0,11820.0,18.61252115059222,27743338,2.29
PUNJAB,1994,1200.0,21270.0,5.6417489421720735,27743338,2.29
PUNJAB,1995,2000.0,29722.0,6.729022273063724,27743338,2.29
PUNJAB,1996,1200.0,44636.0,2.688412940227619,27743338,2.29
PUNJAB,1997,1500.0,87410.0,1.7160507951035349,27743338,2.29
PUNJAB,1999,1500.0,414817.0,0.3616052379724071,27743338,2.29
PUNJAB,2000,1500.0,528565.0,0.2837872352501584,27743338,2.29
PUNJAB,2002,1000.0,823818.0,0.12138603429398241,27743338,2.29
PUNJAB,2003,1000.0,942333.0,0.10611959891036395,27743338,2.29
PUNJAB,2005,6000.0,1489248.0,0.40288790047057305,27743338,2.29
PUNJAB,2006,5600.0,1230346.0,0.4551565169472653,27743338,2.29
PUNJAB,2007,8000.0,2323618.0,0.34429067084176485,27743338,2.29
PUNJAB,2008,1500.0,3092634.0,0.048502344603338125,27743338,2.29
RAJASTHAN,1992,2000.0,4900.0,40.816326530612244,68548437,5.66
RAJASTHAN,1993,2000.0,11820.0,16.920473773265652,68548437,5.66
RAJASTHAN,1994,1500.0,21270.0,7.052186177715091,68548437,5.66
RAJASTHAN,1995,1000.0,29722.0,3.364511136531862,68548437,5.66
RAJASTHAN,1996,5000.0,44636.0,11.201720584281746,68548437,5.66
RAJASTHAN,1997,2500.0,87410.0,2.8600846585058917,68548437,5.66
RAJASTHAN,1998,600.0,108275.0,0.5541445393673516,68548437,5.66
RAJASTHAN,1999,3000.0,414817.0,0.7232104759448142,68548437,5.66
RAJASTHAN,2000,14500.0,528565.0,2.7432766074181982,68548437,5.66
RAJASTHAN,2001,15262.0,767448.0,1.9886689391333354,68548437,5.66
RAJASTHAN,2002,56916.0,823818.0,6.908807527876302,68548437,5.66
RAJASTHAN,2003,37681.0,942333.0,3.9986926065414243,68548437,5.66
RAJASTHAN,2004,41165.0,1053399.0,3.9078259994550972,68548437,5.66
RAJASTHAN,2005,8153.0,1489248.0,0.547457508756097,68548437,5.66
RAJASTHAN,2006,16003.0,1230346.0,1.3006910251262653,68548437,5.66
RAJASTHAN,2007,46609.0,2323618.0,2.0058804846579776,68548437,5.66
RAJASTHAN,2008,83154.0,3092634.0,2.6887759754306524,68548437,5.66
RAJASTHAN,2009,161731.0,2414781.0,6.697543172652096,68548437,5.66
RAJASTHAN,2010,131251.0,3033269.0,4.327047815409711,68548437,5.66
RAJASTHAN,2011,94066.0,2303901.0,4.082901131602442,68548437,5.66
RAJASTHAN,2012,82085.0,1898166.0,4.324437377974318,68548437,5.66
RAJASTHAN,2013,80501.0,2560046.0,3.144513809517485,68548437,5.66
RAJASTHAN,2014,124971.0,2848928.0,4.386597344685439,68548437,5.66
RAJASTHAN,2015,192945.0,2955749.0,6.527787034690699,68548437,5.66
RAJASTHAN,2016,218264.0,3744826.0,5.828414991777989,68548437,5.66
RAJASTHAN,2017,292074.0,4304886.0,6.784709281500137,68548437,5.66
RAJASTHAN,2018,248009.0,3622848.0,6.845691566414047,68548437,5.66
RAJASTHAN,2019,156503.0,3273488.0,4.780924811699324,68548437,5.66
RAJASTHAN,2020,240103.0,3240754.0,7.408862258597845,68548437,5.66
RAJASTHAN,2021,228158.0,3258459.0,7.002021507712695,68548437,5.66
RAJASTHAN,2022,157206.0,3000077.0,5.240065504985372,68548437,5.66
RAJASTHAN,2023,210704.0,3032802.0,6.947502672446141,68548437,5.66
RAJASTHAN,2024,226125.0,3226586.0,7.00818140288218,68548437,5.66
RAJASTHAN,2025,37384.0,561733.0,6.655119069023896,68548437,5.66
SIKKIM,2002,1130.0,823818.0,0.13716621875220011,610577,0.05
SIKKIM,2003,198.0,942333.0,0.021011680584252065,610577,0.05
TAMIL NADU,1991,1000.0,1500.0,66.66666666666666,72147030,5.96
TAMIL NADU,1992,2000.0,4900.0,40.816326530612244,72147030,5.96
TAMIL NADU,1993,4000.0,11820.0,33.840947546531304,72147030,5.96
TAMIL NADU,1994,6880.0,21270.0,32.34602726845322,72147030,5.96
TAMIL NADU,1995,6652.0,29722.0,22.38072808020995,72147030,5.96
TAMIL NADU,1996,12565.0,44636.0,28.14992382830003,72147030,5.96
TAMIL NADU,1997,30370.0,87410.0,34.744308431529575,72147030,5.96
TAMIL NADU,1998,35590.0,108275.0,32.870006926806745,72147030,5.96
TAMIL NADU,1999,100623.0,414817.0,24.257202573665012,72147030,5.96
TAMIL NADU,2000,142736.0,528565.0,27.00443654044441,72147030,5.96
TAMIL NADU,2001,160618.0,767448.0,20.9288446904546,72147030,5.96
TAMIL NADU,2002,151404.0,823818.0,18.37833113624611,72147030,5.96
TAMIL NADU,2003,221546.0,942333.0,23.510372660195493,72147030,5.96
TAMIL NADU,2004,265963.0,1053399.0,25.248077888815157,72147030,5.96
TAMIL NADU,2005,520722.0,1489248.0,34.965432218139625,72147030,5.96
TAMIL NADU,2006,266857.0,1230346.0,21.689589757677922,72147030,5.96
TAMIL NADU,2007,519673.0,2323618.0,22.36482072354406,72147030,5.96
TAMIL NADU,2008,634345.0,3092634.0,20.51147985826968,72147030,5.96
TAMIL NADU,2009,477311.0,2414781.0,19.766223106774486,72147030,5.96
TAMIL NADU,2010,663054.0,3033269.0,21.8593866880913,72147030,5.96
TAMIL NADU,2011,481142.0,2303901.0,20.883796656193127,72147030,5.96
TAMIL NADU,2012,366422.0,1898166.0,19.30400186285077,72147030,5.96
TAMIL NADU,2013,519215.0,2560046.0,20.2814715048089,72147030,5.96
TAMIL NADU,2014,554650.0,2848928.0,19.468726482382145,72147030,5.96
TAMIL NADU,2015,597514.0,2955749.0,20.215315982514078,72147030,5.96
TAMIL NADU,2016,761856.0,3744826.0,20.3442296117363,72147030,5.96
TAMIL NADU,2017,845249.0,4304886.0,19.63464305442699,72147030,5.96
TAMIL NADU,2018,652162.0,3622848.0,18.001362464006217,72147030,5.96
TAMIL NADU,2019,578694.0,3273488.0,17.678207465553562,72147030,5.96
TAMIL NADU,2020,568573.0,3240754.0,17.544466503782765,72147030,5.96
TAMIL NADU,2021,595701.0,3258459.0,18.28167854804986,72147030,5.96
TAMIL NADU,2022,676712.0,3000077.0,22.55648771681527,72147030,5.96
TAMIL NADU,2023,702131.0,3032802.0,23.151231105756327,72147030,5.96
TAMIL NADU,2024,624582.0,3226586.0,19.35736409939174,72147030,5.96
TAMIL NADU,2025,94245.0,561733.0,16.777543779696046,72147030,5.96
TELANGANA,1999,2100.0,414817.0,0.5062473331613699,35003674,2.89
TELANGANA,2000,11740.0,528565.0,2.221108094557907,35003674,2.89
TELANGANA,2001,2500.0,767448.0,0.325754969717818,35003674,2.89
TELANGANA,2003,6000.0,942333.0,0.6367175934621837,35003674,2.89
TELANGANA,2004,3300.0,1053399.0,0.31327160933321563,35003674,2.89
TELANGANA,2006,1250.0,1230346.0,0.10159743681858599,35003674,2.89
TELANGANA,2007,4676.0,2323618.0,0.2012378971070116,35003674,2.89
TELANGANA,2008,69872.0,3092634.0,2.2593038814162947,35003674,2.89
TELANGANA,2009,17870.0,2414781.0,0.7400257000531312,35003674,2.89
TELANGANA,2010,19919.0,3033269.0,0.6566842571496296,35003674,2.89
TELANGANA,2011,37610.0,2303901.0,1.6324486164987124,35003674,2.89
TELANGANA,2012,47862.0,1898166.0,2.5214865296291262,35003674,2.89
TELANGANA,2013,55484.0,2560046.0,2.167304806241763,35003674,2.89
TELANGANA,2014,97731.0,2848928.0,3.4304482247357604,35003674,2.89
TELANGANA,2015,105347.0,2955749.0,3.5641389035401856,35003674,2.89
TELANGANA,2016,145448.0,3744826.0,3.8839721792147355,35003674,2.89
TELANGANA,2017,118154.0,4304886.0,2.744648754926379,35003674,2.89
TELANGANA,2018,161587.0,3622848.0,4.46022024661261,35003674,2.89
TELANGANA,2019,146166.0,3273488.0,4.465145435083312,35003674,2.89
TELANGANA,2020,130230.0,3240754.0,4.018509272842061,35003674,2.89
TELANGANA,2021,85097.0,3258459.0,2.611571911753378,35003674,2.89
TELANGANA,2022,85152.0,3000077.0,2.83832714960316,35003674,2.89
TELANGANA,2023,86662.0,3032802.0,2.857489542673739,35003674,2.89
TELANGANA,2024,90422.0,3226586.0,2.8024047708630735,35003674,2.89
TELANGANA,2025,49425.0,561733.0,8.798664134028087,35003674,2.89
TRIPURA,2004,10500.0,1053399.0,0.9967733024238679,3673917,0.3
TRIPURA,2005,12040.0,1489248.0,0.8084617202776166,3673917,0.3
TRIPURA,2006,7316.0,1230346.0,0.59462947821182,3673917,0.3
TRIPURA,2007,19200.0,2323618.0,0.8262976100202357,3673917,0.3
TRIPURA,2008,17803.0,3092634.0,0.575658160648819,3673917,0.3
TRIPURA,2009,7644.0,2414781.0,0.31655044494718154,3673917,0.3
UTTAR PRADESH,1996,1700.0,44636.0,3.808584998655794,199812341,16.51
UTTAR PRADESH,1997,1300.0,87410.0,1.4872440224230636,199812341,16.51
UTTAR PRADESH,1998,14670.0,108275.0,13.548833987531747,199812341,16.51
UTTAR PRADESH,1999,55731.0,414817.0,13.435081011626815,199812341,16.51
UTTAR PRADESH,2000,33263.0,528565.0,6.293076537417347,199812341,16.51
UTTAR PRADESH,2001,118341.0,767448.0,15.42006754855052,199812341,16.51
UTTAR PRADESH,2002,90612.0,823818.0,10.999031339446335,199812341,16.51
UTTAR PRADESH,2003,93951.0,942333.0,9.970042437227605,199812341,16.51
UTTAR PRADESH,2004,103309.0,1053399.0,9.807205057153084,199812341,16.51
UTTAR PRADESH,2005,114485.0,1489248.0,7.687436880895593,199812341,16.51
UTTAR PRADESH,2006,198555.0,1230346.0,16.13814325401147,199812341,16.51
UTTAR PRADESH,2007,241753.0,2323618.0,10.404162818501147,199812341,16.51
UTTAR PRADESH,2008,268040.0,3092634.0,8.6670456316525,199812341,16.51
UTTAR PRADESH,2009,229046.0,2414781.0,9.485166563758785,199812341,16.51
UTTAR PRADESH,2010,229099.0,3033269.0,7.552874473052011,199812341,16.51
UTTAR PRADESH,2011,255277.0,2303901.0,11.080207005422542,199812341,16.51
UTTAR PRADESH,2012,210048.0,1898166.0,11.06583934176463,199812341,16.51
UTTAR PRADESH,2013,279988.0,2560046.0,10.936834728750968,199812341,16.51
UTTAR PRADESH,2014,275639.0,2848928.0,9.675183086410046,199812341,16.51
UTTAR PRADESH,2015,166412.0,2955749.0,5.630112705781174,199812341,16.51
UTTAR PRADESH,2016,271937.0,3744826.0,7.261672504944156,199812341,16.51
UTTAR PRADESH,2017,415017.0,4304886.0,9.64060372330417,199812341,16.51
UTTAR PRADESH,2018,307424.0,3622848.0,8.485699648453371,199812341,16.51
UTTAR PRADESH,2019,336743.0,3273488.0,10.286978293490003,199812341,16.51
UTTAR PRADESH,2020,286072.0,3240754.0,8.827328455044722,199812341,16.51
UTTAR PRADESH,2021,313636.0,3258459.0,9.62528606313598,199812341,16.51
UTTAR PRADESH,2022,336021.0,3000077.0,11.20041252274525,199812341,16.51
UTTAR PRADESH,2023,371677.0,3032802.0,12.255234598236218,199812341,16.51
UTTAR PRADESH,2024,366576.0,3226586.0,11.361110474042842,199812341,16.51
UTTAR PRADESH,2025,61404.0,561733.0,10.931171926876292,199812341,16.51
UTTARAKHAND,1999,7300.0,414817.0,1.7598121581323813,10086292,0.83
UTTARAKHAND,2001,28463.0,767448.0,3.7087854812313017,10086292,0.83
UTTARAKHAND,2002,21464.0,823818.0,2.6054298400860385,10086292,0.83
UTTARAKHAND,2003,5168.0,942333.0,0.548426087168761,10086292,0.83
UTTARAKHAND,2004,8330.0,1053399.0,0.7907734865896018,10086292,0.83
UTTARAKHAND,2005,3988.0,1489248.0,0.26778615784610754,10086292,0.83
UTTARAKHAND,2006,13064.0,1230346.0,1.061815131678406,10086292,0.83
UTTARAKHAND,2007,8160.0,2323618.0,0.35117648425860015,10086292,0.83
UTTARAKHAND,2008,62777.0,3092634.0,2.029887791442505,10086292,0.83
UTTARAKHAND,2009,58576.0,2414781.0,2.4257272191556916,10086292,0.83
UTTARAKHAND,2010,77414.0,3033269.0,2.5521640184236873,10086292,0.83
UTTARAKHAND,2012,15370.0,1898166.0,0.8097289699636386,10086292,0.83
UTTARAKHAND,2013,29561.0,2560046.0,1.154705813879907,10086292,0.83
UTTARAKHAND,2014,30623.0,2848928.0,1.0748955396556177,10086292,0.83
UTTARAKHAND,2015,14861.0,2955749.0,0.5027828817670242,10086292,0.83
UTTARAKHAND,2017,23589.0,4304886.0,0.547958761277302,10086292,0.83
UTTARAKHAND,2018,14423.0,3622848.0,0.39811220343773734,10086292,0.83
UTTARAKHAND,2019,16569.0,3273488.0,0.5061573465367828,10086292,0.83
UTTARAKHAND,2020,15691.0,3240754.0,0.4841774475939859,10086292,0.83
WEST BENGAL,1994,3250.0,21270.0,15.2797367183827,91276115,7.54
WEST BENGAL,1995,7000.0,29722.0,23.551577955723033,91276115,7.54
WEST BENGAL,1996,8000.0,44636.0,17.922752934850795,91276115,7.54
WEST BENGAL,1997,11800.0,87410.0,13.49959958814781,91276115,7.54
WEST BENGAL,1998,8488.0,108275.0,7.8392980835834685,91276115,7.54
WEST BENGAL,1999,39310.0,414817.0,9.47646793646355,91276115,7.54
WEST BENGAL,2000,38848.0,528565.0,7.34971100999877,91276115,7.54
WEST BENGAL,2001,65269.0,767448.0,8.504680447404905,91276115,7.54
WEST BENGAL,2002,85189.0,823818.0,10.340754875470068,91276115,7.54
WEST BENGAL,2003,105710.0,942333.0,11.217902800814574,91276115,7.54
WEST BENGAL,2004,136769.0,1053399.0,12.983589314210475,91276115,7.54
WEST BENGAL,2005,119977.0,1489248.0,8.05621360579299,91276115,7.54
WEST BENGAL,2006,122196.0,1230346.0,9.931840311587147,91276115,7.54
WEST BENGAL,2007,244436.0,2323618.0,10.519629302234705,91276115,7.54
WEST BENGAL,2008,351963.0,3092634.0,11.380687142416464,91276115,7.54
WEST BENGAL,2009,332007.0,2414781.0,13.74894866242529,91276115,7.54
WEST BENGAL,2010,412383.0,3033269.0,13.595332296608047,91276115,7.54
WEST BENGAL,2011,410799.0,2303901.0,17.830583866233834,91276115,7.54
WEST BENGAL,2012,357573.0,1898166.0,18.837815027768908,91276115,7.54
WEST BENGAL,2013,357183.0,2560046.0,13.952210233722361,91276115,7.54
WEST BENGAL,2014,378515.0,2848928.0,13.2862255557178,91276115,7.54
WEST BENGAL,2015,511776.0,2955749.0,17.314596063468176,91276115,7.54
WEST BENGAL,2016,521732.0,3744826.0,13.932075882831404,91276115,7.54
WEST BENGAL,2017,625895.0,4304886.0,14.539177111774853,91276115,7.54
WEST BENGAL,2018,541981.0,3622848.0,14.960081129542283,91276115,7.54
WEST BENGAL,2019,519181.0,3273488.0,15.860177278792529,91276115,7.54
WEST BENGAL,2020,634567.0,3240754.0,19.580844457802105,91276115,7.54
WEST BENGAL,2021,563043.0,3258459.0,17.279425642612047,91276115,7.54
WEST BENGAL,2022,436070.0,3000077.0,14.535293594131085,91276115,7.54
WEST BENGAL,2023,468454.0,3032802.0,15.446244100340214,91276115,7.54
WEST BENGAL,2024,592697.0,3226586.0,18.369167906883625,91276115,7.54
WEST BENGAL,2025,94973.0,561733.0,16.907142717269593,91276115,7.54
