pid,month,year,chapter,currency,amount
1,Dec,2000,Boston,USD,800
2,Dec,2000,Boston,USD,780
3,Dec,1998,Indiana,USD,625
3,Dec,1997,Indiana,USD,1800
4,Dec,2001,Arizona,USD,2500
4,Dec,2000,Silicon Valley,USD,2000
4,Dec,2000,Stanford,USD,2000
4,Dec,1999,Arizona,USD,5300
5,Dec,2004,Berkeley,USD,2000
5,Dec,2003,Berkeley,USD,1000
5,Dec,2002,Berkeley,USD,3000
5,Dec,2001,Berkeley,USD,4500
5,Dec,2000,Berkeley,USD,2600
5,Dec,1999,Berkeley,USD,3010
6,Dec,1994,Berkeley,USD,1300
7,Dec,1999,Silicon Valley,USD,3200
7,Dec,1998,Chicago,USD,2800
7,Dec,1998,Silicon Valley,USD,3200
8,Dec,1999,Cleveland,USD,250
9,Dec,1999,Cleveland,USD,1000
10,Dec,1998,Austin,USD,800
11,Dec,2002,St. Louis,USD,1500
11,Dec,2000,St. Louis,USD,1500
12,Dec,1995,Arizona,USD,1000
13,Oct,2007,Yale,USD,5000
13,Aug,2007,Yale,USD,5000
13,Feb,2007,Yale,USD,5000
13,Dec,2004,Yale,USD,1500
13,Dec,2000,Yale,USD,500
14,Dec,2002,Syracuse,USD,3814
14,Dec,2002,Stanford,USD,4500
14,Dec,2002,Irvine,USD,1500
14,Dec,2001,Irvine,USD,1500
14,Dec,2001,Syracuse,USD,3200
14,Dec,2000,Irvine,USD,1500
14,Dec,2000,Syracuse,USD,1920
15,Dec,1998,Seattle,USD,1500
16,Dec,1999,Arizona,USD,6500
17,Dec,2001,Seattle,USD,45
17,Dec,2000,Seattle,USD,8600
17,Dec,1999,Seattle,USD,3000
17,Dec,1998,Seattle,USD,3000
18,Jan,2024,Chicago,USD,3827
18,Apr,2023,Chicago,USD,3874
18,Jun,2022,Chicago,USD,7489
18,Oct,2021,Chicago,USD,5367
18,Aug,2021,Chicago,USD,393
18,Aug,2020,Chicago,USD,3544
18,Nov,2019,Chicago,USD,8824
18,Jul,2018,Chicago,USD,6836
18,Nov,2017,Chicago,USD,3281
18,May,2017,Chicago,USD,3315
18,Oct,2016,Chicago,USD,2682
18,Apr,2016,Chicago,USD,4842
18,May,2015,Chicago,USD,2138
18,Nov,2014,Chicago,USD,3868
18,May,2014,Chicago,USD,3953
18,Nov,2013,Chicago,USD,0
18,Nov,2013,Chicago,USD,3267
18,Jul,2013,Chicago,USD,7169
18,Apr,2013,Chicago,USD,3514
18,Nov,2011,Chicago,USD,3150
18,Jul,2011,Chicago,USD,4140
18,May,2011,Chicago,USD,2262
18,Nov,2010,Chicago,USD,2243
18,Jun,2010,Chicago,USD,4480
18,Dec,2009,Chicago,USD,2146
18,Sep,2009,Chicago,USD,2087
18,Jul,2009,Chicago,USD,2026
18,Mar,2009,Chicago,USD,1933
18,Dec,2008,Chicago,USD,1804
18,Aug,2008,Chicago,USD,2038
18,Jun,2008,Chicago,USD,2084
18,Apr,2008,Chicago,USD,2240
18,Jan,2008,Chicago,USD,1348
18,Aug,2007,Chicago,USD,1052
18,Apr,2007,Chicago,USD,2103
18,Dec,2006,Chicago,USD,2000
18,Dec,2006,Chicago,USD,2100
18,Dec,2005,Seattle,USD,4800
18,Jun,2004,Chicago,USD,2600
18,Dec,2003,Seattle,USD,2620
18,Sep,2003,Chicago,USD,1500
18,Sep,2003,Chicago,USD,5370
18,Jun,2002,Seattle,USD,2500
18,Jun,2002,Chicago,USD,5300
18,Dec,2001,Chicago,USD,5850
18,Jun,2000,Chicago,USD,5200
18,Jun,2000,Seattle,USD,2600
19,Dec,2001,General Funds,USD,2500
19,Dec,2000,DC,USD,460
19,Dec,1999,Boston,USD,1200
19,Dec,1999,Seattle,USD,1000
19,Dec,1999,Silicon Valley,USD,2560
20,Dec,2001,General Funds,USD,22196
20,Dec,1999,DC,USD,3000
20,Dec,1998,Berkeley,USD,450
20,Dec,1998,Cleveland,USD,1500
20,Dec,1996,Berkeley,USD,300
21,Dec,2002,Silicon Valley,USD,15556
21,Dec,2000,Seattle,USD,3000
21,Dec,2000,Dallas,USD,4300
21,Dec,2000,General Funds,USD,5500
21,Dec,2000,Silicon Valley,USD,3400
21,Dec,1999,Work an Hour,USD,10000
22,Dec,2009,DC,USD,4500
22,Feb,2009,DC,USD,4215
22,Sep,2008,DC,INR,75
22,Sep,2008,DC,INR,75000
22,Apr,2008,DC,INR,225000
22,Jan,2008,DC,INR,46
22,Jan,2007,DC,INR,46000
22,Dec,2006,DC,USD,2183
22,Sep,2006,DC,USD,2183
22,Jul,2004,DC,USD,3220
22,Dec,2003,Boston,USD,600
22,Dec,2002,Boston,USD,250
22,Dec,2000,Seattle,USD,5000
22,Dec,1999,Boston,USD,800
22,Dec,1999,Boston,USD,10000
22,Dec,1999,Cornell,USD,200
24,Dec,1999,Chicago,USD,600
24,Dec,1998,Cornell,USD,1700
24,Dec,1997,Cornell,USD,1745
24,Dec,1997,Delaware,USD,500
25,Apr,2024,Seattle,USD,29793
25,May,2021,Seattle,USD,17241
25,May,2021,Seattle,USD,4989
25,Nov,2020,Seattle,USD,4883
25,Apr,2020,Seattle,USD,15026
25,May,2019,Seattle,USD,12301
25,Nov,2018,Seattle,USD,7938
25,Aug,2018,Seattle,USD,16868
25,Aug,2017,Seattle,USD,26260
25,May,2016,Seattle,USD,13974
25,May,2015,Seattle,USD,13426
25,Dec,2013,Seattle,USD,6114
25,Jan,2013,Seattle,USD,6570
25,Dec,2011,Seattle,USD,5280
25,Dec,2011,Seattle,USD,1500
25,Nov,2010,Seattle,USD,7920
25,Nov,2009,Seattle,USD,7220
25,Dec,2008,Seattle,USD,6886
25,Nov,2007,Seattle,USD,6776
25,Oct,2006,Seattle,USD,3388
25,Jul,2006,Seattle,USD,3388
25,Nov,2005,Seattle,USD,7476
25,Jun,2004,Seattle,USD,6776
25,Sep,2003,Seattle,USD,3000
25,Apr,2003,Seattle,USD,3000
25,Oct,2002,Seattle,USD,6000
25,Nov,2001,Seattle,USD,6100
25,Nov,2000,Seattle,USD,6000
25,Dec,1999,Boston,USD,10000
25,Nov,1998,Seattle,USD,6000
26,Dec,2002,Yale,USD,2000
26,Dec,1998,Indiana,USD,2000
27,May,2025,Seattle,USD,85288
27,May,2024,Seattle,USD,87121
27,Aug,2023,Seattle,USD,976
27,Apr,2023,Seattle,USD,88499
27,Mar,2022,Seattle,USD,105650
27,Mar,2022,Seattle,USD,5027
27,Jul,2021,Seattle,USD,107638
27,Nov,2020,Seattle,USD,9875
27,Apr,2020,Seattle,USD,96933
27,Apr,2019,Seattle,USD,105362
27,Jun,2018,Seattle,USD,107446
27,Dec,2017,Seattle,USD,34478
27,Aug,2017,Seattle,USD,115352
27,Nov,2016,Seattle,USD,100153
27,Jul,2015,Seattle,USD,96065
27,Sep,2014,Seattle,USD,83339
27,Apr,2014,Seattle,USD,92330
27,Mar,2014,Seattle,USD,6057
27,Jul,2013,Seattle,USD,94296
27,Mar,2013,Seattle,USD,97625
27,Mar,2012,Seattle,USD,70125
27,Jul,2011,Seattle,USD,1200
27,May,2011,Seattle,USD,33900
27,Nov,2010,Seattle,USD,33000
27,Oct,2010,Seattle,USD,34100
27,Oct,2010,Seattle,USD,33975
27,May,2010,Seattle,USD,34000
27,Dec,2009,Seattle,USD,33825
27,Sep,2009,Seattle,USD,30000
27,Jun,2009,Seattle,USD,42500
27,Dec,2008,Seattle,USD,65286
27,Aug,2008,Seattle,USD,73500
27,Dec,2007,Seattle,USD,68100
27,Aug,2007,Seattle,USD,63000
27,Jun,2007,Seattle,USD,63000
27,Dec,2005,Seattle,USD,126000
27,Oct,2004,Seattle,USD,25000
27,Apr,2004,Seattle,USD,25000
27,Dec,2003,Seattle,USD,25000
27,Dec,2003,Seattle,USD,25000
27,Dec,2002,Seattle,USD,33000
27,Dec,2001,Seattle,USD,16900
27,Dec,2000,Seattle,USD,40800
27,Dec,1999,Silicon Valley,USD,10000
28,Dec,2000,DC,USD,1000
28,Dec,1998,DC,USD,1000
29,Dec,1999,Cornell,USD,500
30,Dec,2001,UIUC,USD,1410
30,Dec,2000,UIUC,USD,1230
30,Dec,1999,UIUC,USD,1030
31,Dec,1998,St. Louis,USD,750
32,Dec,1998,Detroit,USD,580
33,Mar,2011,Atlanta,USD,1600
33,Aug,2007,Atlanta,USD,5600
33,Dec,2007,Toledo,USD,5000
33,Apr,2006,Toledo,USD,10000
33,Jan,2006,Toledo,USD,1500
33,Jan,2006,Toledo,USD,6500
33,Dec,2005,Toledo,USD,4884
33,Dec,2003,Houston,USD,30645
33,Dec,2002,UIUC,USD,2200
33,Dec,2002,Silicon Valley,USD,12500
33,Dec,2001,Silicon Valley,USD,2560
33,Dec,2000,Silicon Valley,USD,16948
34,Jul,2003,Corvallis,USD,3000
34,Apr,2003,Cleveland,USD,2440
34,Dec,2003,Corvallis,USD,1000
34,Dec,1997,Berkeley,USD,800
35,Aug,2024,Seattle,USD,48995
35,Jul,2023,Seattle,USD,50132
35,May,2022,Seattle,USD,52926
35,Jul,2021,Seattle,USD,54822
35,Apr,2020,Seattle,USD,48441
35,May,2019,Seattle,USD,54635
35,May,2018,Seattle,USD,54967
35,Jul,2017,Seattle,USD,51951
35,May,2017,Seattle,USD,9245
35,Oct,2016,Seattle,USD,26695
35,Jun,2016,Seattle,USD,26749
35,Sep,2015,Seattle,USD,25934
35,Apr,2015,Seattle,USD,27008
35,Oct,2014,Seattle,USD,31962
35,May,2014,Seattle,USD,23952
35,Dec,2013,Seattle,USD,2009
35,Nov,2013,Seattle,USD,23345
35,Apr,2013,Seattle,USD,26533
35,Dec,2012,Seattle,USD,2000
35,Nov,2012,Seattle,USD,27300
35,May,2012,Seattle,USD,26080
35,Nov,2011,Seattle,USD,2000
35,Oct,2011,Seattle,USD,28000
35,May,2011,Seattle,USD,30875
35,Oct,2010,Seattle,USD,33975
35,May,2010,Seattle,USD,29250
35,Nov,2009,Seattle,USD,40500
35,May,2009,Seattle,USD,17290
35,Dec,2008,Seattle,USD,17725
35,Aug,2008,Seattle,USD,20435
35,May,2008,Seattle,USD,21647
35,Dec,2007,Seattle,USD,12414
35,Sep,2007,Seattle,USD,25000
35,May,2007,Seattle,USD,22000
35,Aug,2006,Seattle,USD,20000
35,Dec,2006,Seattle,USD,33500
35,Oct,2005,Seattle,USD,14750
35,May,2005,Seattle,USD,14750
35,May,2005,Seattle,USD,10000
35,Dec,2004,Seattle,USD,29500
35,Oct,2003,Seattle,USD,5750
35,Apr,2003,Seattle,USD,5750
35,Feb,2003,Seattle,USD,15000
35,Dec,2003,Seattle,USD,500
35,Dec,2003,Seattle,USD,8000
35,Dec,2002,Seattle,USD,32500
35,Dec,2001,Seattle,USD,43900
35,Dec,2000,Seattle,USD,3150
35,Dec,1999,Seattle,USD,9300
35,Dec,1999,Boston,USD,1750
35,Dec,1999,Work an Hour,USD,10000
36,Dec,1997,Austin,USD,630
37,Dec,2000,Indiana,USD,3000
37,Dec,1999,Indiana,USD,5000
38,Dec,1995,Madison,USD,700
39,Dec,2001,NYC/NJ,USD,2000
39,Dec,1999,NYC/NJ,USD,1700
39,Dec,1998,NYC/NJ,USD,1738
39,Dec,1997,NYC/NJ,USD,1500
39,Dec,1996,NYC/NJ,USD,1000
40,Dec,2002,Berkeley,USD,2300
40,Dec,2002,Silicon Valley,USD,300
40,Dec,2001,Berkeley,USD,5400
40,Dec,2001,Silicon Valley,USD,3300
40,Dec,2001,Silicon Valley,USD,1500
40,Dec,2000,Berkeley,USD,5500
40,Dec,1999,Berkeley,USD,1700
40,Dec,1998,Berkeley,USD,3400
40,Dec,1997,Berkeley,USD,3200
41,Apr,2010,Kansas City,USD,1637
41,Mar,2009,Burlington,USD,3000
41,Jan,2009,Los Angeles,USD,1000
41,Dec,2008,Los Angeles,USD,3000
41,Jan,2008,Burlington,USD,3000
41,Mar,2007,Toledo,USD,300
41,Jan,2007,Los Angeles,USD,2700
41,Jul,2006,Los Angeles,USD,3500
41,Jun,2005,Los Angeles,USD,2700
41,Dec,2004,Los Angeles,USD,2000
41,Jan,2004,Santa Barbara,USD,1000
41,Jun,2003,Los Angeles,USD,4600
41,Apr,2002,Los Angeles,USD,4325
41,Dec,2001,Seattle,USD,3000
41,Dec,2000,Los Angeles,USD,3000
41,Dec,1999,Cleveland,USD,1500
41,Jun,1999,Los Angeles,USD,4500
41,Dec,1997,Cleveland,USD,1500
41,Jun,1997,Los Angeles,USD,3000
41,Dec,1996,Los Angeles,USD,1500
42,Feb,2019,Silicon Valley,USD,4881
42,Oct,2018,Silicon Valley,USD,4866
42,Oct,2017,Silicon Valley,USD,9748
42,Nov,2016,Silicon Valley,USD,9484
42,Nov,2015,Silicon Valley,USD,9471
42,Nov,2014,Silicon Valley,USD,4752
42,Aug,2014,Silicon Valley,USD,5540
42,Feb,2014,Silicon Valley,USD,5452
42,Aug,2013,Silicon Valley,USD,5386
42,Apr,2013,Silicon Valley,USD,7848
42,Feb,2013,Silicon Valley,USD,4733
42,Apr,2012,Silicon Valley,USD,7734
42,Sep,2011,Silicon Valley,USD,8321
42,Mar,2011,Silicon Valley,USD,9431
42,Sep,2010,Silicon Valley,USD,8810
42,Apr,2010,Silicon Valley,USD,9287
42,Sep,2009,Silicon Valley,USD,8535
42,Sep,2009,Silicon Valley,USD,1
42,Dec,2008,Silicon Valley,USD,7380
42,Jul,2008,Silicon Valley,USD,8505
42,Jan,2008,Silicon Valley,USD,9149
42,Aug,2007,Silicon Valley,USD,8940
42,Nov,2006,Silicon Valley,USD,7300
42,Apr,2006,Silicon Valley,USD,7569
42,Mar,2006,Silicon Valley,USD,3850
42,Oct,2005,Silicon Valley,USD,8030
42,May,2005,Silicon Valley,USD,7432
42,Dec,2004,Silicon Valley,USD,18371
42,Dec,2003,Silicon Valley,USD,14070
42,Dec,2002,Silicon Valley,USD,18358
42,Dec,2001,Silicon Valley,USD,5000
42,Dec,2000,Silicon Valley,USD,5000
42,Dec,1999,Silicon Valley,USD,15000
42,Dec,1998,Silicon Valley,USD,5000
42,Dec,1997,Stanford,USD,5000
42,Dec,1996,Stanford,USD,5000
42,Dec,1995,Colorado,USD,700
42,Dec,1995,Stanford,USD,2050
42,Dec,1994,Stanford,USD,3880
43,Jul,2025,Seattle,USD,42792
43,May,2024,Seattle,USD,44055
43,Jul,2023,Seattle,USD,44758
43,Dec,2022,Seattle,USD,4959
43,Jun,2022,Seattle,USD,47079
43,Jun,2021,Seattle,USD,9581
43,May,2021,Seattle,USD,50226
43,Jul,2020,Seattle,USD,20065
43,Jun,2020,Seattle,USD,13144
43,Apr,2020,Seattle,USD,2643
43,Apr,2020,Seattle,USD,43612
43,Aug,2019,Seattle,USD,34605
43,Aug,2018,Seattle,USD,47658
43,Aug,2017,Seattle,USD,52392
43,Aug,2016,Seattle,USD,45519
43,Jan,2016,Seattle,USD,20400
43,Jul,2015,Seattle,USD,21790
43,Nov,2014,Seattle,USD,30939
43,Jul,2014,Seattle,USD,31768
43,Nov,2013,Seattle,USD,0
43,Nov,2013,Seattle,USD,30812
43,May,2013,Seattle,USD,34417
43,Dec,2012,Seattle,USD,35335
43,Aug,2012,Seattle,USD,34746
43,Oct,2011,Seattle,USD,39400
43,Jun,2011,Seattle,USD,43000
43,Oct,2010,Seattle,USD,46500
43,May,2010,Seattle,USD,41000
43,Nov,2009,Seattle,USD,37800
43,Jun,2009,Seattle,USD,7150
43,Jun,2009,Seattle,USD,39679
43,Oct,2008,Seattle,USD,37745
43,Jul,2008,Seattle,USD,43625
43,Jan,2008,Seattle,USD,33758
43,Nov,2007,Seattle,USD,8630
43,May,2007,Seattle,USD,40000
43,Dec,2006,Seattle,USD,5000
43,Dec,2005,Seattle,USD,28972
43,Jan,2004,Seattle,USD,7222
43,Dec,2004,Seattle,USD,59313
43,Oct,2003,Seattle,USD,1504
43,Sep,2003,Seattle,USD,13490
43,Apr,2003,Seattle,USD,7237
43,Dec,2002,Seattle,USD,16504
43,Dec,2001,Seattle,USD,12788
43,Dec,2000,Seattle,USD,6300
43,Dec,1999,Seattle,USD,8800
43,Dec,1998,Seattle,USD,3150
43,Dec,1997,Seattle,USD,1800
43,Dec,1996,Seattle,USD,1500
43,Dec,1995,Seattle,USD,2000
43,Dec,1994,Seattle,USD,1500
44,Dec,2000,Seattle,USD,2000
44,Dec,2000,St. Louis,USD,4400
45,Jan,2010,Los Angeles,USD,0
45,Dec,2008,Los Angeles,USD,1000
45,Dec,2008,Los Angeles,USD,1
45,Dec,2007,Los Angeles,USD,1000
45,Dec,2006,Los Angeles,USD,1000
45,Dec,2005,Los Angeles,USD,1000
45,Mar,2003,Los Angeles,USD,1000
45,Dec,2001,Los Angeles,USD,1000
45,Dec,1999,Berkeley,USD,1000
45,Dec,1999,Los Angeles,USD,1800
45,Dec,1998,Berkeley,USD,1000
45,Dec,1997,Berkeley,USD,2000
45,Dec,1997,Los Angeles,USD,1500
45,Dec,1996,Berkeley,USD,1980
46,Dec,2005,Seattle,USD,2145
46,Dec,2004,Seattle,USD,2145
46,Apr,2003,Seattle,USD,1900
46,Dec,2002,Seattle,USD,4200
46,Dec,2001,Seattle,USD,5700
46,Dec,2000,Seattle,USD,2500
46,Dec,1999,Seattle,USD,1000
46,Dec,1999,South East Florida,USD,250
46,Dec,1998,Seattle,USD,1500
46,Dec,1997,Seattle,USD,1000
47,Dec,2000,Indiana,USD,1500
49,Dec,1999,Seattle,USD,5000
49,Dec,1998,Seattle,USD,5000
50,Dec,2000,Athens,USD,500
50,Dec,1999,Los Angeles,USD,6300
51,Dec,1996,Boston,USD,1050
51,Dec,1995,Boston,USD,1050
52,Dec,2000,Seattle,USD,4500
53,Jun,2024,Boston,USD,11790
53,Sep,2023,Boston,USD,3252
53,Mar,2023,Boston,USD,5243
53,Sep,2022,Boston,USD,2234
53,May,2022,Boston,USD,3899
53,Dec,2021,Boston,USD,3093
53,Oct,2021,Boston,USD,2251
53,Aug,2021,Boston,USD,5887
53,May,2021,Boston,USD,5219
53,May,2021,Boston,USD,687
53,Dec,2012,Boston,USD,1000
53,Jun,2011,Boston,USD,1000
53,May,2010,Boston,USD,1000
53,May,2010,Boston,USD,1000
53,Mar,2010,Boston,USD,3000
53,Feb,2009,Boston,USD,7200
53,Feb,2009,Boston,USD,800
53,Apr,2008,Seattle,USD,29917
53,Feb,2008,Silicon Valley,USD,3589
53,Jul,2007,Boston,USD,2200
53,Jun,2007,Silicon Valley,USD,3457
53,Oct,2005,Arizona,USD,3250
53,May,2003,Arizona,USD,1000
53,Dec,2003,Boston,USD,2500
53,Dec,2002,Arizona,USD,5300
53,Dec,2001,Boston,USD,5000
53,Dec,2001,Arizona,USD,2750
53,Dec,2000,Arizona,USD,2268
54,Dec,1999,Detroit,USD,150
54,Dec,1998,Detroit,USD,150
55,Dec,1998,Berkeley,USD,1000
56,Aug,2025,Seattle,USD,30517
56,Apr,2024,Seattle,USD,32014
56,Aug,2023,Seattle,USD,32234
56,Oct,2022,Seattle,USD,32417
56,Jul,2021,Seattle,USD,35706
56,Nov,2020,Seattle,USD,35489
56,Apr,2020,Seattle,USD,31396
56,Nov,2018,Seattle,USD,34018
56,Jul,2018,Seattle,USD,32514
56,Jul,2017,Seattle,USD,34803
56,May,2016,Seattle,USD,60493
56,Dec,2015,Seattle,USD,39649
56,Dec,2002,Seattle,USD,25000
56,Dec,2001,Seattle,USD,3000
56,Dec,2000,Seattle,USD,6000
56,Dec,1999,Seattle,USD,3000
57,Dec,1997,Indiana,USD,1000
58,Jan,2009,NYC/NJ,USD,14373
58,Sep,2007,NYC/NJ,USD,15500
58,Jun,2007,NYC/NJ,USD,6700
58,Oct,2006,NYC/NJ,USD,13300
58,Dec,2005,NYC/NJ,USD,14150
58,Mar,2004,NYC/NJ,USD,12700
58,Dec,2003,NYC/NJ,USD,9000
58,Dec,2003,NYC/NJ,USD,6000
58,Dec,2002,Houston,USD,1500
58,Dec,2002,NYC/NJ,USD,7200
58,Dec,2001,NYC/NJ,USD,5950
58,Dec,2000,NYC/NJ,USD,4580
59,Dec,1999,Boston,USD,2700
59,Dec,1997,Boston,USD,880
60,Dec,1997,Boston,USD,1550
62,Dec,2002,Princeton,USD,4000
62,Dec,2001,Princeton,USD,3833
62,Dec,2000,Princeton,USD,2700
62,Dec,1999,Princeton,USD,1000
63,Dec,1997,Colorado,USD,1625
63,Dec,1997,Berkeley,USD,1000
63,Dec,1995,Berkeley,USD,1000
63,Dec,1994,Berkeley,USD,500
63,Dec,1993,Berkeley,USD,500
64,Dec,1998,Indiana,USD,3000
65,Dec,2000,Madison,USD,2750
66,Dec,2000,Indiana,USD,15000
67,Dec,1999,Silicon Valley,USD,2400
67,Dec,1998,Silicon Valley,USD,2400
68,Dec,2003,Corvallis,USD,5650
68,Dec,2000,Corvallis,USD,2200
69,Dec,2000,NYC/NJ,USD,11500
69,Dec,1999,Silicon Valley,USD,55173
70,Dec,2001,Indiana,USD,7000
70,Dec,2000,Indiana,USD,3000
71,Dec,1996,Stanford,USD,5000
71,Dec,1995,Stanford,USD,1000
71,Dec,1994,Stanford,USD,1500
71,Dec,1993,Stanford,USD,2000
71,Dec,1992,Berkeley,USD,1000
71,Dec,1992,Stanford,USD,1000
72,Dec,1999,Silicon Valley,USD,10000
73,Dec,2001,Silicon Valley,USD,2050
73,Dec,1999,Silicon Valley,USD,4100
74,Dec,2001,UIUC,USD,3130
74,Dec,1999,Berkeley,USD,2250
75,Dec,1999,Detroit,USD,980
77,Aug,2025,San Francisco,USD,33160
77,Aug,2024,San Francisco,USD,26830
77,Sep,2023,San Francisco,USD,24690
77,Sep,2022,San Francisco,USD,3890
77,Aug,2022,San Francisco,USD,27100
77,Mar,2022,San Francisco,USD,4034
77,Dec,2021,San Francisco,USD,5345
77,Dec,2021,San Francisco,USD,4365
77,Jun,2021,San Francisco,USD,3738
77,Jun,2021,San Francisco,USD,5228
77,Nov,2020,San Francisco,USD,8816
77,Jul,2020,San Francisco,USD,4735
77,Apr,2020,San Francisco,USD,4931
77,Nov,2019,San Francisco,USD,3650
77,Sep,2019,San Francisco,USD,14853
77,Dec,2018,San Francisco,USD,3065
77,Aug,2018,San Francisco,USD,19603
77,Aug,2017,San Francisco,USD,19778
77,Sep,2016,San Francisco,USD,6227
77,Aug,2016,San Francisco,USD,10144
77,Nov,2015,San Francisco,USD,3789
77,Aug,2015,San Francisco,USD,5115
77,Feb,2015,San Francisco,USD,1105
77,Jan,2015,San Francisco,USD,5705
77,Nov,2014,Stanford,USD,2940
77,Jul,2014,San Francisco,USD,7552
77,Mar,2014,San Francisco,USD,2493
77,Oct,2013,Stanford,USD,2657
77,Aug,2013,San Francisco,USD,7234
77,Nov,2012,San Francisco,USD,1530
77,Oct,2012,Stanford,USD,2860
77,Apr,2012,San Francisco,USD,2111
77,Nov,2011,Stanford,USD,2400
77,Jul,2011,Work an Hour,USD,5866
77,Nov,2010,Work an Hour,USD,5000
77,Oct,2010,Cornell,USD,2000
77,Dec,2009,Portland,USD,5580
77,Sep,2009,Cornell,USD,5572
77,Aug,2008,Work an Hour,INR,19421
77,Aug,2008,Work an Hour,USD,2675
77,Feb,2008,Work an Hour,USD,2675
77,May,2007,Cornell,USD,3000
77,Oct,2006,Cornell,USD,2000
77,May,2005,Cornell,USD,1000
77,May,2005,Cornell,USD,1000
77,Dec,2004,Cornell,USD,3000
77,Mar,2003,Cornell,USD,3100
77,Apr,2001,Cornell,USD,3900
77,Apr,2000,Cornell,USD,900
78,Dec,2005,Silicon Valley,USD,1056
78,Aug,2004,St. Louis,USD,3500
78,Jul,2004,Silicon Valley,USD,1000
78,Jul,2004,Singapore,INR,21000
78,Jun,2004,NYC/NJ,USD,3000
78,Feb,2004,NYC/NJ,USD,1000
78,Dec,2003,St. Louis,USD,1000
78,May,2003,Seattle,USD,1200
78,Dec,2003,NYC/NJ,USD,5000
78,Dec,2003,St. Louis,USD,7000
78,Dec,2002,Silicon Valley,USD,3000
78,Dec,2002,Stanford,USD,7000
78,Dec,2002,Seattle,USD,5000
78,Dec,2002,Berkeley,USD,6000
78,Dec,2001,Work an Hour,USD,5500
78,Dec,2001,Silicon Valley,USD,3000
78,Dec,2001,Seattle,USD,3500
78,Dec,2001,Boston,USD,2500
78,Dec,2000,Boston,USD,2575
78,Dec,2000,Work an Hour,USD,5500
78,Dec,2000,Seattle,USD,2500
79,Sep,2004,Silicon Valley,USD,11225
79,Feb,2004,Silicon Valley,USD,12357
79,Dec,2004,Mid-Hudson Valley,USD,1650
79,Dec,2004,Athens,USD,5800
79,Dec,2003,Toledo,USD,1710
79,Dec,2003,Silicon Valley,USD,17498
79,Dec,2003,Detroit,USD,5690
79,Dec,2003,Athens,USD,5800
79,Dec,2002,Work an Hour,USD,8836
79,Dec,2002,Silicon Valley,USD,11750
79,Dec,2001,Work an Hour,USD,9763
79,Dec,2001,Silicon Valley,USD,10000
79,Dec,2001,Cornell,USD,1500
79,Dec,2000,Detroit,USD,1000
79,Dec,2000,Work an Hour,USD,23125
79,Dec,2000,Silicon Valley,USD,11000
79,Dec,2000,Seattle,USD,6200
80,Jun,2007,Michigan State University,USD,4000
80,Dec,2005,Seattle,USD,3000
80,Nov,2004,Seattle,USD,3300
80,Jan,2004,Seattle,USD,1650
80,Dec,2003,Michigan State University,USD,2000
80,Dec,2002,Michigan State University,USD,1100
80,Dec,2001,Berkeley,USD,2700
80,Dec,2001,Michigan State University,USD,1100
80,Dec,2000,Michigan State University,USD,866
80,Dec,2000,Berkeley,USD,1700
81,Dec,2024,Silicon Valley,USD,1997
81,Sep,2024,Silicon Valley,USD,16790
81,Apr,2024,Silicon Valley,USD,16782
81,Sep,2023,Silicon Valley,USD,16915
81,Apr,2023,Silicon Valley,USD,17132
81,Aug,2022,Silicon Valley,USD,16632
81,Apr,2022,Silicon Valley,USD,17313
81,Aug,2021,Silicon Valley,USD,33159
81,Nov,2020,Silicon Valley,USD,16805
81,Jun,2020,Silicon Valley,USD,2330
81,Apr,2020,Silicon Valley,USD,2638
81,Apr,2020,Silicon Valley,USD,16401
81,Oct,2019,Silicon Valley,USD,17301
81,May,2019,Silicon Valley,USD,17720
81,Oct,2018,Silicon Valley,USD,24831
81,May,2018,Silicon Valley,USD,26764
81,Nov,2017,Silicon Valley,USD,28796
81,Jun,2017,Silicon Valley,USD,29022
81,Sep,2016,Silicon Valley,USD,14543
81,Nov,2015,Silicon Valley,USD,14507
81,Aug,2015,Silicon Valley,USD,6077
81,Nov,2014,Silicon Valley,USD,15275
81,Sep,2014,Silicon Valley,USD,15573
81,Jun,2013,Silicon Valley,USD,26651
81,Jun,2012,Silicon Valley,USD,10561
81,Jun,2011,Silicon Valley,USD,12591
81,Jan,2010,Seattle,USD,16600
81,Dec,2009,Silicon Valley,USD,28559
81,Apr,2009,Seattle,USD,3700
81,Apr,2009,Silicon Valley,USD,9621
81,Feb,2008,Silicon Valley,USD,10300
81,Jan,2008,Seattle,USD,20000
81,Jan,2008,Silicon Valley,USD,10580
81,Jul,2007,Silicon Valley,USD,10290
81,Dec,2006,Silicon Valley,USD,8511
81,May,2006,Silicon Valley,USD,8340
81,Nov,2005,Silicon Valley,USD,7845
81,Apr,2005,Silicon Valley,USD,8965
81,Apr,2005,Seattle,USD,10200
81,Sep,2004,Silicon Valley,USD,7428
81,Mar,2004,Seattle,USD,9000
81,Dec,2003,Seattle,USD,5000
81,Jul,2003,NYC/NJ,USD,2500
81,Dec,2002,Seattle,USD,6500
81,Jun,2002,Silicon Valley,USD,10960
81,Jun,2001,Seattle,USD,16100
81,Jun,2000,Seattle,USD,3100
81,Jan,2000,NYC/NJ,USD,4000
81,Jan,1999,Arizona,USD,1500
82,Sep,2010,Boston,USD,4000
82,Nov,2009,Boston,USD,4000
82,Jul,2008,Boston,USD,4043
