state,year,chapter,chapter_amount
HARYANA,2016,Austin,0.0
HARYANA,2016,Dallas,10806.0
HARYANA,2017,Austin,23055.0
HARYANA,2018,Austin,17557.0
HARYANA,2018,Dallas,11538.0
HARYANA,2019,Austin,15436.0
HARYANA,2019,Dallas,14584.0
HARYANA,2020,Austin,22756.0
HARYANA,2020,Dallas,13814.0
HARYANA,2021,Austin,24928.0
HARYANA,2021,Dallas,22406.0
HARYANA,2022,Austin,25242.0
HARYANA,2022,Dallas,18493.0
HARYANA,2023,Dallas,18315.0
HARYANA,2024,Dallas,20468.0
JAMMU AND KASHMIR,2003,Los Angeles,2000.0
JAMMU AND KASHMIR,2003,Stanford,2000.0
JAMMU AND KASHMIR,2004,NYC/NJ,4000.0
JAMMU AND KASHMIR,2005,Los Angeles,1500.0
JAMMU AND KASHMIR,2005,NYC/NJ,4400.0
JAMMU AND KASHMIR,2006,Los Angeles,2000.0
JAMMU AND KASHMIR,2006,NYC/NJ,4400.0
JAMMU AND KASHMIR,2006,Stamford,4000.0
JAMMU AND KASHMIR,2007,NYC/NJ,3600.0
JAMMU AND KASHMIR,2007,Silicon Valley,6000.0
JAMMU AND KASHMIR,2008,Los Angeles,3300.0
JAMMU AND KASHMIR,2008,Silicon Valley,12308.0
JAMMU AND KASHMIR,2009,Silicon Valley,15940.0
JAMMU AND KASHMIR,2010,Silicon Valley,23970.0
JAMMU AND KASHMIR,2011,Silicon Valley,11798.0
JAMMU AND KASHMIR,2012,Silicon Valley,10946.0
JAMMU AND KASHMIR,2013,Silicon Valley,24065.0
JAMMU AND KASHMIR,2014,Silicon Valley,57672.0
JAMMU AND KASHMIR,2015,Silicon Valley,17738.0
JAMMU AND KASHMIR,2016,NYC/NJ,15074.0
JAMMU AND KASHMIR,2016,Seattle,39975.0
JAMMU AND KASHMIR,2016,Stanford,60491.0
JAMMU AND KASHMIR,2017,Silicon Valley,62980.0
JAMMU AND KASHMIR,2018,Silicon Valley,54737.0
JAMMU AND KASHMIR,2019,Silicon Valley,54435.0
JAMMU AND KASHMIR,2020,Silicon Valley,45785.0
JAMMU AND KASHMIR,2021,Silicon Valley,31252.0
JAMMU AND KASHMIR,2024,Seattle,40936.0
JHARKHAND,1997,Boston,1841.0
JHARKHAND,1997,DC,921.0
JHARKHAND,1998,Boston,2380.0
JHARKHAND,1998,Chicago,2800.0
JHARKHAND,1998,DC,1317.0
JHARKHAND,1998,Silicon Valley,3200.0
JHARKHAND,1999,Arizona,6500.0
JHARKHAND,1999,Boston,2380.0
JHARKHAND,1999,Silicon Valley,3200.0
JHARKHAND,2000,Athens,1500.0
JHARKHAND,2000,Boston,7440.0
JHARKHAND,2000,Indiana,2344.0
JHARKHAND,2000,NYC/NJ,4500.0
JHARKHAND,2000,St. Louis,4981.0
JHARKHAND,2000,Yale,1500.0
JHARKHAND,2001,Boston,4320.0
JHARKHAND,2001,NYC/NJ,1500.0
JHARKHAND,2001,Stanford,3700.0
JHARKHAND,2002,Arizona,2500.0
JHARKHAND,2002,Boston,2605.0
JHARKHAND,2002,Stanford,2200.0
JHARKHAND,2003,Arizona,2500.0
JHARKHAND,2003,Boston,3800.0
JHARKHAND,2004,Arizona,3273.0
JHARKHAND,2004,Stanford,4100.0
JHARKHAND,2005,Arizona,1650.0
JHARKHAND,2005,Boston,1329.0
JHARKHAND,2005,Stanford,8200.0
JHARKHAND,2006,Arizona,1950.0
JHARKHAND,2006,Boston,2900.0
JHARKHAND,2008,Boston,8043.0
JHARKHAND,2008,Silicon Valley,9338.0
JHARKHAND,2009,Arizona,5635.0
JHARKHAND,2009,Boston,4000.0
JHARKHAND,2010,Boston,4000.0
JHARKHAND,2011,San Francisco,3130.0
JHARKHAND,2014,San Francisco,5760.0
JHARKHAND,2015,San Francisco,10244.0
JHARKHAND,2016,San Francisco,7520.0
JHARKHAND,2017,San Francisco,9292.0
JHARKHAND,2017,Stanford,17588.0
JHARKHAND,2018,San Francisco,9133.0
JHARKHAND,2018,Stanford,17042.0
JHARKHAND,2019,San Francisco,6930.0
JHARKHAND,2020,San Francisco,7743.0
JHARKHAND,2021,San Francisco,13239.0
JHARKHAND,2022,Austin,19986.0
JHARKHAND,2022,San Francisco,24174.0
JHARKHAND,2023,San Francisco,12783.0
JHARKHAND,2024,San Francisco,11943.0
KARNATAKA,1994,Berkeley,1700.0
KARNATAKA,1994,Stanford,4000.0
KARNATAKA,1995,Berkeley,1700.0
KARNATAKA,1995,Boston,1050.0
KARNATAKA,1995,Stanford,2600.0
KARNATAKA,1996,Berkeley,850.0
KARNATAKA,1996,Boston,1050.0
KARNATAKA,1996,Seattle,3000.0
KARNATAKA,1997,Arizona,500.0
KARNATAKA,1997,Los Angeles,4736.0
KARNATAKA,1997,Seattle,2000.0
KARNATAKA,1998,Arizona,500.0
KARNATAKA,1998,Boston,2450.0
KARNATAKA,1998,Los Angeles,1500.0
KARNATAKA,1998,NYC/NJ,2500.0
KARNATAKA,1998,Seattle,3000.0
KARNATAKA,1998,St. Louis,750.0
KARNATAKA,1999,Arizona,1000.0
KARNATAKA,1999,Berkeley,3010.0
KARNATAKA,1999,Boston,1500.0
KARNATAKA,1999,Los Angeles,4948.0
KARNATAKA,1999,NYC/NJ,13500.0
KARNATAKA,1999,Seattle,6520.0
KARNATAKA,2000,Arizona,3268.0
KARNATAKA,2000,Berkeley,2600.0
KARNATAKA,2000,Boston,2590.0
KARNATAKA,2000,Chicago,5200.0
KARNATAKA,2000,Cleveland,800.0
KARNATAKA,2000,Cornell,700.0
KARNATAKA,2000,Corvallis,2200.0
KARNATAKA,2000,Irvine,1500.0
KARNATAKA,2000,Los Angeles,2100.0
KARNATAKA,2000,Seattle,19120.0
KARNATAKA,2000,Silicon Valley,6000.0
KARNATAKA,2000,Syracuse,1920.0
KARNATAKA,2001,Arizona,3750.0
KARNATAKA,2001,Berkeley,4500.0
KARNATAKA,2001,Boston,16090.0
KARNATAKA,2001,Chicago,5850.0
KARNATAKA,2001,Irvine,1500.0
KARNATAKA,2001,Madison,1200.0
KARNATAKA,2001,NYC/NJ,4000.0
KARNATAKA,2001,Seattle,21620.0
KARNATAKA,2001,Silicon Valley,2000.0
KARNATAKA,2001,St. Louis,3000.0
KARNATAKA,2001,Syracuse,3200.0
KARNATAKA,2001,UIUC,2030.0
KARNATAKA,2001,Work an Hour,9600.0
KARNATAKA,2002,Arizona,8800.0
KARNATAKA,2002,Berkeley,3000.0
KARNATAKA,2002,Boston,8000.0
KARNATAKA,2002,Chicago,5300.0
KARNATAKA,2002,Detroit,5100.0
KARNATAKA,2002,Irvine,1500.0
KARNATAKA,2002,Madison,1200.0
KARNATAKA,2002,Seattle,23166.0
KARNATAKA,2002,Silicon Valley,31050.0
KARNATAKA,2002,Stanford,4500.0
KARNATAKA,2002,Syracuse,3814.0
KARNATAKA,2002,Work an Hour,9600.0
KARNATAKA,2003,Arizona,3500.0
KARNATAKA,2003,Austin,1680.0
KARNATAKA,2003,Berkeley,1000.0
KARNATAKA,2003,Boston,5301.0
KARNATAKA,2003,Chicago,6870.0
KARNATAKA,2003,Corvallis,5650.0
KARNATAKA,2003,Detroit,4360.0
KARNATAKA,2003,Los Angeles,5531.0
KARNATAKA,2003,Madison,1250.0
KARNATAKA,2003,NYC/NJ,800.0
KARNATAKA,2003,Seattle,19332.0
KARNATAKA,2003,Silicon Valley,18518.0
KARNATAKA,2003,Stanford,2000.0
KARNATAKA,2004,Arizona,7900.0
KARNATAKA,2004,Austin,3600.0
KARNATAKA,2004,Berkeley,2000.0
KARNATAKA,2004,Boston,400.0
KARNATAKA,2004,CentralNJ,17000.0
KARNATAKA,2004,Chicago,2600.0
KARNATAKA,2004,Colorado,3855.0
KARNATAKA,2004,Detroit,8500.0
KARNATAKA,2004,Seattle,16127.0
KARNATAKA,2004,Silicon Valley,11263.0
KARNATAKA,2004,Yale,501.0
KARNATAKA,2005,Arizona,15750.0
KARNATAKA,2005,Austin,7800.0
KARNATAKA,2005,Boston,4000.0
KARNATAKA,2005,Canada,2400.0
KARNATAKA,2005,CentralNJ,17650.0
KARNATAKA,2005,Colorado,1600.0
KARNATAKA,2005,DC,1200.0
KARNATAKA,2005,Detroit,11179.0
KARNATAKA,2005,Los Angeles,2500.0
KARNATAKA,2005,Seattle,32670.0
KARNATAKA,2005,Silicon Valley,29148.0
KARNATAKA,2005,UIUC,3960.0
KARNATAKA,2005,Work an Hour,35000.0
KARNATAKA,2006,Austin,6907.0
KARNATAKA,2006,Boston,1500.0
KARNATAKA,2006,Chicago,9230.0
KARNATAKA,2006,Colorado,3000.0
KARNATAKA,2006,Detroit,19101.0
KARNATAKA,2006,Flint,4000.0
KARNATAKA,2006,Los Angeles,2500.0
KARNATAKA,2006,Seattle,21830.0
KARNATAKA,2006,Silicon Valley,33125.0
KARNATAKA,2006,UFlorida,0.0
KARNATAKA,2006,Yale,3000.0
KARNATAKA,2007,Austin,13100.0
KARNATAKA,2007,Bangalore,63001.0
KARNATAKA,2007,Boston,3700.0
KARNATAKA,2007,CentralNJ,13222.0
KARNATAKA,2007,Chicago,15503.0
KARNATAKA,2007,Detroit,16154.0
KARNATAKA,2007,Los Angeles,2500.0
KARNATAKA,2007,Seattle,64856.0
KARNATAKA,2007,Silicon Valley,81508.0
KARNATAKA,2007,Work an Hour,7278.0
KARNATAKA,2008,Arizona,5000.0
KARNATAKA,2008,Austin,9214.0
KARNATAKA,2008,Bangalore,8025.0
KARNATAKA,2008,Boston,3770.0
KARNATAKA,2008,CentralNJ,8000.0
KARNATAKA,2008,Chicago,15100.0
KARNATAKA,2008,Dallas,5000.0
KARNATAKA,2008,Detroit,18390.0
KARNATAKA,2008,Houston,0.0
KARNATAKA,2008,Los Angeles,550.0
KARNATAKA,2008,San Diego,3500.0
KARNATAKA,2008,Seattle,81533.0
KARNATAKA,2008,Silicon Valley,64542.0
KARNATAKA,2008,Stanford,3000.0
KARNATAKA,2008,UFlorida,1000.0
KARNATAKA,2008,Work an Hour,46900.0
KARNATAKA,2009,Arizona,10000.0
KARNATAKA,2009,Austin,37595.0
KARNATAKA,2009,Bangalore,4391.0
KARNATAKA,2009,Berkeley,3300.0
KARNATAKA,2009,Boston,22634.0
KARNATAKA,2009,CentralNJ,8333.0
KARNATAKA,2009,Chicago,23039.0
KARNATAKA,2009,Dallas,3750.0
KARNATAKA,2009,Detroit,26000.0
KARNATAKA,2009,NYC/NJ,351.0
KARNATAKA,2009,San Diego,3500.0
KARNATAKA,2009,Seattle,37017.0
KARNATAKA,2009,Silicon Valley,63895.0
KARNATAKA,2009,Work an Hour,9089.0
KARNATAKA,2010,Arizona,9800.0
KARNATAKA,2010,Austin,33848.0
KARNATAKA,2010,Bangalore,7076.0
KARNATAKA,2010,Berkeley,3300.0
KARNATAKA,2010,Boston,17000.0
KARNATAKA,2010,CentralNJ,10000.0
KARNATAKA,2010,Chicago,13509.0
KARNATAKA,2010,Dallas,2000.0
KARNATAKA,2010,Detroit,32830.0
KARNATAKA,2010,San Diego,3500.0
KARNATAKA,2010,Seattle,45545.0
KARNATAKA,2010,Silicon Valley,123103.0
KARNATAKA,2010,Stanford,3000.0
KARNATAKA,2010,UFlorida,3000.0
KARNATAKA,2010,Work an Hour,12750.0
KARNATAKA,2011,Arizona,10500.0
KARNATAKA,2011,Austin,16173.0
KARNATAKA,2011,Bangalore,6352.0
KARNATAKA,2011,Berkeley,9919.0
KARNATAKA,2011,Boston,16912.0
KARNATAKA,2011,CentralNJ,10400.0
KARNATAKA,2011,Chicago,29277.0
KARNATAKA,2011,Detroit,20200.0
KARNATAKA,2011,Houston,12888.0
KARNATAKA,2011,Kansas City,2000.0
KARNATAKA,2011,Madison,3400.0
KARNATAKA,2011,San Diego,4700.0
KARNATAKA,2011,Seattle,42678.0
KARNATAKA,2011,Silicon Valley,32184.0
KARNATAKA,2011,St. Louis,6043.0
KARNATAKA,2011,Stanford,14541.0
KARNATAKA,2012,Austin,11486.0
KARNATAKA,2012,Bangalore,2555.0
KARNATAKA,2012,Berkeley,3901.0
KARNATAKA,2012,Boston,27302.0
KARNATAKA,2012,Chicago,11132.0
KARNATAKA,2012,Detroit,23000.0
KARNATAKA,2012,Houston,6757.0
KARNATAKA,2012,San Diego,6000.0
KARNATAKA,2012,San Francisco,5000.0
KARNATAKA,2012,Seattle,15985.0
KARNATAKA,2012,Silicon Valley,19729.0
KARNATAKA,2012,St. Louis,10670.0
KARNATAKA,2012,Stanford,16101.0
KARNATAKA,2012,UFlorida,2930.0
KARNATAKA,2013,Bangalore,10525.0
KARNATAKA,2013,Boston,21263.0
KARNATAKA,2013,Chicago,25321.0
KARNATAKA,2013,Detroit,24248.0
KARNATAKA,2013,San Diego,6311.0
KARNATAKA,2013,San Francisco,4003.0
KARNATAKA,2013,Seattle,31400.0
KARNATAKA,2013,Silicon Valley,36849.0
KARNATAKA,2013,St. Louis,12463.0
KARNATAKA,2013,Stanford,16054.0
KARNATAKA,2014,Boston,21500.0
KARNATAKA,2014,Chicago,21490.0
KARNATAKA,2014,Detroit,32186.0
KARNATAKA,2014,San Diego,9668.0
KARNATAKA,2014,Seattle,34278.0
KARNATAKA,2014,Silicon Valley,20379.0
KARNATAKA,2014,St. Louis,16384.0
KARNATAKA,2014,Stanford,18968.0
KARNATAKA,2015,Austin,10090.0
KARNATAKA,2015,Bangalore,9167.0
KARNATAKA,2015,Boston,26151.0
KARNATAKA,2015,Chicago,9319.0
KARNATAKA,2015,Detroit,31437.0
KARNATAKA,2015,NYC/NJ,6570.0
KARNATAKA,2015,San Diego,9730.0
KARNATAKA,2015,Seattle,25258.0
KARNATAKA,2015,Stanford,4695.0
KARNATAKA,2016,Atlanta,4495.0
KARNATAKA,2016,Austin,6062.0
KARNATAKA,2016,Boston,24186.0
KARNATAKA,2016,Chicago,18958.0
KARNATAKA,2016,Detroit,36642.0
KARNATAKA,2016,Madison,10074.0
KARNATAKA,2016,NYC/NJ,7770.0
KARNATAKA,2016,San Diego,20985.0
KARNATAKA,2016,Seattle,49301.0
KARNATAKA,2016,St. Louis,17261.0
KARNATAKA,2016,Stanford,18814.0
KARNATAKA,2017,Atlanta,7870.0
KARNATAKA,2017,Austin,12582.0
KARNATAKA,2017,Boston,50632.0
KARNATAKA,2017,Chicago,17707.0
KARNATAKA,2017,Detroit,39439.0
KARNATAKA,2017,Houston,3991.0
KARNATAKA,2017,NYC/NJ,11127.0
KARNATAKA,2017,San Diego,23514.0
KARNATAKA,2017,Seattle,91436.0
KARNATAKA,2017,Silicon Valley,42594.0
KARNATAKA,2017,Stanford,26592.0
KARNATAKA,2018,Atlanta,13844.0
KARNATAKA,2018,Austin,8983.0
KARNATAKA,2018,Boston,49572.0
KARNATAKA,2018,Chicago,28398.0
KARNATAKA,2018,Detroit,36336.0
KARNATAKA,2018,San Diego,11097.0
KARNATAKA,2018,Seattle,48171.0
KARNATAKA,2018,Silicon Valley,37302.0
KARNATAKA,2018,Stanford,13363.0
KARNATAKA,2019,Atlanta,5789.0
KARNATAKA,2019,Austin,7503.0
KARNATAKA,2019,Boston,19394.0
KARNATAKA,2019,Chicago,24076.0
KARNATAKA,2019,Detroit,41067.0
KARNATAKA,2019,NYC/NJ,11341.0
KARNATAKA,2019,San Diego,20080.0
KARNATAKA,2019,Seattle,32636.0
KARNATAKA,2019,Silicon Valley,40569.0
KARNATAKA,2019,Stanford,9511.0
KARNATAKA,2020,Austin,8064.0
KARNATAKA,2020,Boston,17458.0
KARNATAKA,2020,Chicago,9847.0
KARNATAKA,2020,Detroit,41751.0
KARNATAKA,2020,San Diego,20197.0
KARNATAKA,2020,Seattle,38768.0
KARNATAKA,2020,Stanford,13317.0
KARNATAKA,2021,Atlanta,10241.0
KARNATAKA,2021,Boston,73269.0
KARNATAKA,2021,Chicago,21855.0
KARNATAKA,2021,Detroit,35052.0
KARNATAKA,2021,San Diego,13524.0
KARNATAKA,2021,Seattle,39211.0
KARNATAKA,2022,Atlanta,10796.0
KARNATAKA,2022,Boston,36448.0
KARNATAKA,2022,Chicago,14894.0
KARNATAKA,2022,Detroit,32442.0
KARNATAKA,2022,San Diego,13752.0
KARNATAKA,2022,Seattle,32467.0
KARNATAKA,2023,Boston,27637.0
KARNATAKA,2023,Chicago,11597.0
KARNATAKA,2023,Detroit,37816.0
KARNATAKA,2023,Seattle,33004.0
KARNATAKA,2024,Boston,17811.0
KARNATAKA,2024,Chicago,11433.0
KARNATAKA,2024,Detroit,42467.0
KARNATAKA,2024,Seattle,21713.0
KARNATAKA,2025,Boston,5822.0
KARNATAKA,2025,Seattle,1775.0
KERALA,1998,NYC/NJ,2000.0
KERALA,1999,Arizona,1903.0
KERALA,1999,NYC/NJ,2000.0
KERALA,2000,NYC/NJ,2000.0
KERALA,2001,Redlands,550.0
KERALA,2001,Silicon Valley,6500.0
KERALA,2001,Stanford,6500.0
KERALA,2001,Work an Hour,12900.0
KERALA,2002,Los Angeles,3000.0
KERALA,2002,Redlands,1400.0
KERALA,2002,Seattle,3000.0
KERALA,2002,Silicon Valley,14583.0
KERALA,2002,Work an Hour,12900.0
KERALA,2003,Dallas,5160.0
KERALA,2003,Los Angeles,3000.0
KERALA,2003,Redlands,500.0
KERALA,2003,Stanford,2150.0
KERALA,2003,Work an Hour,12900.0
KERALA,2004,Princeton,2200.0
KERALA,2005,CentralNJ,7000.0
KERALA,2005,Los Angeles,3000.0
KERALA,2005,Silicon Valley,6750.0
KERALA,2005,Stanford,1500.0
KERALA,2006,Atlanta,4250.0
KERALA,2006,Berkeley,2000.0
KERALA,2006,CentralNJ,13500.0
KERALA,2006,Los Angeles,3000.0
KERALA,2006,Purdue,2600.0
KERALA,2006,Silicon Valley,18740.0
KERALA,2006,St. Louis,2555.0
KERALA,2006,Stanford,6500.0
KERALA,2006,UIUC,3310.0
KERALA,2007,CentralNJ,10000.0
KERALA,2007,Los Angeles,3000.0
KERALA,2007,NYC/NJ,17000.0
KERALA,2007,Silicon Valley,17500.0
KERALA,2008,CentralNJ,10465.0
KERALA,2008,Los Angeles,3000.0
KERALA,2008,UIUC,5853.0
KERALA,2009,Berkeley,4000.0
KERALA,2009,Boston,22104.0
KERALA,2009,CentralNJ,9188.0
KERALA,2009,Los Angeles,3000.0
KERALA,2009,San Diego,4000.0
KERALA,2009,UIUC,8343.0
KERALA,2009,Work an Hour,10000.0
KERALA,2010,Stanford,6682.0
KERALA,2010,UIUC,4280.0
KERALA,2011,Cincinnati,4000.0
KERALA,2011,Stanford,5730.0
KERALA,2012,Atlanta,1001.0
KERALA,2012,Los Angeles,4000.0
KERALA,2012,UFlorida,5000.0
KERALA,2012,UIUC,7820.0
KERALA,2013,San Diego,4950.0
KERALA,2014,Kansas City,2328.0
KERALA,2014,San Diego,10085.0
KERALA,2015,Kansas City,2232.0
KERALA,2015,UIUC,32141.0
KERALA,2016,Kansas City,2126.0
KERALA,2016,San Diego,10177.0
KERALA,2016,UIUC,19398.0
KERALA,2017,UIUC,19455.0
KERALA,2018,Kansas City,4244.0
KERALA,2018,Purdue,7087.0
KERALA,2019,Kansas City,2101.0
KERALA,2019,San Diego,22165.0
KERALA,2019,UIUC,21289.0
KERALA,2020,Kansas City,4795.0
KERALA,2020,San Diego,20003.0
KERALA,2020,UIUC,16328.0
KERALA,2021,San Diego,17788.0
KERALA,2021,UIUC,11602.0
KERALA,2022,San Diego,16145.0
KERALA,2022,UIUC,11224.0
KERALA,2023,Kansas City,7073.0
KERALA,2023,San Diego,15969.0
KERALA,2024,San Diego,16876.0
MADHYA PRADESH,1994,Berkeley,1300.0
MADHYA PRADESH,2000,NYC/NJ,2500.0
MADHYA PRADESH,2000,Seattle,2000.0
MADHYA PRADESH,2000,St. Louis,4400.0
MADHYA PRADESH,2001,Detroit,1500.0
MADHYA PRADESH,2001,Michigan State University,4800.0
MADHYA PRADESH,2001,Silicon Valley,7900.0
MADHYA PRADESH,2002,Michigan State University,10000.0
MADHYA PRADESH,2002,Seattle,9000.0
MADHYA PRADESH,2003,Seattle,1100.0
MADHYA PRADESH,2003,Silicon Valley,5140.0
MADHYA PRADESH,2004,Silicon Valley,7137.0
MADHYA PRADESH,2005,Arizona,5000.0
MADHYA PRADESH,2005,Michigan State University,3000.0
MADHYA PRADESH,2005,Silicon Valley,11198.0
MADHYA PRADESH,2006,Silicon Valley,5915.0
MADHYA PRADESH,2007,Berkeley,6800.0
MADHYA PRADESH,2007,Seattle,31830.0
MADHYA PRADESH,2007,Silicon Valley,5685.0
MADHYA PRADESH,2008,Berkeley,7000.0
MADHYA PRADESH,2008,Salt Lake City,2500.0
MADHYA PRADESH,2008,Seattle,26520.0
MADHYA PRADESH,2009,Berkeley,4044.0
MADHYA PRADESH,2009,Seattle,0.0
MADHYA PRADESH,2010,Berkeley,29691.0
MADHYA PRADESH,2010,Kansas City,2727.0
MADHYA PRADESH,2010,Seattle,41020.0
MADHYA PRADESH,2010,Stanford,4440.0
MADHYA PRADESH,2011,Berkeley,15000.0
MADHYA PRADESH,2011,Salt Lake City,1500.0
MADHYA PRADESH,2011,Seattle,18900.0
MADHYA PRADESH,2011,Stanford,9595.0
MADHYA PRADESH,2012,Seattle,24620.0
MADHYA PRADESH,2012,Stanford,28026.0
MADHYA PRADESH,2013,Berkeley,12962.0
MADHYA PRADESH,2013,Seattle,15421.0
MADHYA PRADESH,2013,Stanford,14354.0
MADHYA PRADESH,2014,Berkeley,15188.0
MADHYA PRADESH,2014,Seattle,48657.0
MADHYA PRADESH,2014,Stanford,20267.0
MADHYA PRADESH,2015,Berkeley,11489.0
MADHYA PRADESH,2015,Stanford,7256.0
MADHYA PRADESH,2016,Berkeley,13920.0
MADHYA PRADESH,2016,Seattle,97642.0
MADHYA PRADESH,2016,Stanford,41928.0
MADHYA PRADESH,2017,Berkeley,18720.0
MADHYA PRADESH,2017,Seattle,94450.0
MADHYA PRADESH,2018,Berkeley,20532.0
MADHYA PRADESH,2018,Seattle,50125.0
MADHYA PRADESH,2019,Seattle,59899.0
MADHYA PRADESH,2020,Berkeley,10496.0
MADHYA PRADESH,2020,Frankfurt,2907.0
MADHYA PRADESH,2020,Seattle,52398.0
MADHYA PRADESH,2020,Silicon Valley,19494.0
MADHYA PRADESH,2021,Seattle,32402.0
MADHYA PRADESH,2021,Silicon Valley,14225.0
MADHYA PRADESH,2022,Silicon Valley,10720.0
MADHYA PRADESH,2023,Princeton,9865.0
MADHYA PRADESH,2023,Seattle,23993.0
MADHYA PRADESH,2023,Silicon Valley,10766.0
MADHYA PRADESH,2024,Princeton,18861.0
MADHYA PRADESH,2024,Seattle,47541.0
MADHYA PRADESH,2024,Silicon Valley,11238.0
MAHARASHTRA,1991,Berkeley,500.0
MAHARASHTRA,1992,Berkeley,900.0
MAHARASHTRA,1993,Berkeley,1620.0
MAHARASHTRA,1994,Berkeley,240.0
MAHARASHTRA,1995,Berkeley,2470.0
MAHARASHTRA,1995,Madison,1050.0
MAHARASHTRA,1996,Berkeley,3071.0
MAHARASHTRA,1997,Berkeley,4960.0
MAHARASHTRA,1997,Cornell,500.0
MAHARASHTRA,1997,Los Angeles,1500.0
MAHARASHTRA,1997,Seattle,6252.0
MAHARASHTRA,1998,Berkeley,1000.0
MAHARASHTRA,1998,Cornell,500.0
MAHARASHTRA,1998,Detroit,400.0
MAHARASHTRA,1998,Seattle,3580.0
MAHARASHTRA,1998,Silicon Valley,2000.0
MAHARASHTRA,1999,Berkeley,1000.0
MAHARASHTRA,1999,Boston,2300.0
MAHARASHTRA,1999,Detroit,400.0
MAHARASHTRA,1999,Los Angeles,1800.0
MAHARASHTRA,1999,NYC/NJ,400.0
MAHARASHTRA,1999,Princeton,6000.0
MAHARASHTRA,1999,Seattle,9380.0
MAHARASHTRA,1999,Silicon Valley,10000.0
MAHARASHTRA,1999,St. Louis,3400.0
MAHARASHTRA,1999,UIUC,2798.0
MAHARASHTRA,2000,Berkeley,1700.0
MAHARASHTRA,2000,Boston,6080.0
MAHARASHTRA,2000,Michigan State University,866.0
MAHARASHTRA,2000,NYC/NJ,10744.0
MAHARASHTRA,2000,Princeton,6000.0
MAHARASHTRA,2000,Seattle,57740.0
MAHARASHTRA,2000,St. Louis,8100.0
MAHARASHTRA,2000,UIUC,2057.0
MAHARASHTRA,2000,Work an Hour,4350.0
MAHARASHTRA,2001,Arizona,4000.0
MAHARASHTRA,2001,Berkeley,2700.0
MAHARASHTRA,2001,Boston,2500.0
MAHARASHTRA,2001,Cleveland,1850.0
MAHARASHTRA,2001,Delaware,4000.0
MAHARASHTRA,2001,Los Angeles,1000.0
MAHARASHTRA,2001,Madison,3621.0
MAHARASHTRA,2001,Michigan State University,1100.0
MAHARASHTRA,2001,NYC/NJ,9506.0
MAHARASHTRA,2001,Princeton,15276.0
MAHARASHTRA,2001,Seattle,52420.0
MAHARASHTRA,2001,Silicon Valley,11100.0
MAHARASHTRA,2001,St. Louis,9995.0
MAHARASHTRA,2001,UIUC,1410.0
MAHARASHTRA,2001,Work an Hour,3250.0
MAHARASHTRA,2002,Berkeley,4000.0
MAHARASHTRA,2002,Boston,5100.0
MAHARASHTRA,2002,Cleveland,5000.0
MAHARASHTRA,2002,Houston,1500.0
MAHARASHTRA,2002,Michigan State University,1100.0
MAHARASHTRA,2002,NYC/NJ,7200.0
MAHARASHTRA,2002,Princeton,10000.0
MAHARASHTRA,2002,Seattle,51300.0
MAHARASHTRA,2002,Silicon Valley,5000.0
MAHARASHTRA,2002,St. Louis,5100.0
MAHARASHTRA,2002,Stanford,8718.0
MAHARASHTRA,2003,Austin,2000.0
MAHARASHTRA,2003,Berkeley,5974.0
MAHARASHTRA,2003,Carbondale,2000.0
MAHARASHTRA,2003,CentralNJ,1000.0
MAHARASHTRA,2003,Cleveland,5600.0
MAHARASHTRA,2003,Colorado,2086.0
MAHARASHTRA,2003,Corvallis,1750.0
MAHARASHTRA,2003,Los Angeles,2500.0
MAHARASHTRA,2003,Michigan State University,2000.0
MAHARASHTRA,2003,NYC/NJ,15000.0
MAHARASHTRA,2003,Princeton,10000.0
MAHARASHTRA,2003,Seattle,63840.0
MAHARASHTRA,2003,Silicon Valley,5000.0
MAHARASHTRA,2003,St. Louis,10675.0
MAHARASHTRA,2003,Stanford,13408.0
MAHARASHTRA,2004,Arizona,6500.0
MAHARASHTRA,2004,Atlanta,4134.0
MAHARASHTRA,2004,Berkeley,7740.0
MAHARASHTRA,2004,Boston,4650.0
MAHARASHTRA,2004,Cleveland,7000.0
MAHARASHTRA,2004,Colorado,540.0
MAHARASHTRA,2004,NYC/NJ,12700.0
MAHARASHTRA,2004,Princeton,10000.0
MAHARASHTRA,2004,Redlands,3000.0
MAHARASHTRA,2004,Seattle,79550.0
MAHARASHTRA,2004,Silicon Valley,7176.0
MAHARASHTRA,2004,St. Louis,5350.0
MAHARASHTRA,2004,Stanford,2000.0
MAHARASHTRA,2004,Yale,1000.0
MAHARASHTRA,2005,Atlanta,2000.0
MAHARASHTRA,2005,Austin,1500.0
MAHARASHTRA,2005,Berkeley,9880.0
MAHARASHTRA,2005,Cleveland,6202.0
MAHARASHTRA,2005,Colorado,4400.0
MAHARASHTRA,2005,DC,2900.0
MAHARASHTRA,2005,Los Angeles,1000.0
MAHARASHTRA,2005,NYC/NJ,31370.0
MAHARASHTRA,2005,Princeton,9000.0
MAHARASHTRA,2005,Seattle,173870.0
MAHARASHTRA,2005,Silicon Valley,11990.0
MAHARASHTRA,2005,Stanford,2000.0
MAHARASHTRA,2005,Yale,500.0
MAHARASHTRA,2006,Athens,10000.0
MAHARASHTRA,2006,Atlanta,3375.0
MAHARASHTRA,2006,Boston,5000.0
MAHARASHTRA,2006,CentralNJ,5000.0
MAHARASHTRA,2006,Colorado,2650.0
MAHARASHTRA,2006,Los Angeles,1000.0
