state,year,chapter,chapter_amount
ANDHRA PRADESH,2007,Silicon Valley,30924.0
ANDHRA PRADESH,2007,Toledo,5000.0
ANDHRA PRADESH,2007,Work an Hour,3500.0
ANDHRA PRADESH,2008,Bangalore,1875.0
ANDHRA PRADESH,2008,Boston,28730.0
ANDHRA PRADESH,2008,CentralNJ,7360.0
ANDHRA PRADESH,2008,Cincinnati,3230.0
ANDHRA PRADESH,2008,Delaware,1327.0
ANDHRA PRADESH,2008,Knoxville,5032.0
ANDHRA PRADESH,2008,NYC/NJ,53723.0
ANDHRA PRADESH,2008,San Francisco,7500.0
ANDHRA PRADESH,2008,Seattle,21210.0
ANDHRA PRADESH,2008,Silicon Valley,54153.0
ANDHRA PRADESH,2008,Work an Hour,36595.0
ANDHRA PRADESH,2009,Bangalore,6400.0
ANDHRA PRADESH,2009,Boston,26450.0
ANDHRA PRADESH,2009,CentralNJ,7876.0
ANDHRA PRADESH,2009,Cincinnati,4170.0
ANDHRA PRADESH,2009,DC,9373.0
ANDHRA PRADESH,2009,Knoxville,1250.0
ANDHRA PRADESH,2009,NYC/NJ,30827.0
ANDHRA PRADESH,2009,New River Valley,2500.0
ANDHRA PRADESH,2009,Princeton,4000.0
ANDHRA PRADESH,2009,San Francisco,7325.0
ANDHRA PRADESH,2009,Seattle,24530.0
ANDHRA PRADESH,2009,Silicon Valley,57840.0
ANDHRA PRADESH,2010,Bangalore,3049.0
ANDHRA PRADESH,2010,Boston,18550.0
ANDHRA PRADESH,2010,CentralNJ,9850.0
ANDHRA PRADESH,2010,Chicago,10000.0
ANDHRA PRADESH,2010,DC,3500.0
ANDHRA PRADESH,2010,Dallas,1300.0
ANDHRA PRADESH,2010,Hyderabad,16560.0
ANDHRA PRADESH,2010,Kansas City,11300.0
ANDHRA PRADESH,2010,Knoxville,1250.0
ANDHRA PRADESH,2010,Minnesota,3270.0
ANDHRA PRADESH,2010,NYC/NJ,23694.0
ANDHRA PRADESH,2010,New River Valley,2500.0
ANDHRA PRADESH,2010,Princeton,4260.0
ANDHRA PRADESH,2010,Seattle,31480.0
ANDHRA PRADESH,2010,Silicon Valley,54558.0
ANDHRA PRADESH,2010,UFlorida,5000.0
ANDHRA PRADESH,2010,Work an Hour,2500.0
ANDHRA PRADESH,2011,Atlanta,1600.0
ANDHRA PRADESH,2011,Bangalore,20493.0
ANDHRA PRADESH,2011,Boston,18950.0
ANDHRA PRADESH,2011,Kansas City,13300.0
ANDHRA PRADESH,2011,Knoxville,2500.0
ANDHRA PRADESH,2011,Minnesota,3270.0
ANDHRA PRADESH,2011,NYC/NJ,8257.0
ANDHRA PRADESH,2011,New River Valley,2450.0
ANDHRA PRADESH,2011,Princeton,5048.0
ANDHRA PRADESH,2011,Seattle,4150.0
ANDHRA PRADESH,2011,Silicon Valley,17318.0
ANDHRA PRADESH,2012,Bangalore,6554.0
ANDHRA PRADESH,2012,Boston,33800.0
ANDHRA PRADESH,2012,CentralNJ,11520.0
ANDHRA PRADESH,2012,Cincinnati,4000.0
ANDHRA PRADESH,2012,Kansas City,8220.0
ANDHRA PRADESH,2012,Minnesota,3461.0
ANDHRA PRADESH,2012,NYC/NJ,18760.0
ANDHRA PRADESH,2012,New River Valley,2300.0
ANDHRA PRADESH,2012,Princeton,5040.0
ANDHRA PRADESH,2012,Seattle,16068.0
ANDHRA PRADESH,2012,Silicon Valley,20954.0
ANDHRA PRADESH,2012,UFlorida,5000.0
ANDHRA PRADESH,2013,Bangalore,27602.0
ANDHRA PRADESH,2013,Boston,15940.0
ANDHRA PRADESH,2013,Hyderabad,5594.0
ANDHRA PRADESH,2013,Kansas City,16758.0
ANDHRA PRADESH,2013,Minnesota,5101.0
ANDHRA PRADESH,2013,New River Valley,3796.0
ANDHRA PRADESH,2013,Seattle,18003.0
ANDHRA PRADESH,2013,Silicon Valley,25658.0
ANDHRA PRADESH,2013,Toledo,71820.0
ANDHRA PRADESH,2014,Bangalore,9567.0
ANDHRA PRADESH,2014,Boston,18555.0
ANDHRA PRADESH,2014,Kansas City,14632.0
ANDHRA PRADESH,2014,Minnesota,6059.0
ANDHRA PRADESH,2014,NYC/NJ,17473.0
ANDHRA PRADESH,2014,San Francisco,6731.0
ANDHRA PRADESH,2014,Seattle,37653.0
ANDHRA PRADESH,2014,Silicon Valley,9440.0
ANDHRA PRADESH,2015,Bangalore,39268.0
ANDHRA PRADESH,2015,Boston,27479.0
ANDHRA PRADESH,2015,Kansas City,8235.0
ANDHRA PRADESH,2015,London,9665.0
ANDHRA PRADESH,2015,Minnesota,52302.0
ANDHRA PRADESH,2015,NYC/NJ,8680.0
ANDHRA PRADESH,2015,New River Valley,1348.0
ANDHRA PRADESH,2015,San Francisco,6555.0
ANDHRA PRADESH,2015,Seattle,43180.0
ANDHRA PRADESH,2015,Silicon Valley,18257.0
ANDHRA PRADESH,2015,UFlorida,6722.0
ANDHRA PRADESH,2016,Bangalore,7552.0
ANDHRA PRADESH,2016,Boston,12027.0
ANDHRA PRADESH,2016,Frankfurt,4354.0
ANDHRA PRADESH,2016,Kansas City,31188.0
ANDHRA PRADESH,2016,London,9602.0
ANDHRA PRADESH,2016,Minnesota,75076.0
ANDHRA PRADESH,2016,NYC/NJ,22039.0
ANDHRA PRADESH,2016,San Francisco,8395.0
ANDHRA PRADESH,2016,Seattle,53975.0
ANDHRA PRADESH,2016,Silicon Valley,8740.0
ANDHRA PRADESH,2016,UFlorida,13213.0
ANDHRA PRADESH,2017,Bangalore,71836.0
ANDHRA PRADESH,2017,Boston,25313.0
ANDHRA PRADESH,2017,Frankfurt,9433.0
ANDHRA PRADESH,2017,Kansas City,9162.0
ANDHRA PRADESH,2017,NYC/NJ,10258.0
ANDHRA PRADESH,2017,San Diego,5142.0
ANDHRA PRADESH,2017,Seattle,89715.0
ANDHRA PRADESH,2017,Silicon Valley,23543.0
ANDHRA PRADESH,2018,Austin,10254.0
ANDHRA PRADESH,2018,Bangalore,9029.0
ANDHRA PRADESH,2018,Boston,25831.0
ANDHRA PRADESH,2018,Danbury,7342.0
ANDHRA PRADESH,2018,Frankfurt,8648.0
ANDHRA PRADESH,2018,Kansas City,16400.0
ANDHRA PRADESH,2018,San Diego,2522.0
ANDHRA PRADESH,2018,Seattle,39226.0
ANDHRA PRADESH,2018,Silicon Valley,33058.0
ANDHRA PRADESH,2019,Austin,10709.0
ANDHRA PRADESH,2019,Bangalore,15163.0
ANDHRA PRADESH,2019,Boston,13184.0
ANDHRA PRADESH,2019,Frankfurt,8788.0
ANDHRA PRADESH,2019,Kansas City,9497.0
ANDHRA PRADESH,2019,Seattle,36556.0
ANDHRA PRADESH,2019,Silicon Valley,16359.0
ANDHRA PRADESH,2020,Austin,11147.0
ANDHRA PRADESH,2020,Bangalore,16421.0
ANDHRA PRADESH,2020,Boston,6774.0
ANDHRA PRADESH,2020,Frankfurt,9881.0
ANDHRA PRADESH,2020,Kansas City,17127.0
ANDHRA PRADESH,2020,Seattle,18561.0
ANDHRA PRADESH,2020,Silicon Valley,11681.0
ANDHRA PRADESH,2020,Stanford,24899.0
ANDHRA PRADESH,2021,Bangalore,21559.0
ANDHRA PRADESH,2021,Boston,16175.0
ANDHRA PRADESH,2021,Danbury,9414.0
ANDHRA PRADESH,2021,Frankfurt,12153.0
ANDHRA PRADESH,2021,Kansas City,18134.0
ANDHRA PRADESH,2021,London,4110.0
ANDHRA PRADESH,2021,Seattle,68729.0
ANDHRA PRADESH,2022,Bangalore,15685.0
ANDHRA PRADESH,2022,Boston,17508.0
ANDHRA PRADESH,2022,Danbury,12598.0
ANDHRA PRADESH,2022,Frankfurt,7504.0
ANDHRA PRADESH,2022,Kansas City,25927.0
ANDHRA PRADESH,2022,Seattle,56710.0
ANDHRA PRADESH,2023,Bangalore,9523.0
ANDHRA PRADESH,2023,Boston,17876.0
ANDHRA PRADESH,2023,Danbury,11691.0
ANDHRA PRADESH,2023,Kansas City,31930.0
ANDHRA PRADESH,2023,Seattle,55785.0
ANDHRA PRADESH,2024,Bangalore,3411.0
ANDHRA PRADESH,2024,Boston,17704.0
ANDHRA PRADESH,2024,Danbury,10274.0
ANDHRA PRADESH,2024,Frankfurt,13042.0
ANDHRA PRADESH,2024,Kansas City,39269.0
ANDHRA PRADESH,2024,Seattle,45875.0
ASSAM,2000,Berkeley,2320.0
ASSAM,2000,St. Louis,2500.0
ASSAM,2001,Detroit,2500.0
ASSAM,2001,Seattle,2500.0
ASSAM,2001,Silicon Valley,5870.0
ASSAM,2002,Silicon Valley,4800.0
ASSAM,2003,Detroit,5000.0
ASSAM,2003,Seattle,2500.0
ASSAM,2003,Silicon Valley,14036.0
ASSAM,2004,Detroit,5500.0
ASSAM,2004,Seattle,3500.0
ASSAM,2004,Silicon Valley,6503.0
ASSAM,2004,Stamford,5600.0
ASSAM,2005,Detroit,5000.0
ASSAM,2005,Silicon Valley,31735.0
ASSAM,2005,Stamford,6538.0
ASSAM,2006,Detroit,8700.0
ASSAM,2006,Silicon Valley,25250.0
ASSAM,2006,Stamford,6500.0
ASSAM,2006,Work an Hour,5602.0
ASSAM,2007,Austin,2026.0
ASSAM,2007,Detroit,7051.0
ASSAM,2007,Irvine,2000.0
ASSAM,2007,Silicon Valley,46500.0
ASSAM,2007,Stamford,7000.0
ASSAM,2008,Atlanta,5500.0
ASSAM,2008,Austin,11329.0
ASSAM,2008,Berkeley,1000.0
ASSAM,2008,Dallas,1000.0
ASSAM,2008,Detroit,11214.0
ASSAM,2008,Irvine,2000.0
ASSAM,2008,Madison,1000.0
ASSAM,2008,Seattle,14530.0
ASSAM,2008,Silicon Valley,91454.0
ASSAM,2008,Stamford,5000.0
ASSAM,2008,Work an Hour,7888.0
ASSAM,2009,Detroit,13670.0
ASSAM,2009,Stamford,9000.0
ASSAM,2009,Work an Hour,7907.0
ASSAM,2010,Detroit,5080.0
ASSAM,2010,Silicon Valley,73105.0
ASSAM,2010,Stamford,6800.0
ASSAM,2010,Work an Hour,17651.0
ASSAM,2011,Danbury,2000.0
ASSAM,2011,Detroit,6000.0
ASSAM,2011,Silicon Valley,26230.0
ASSAM,2011,Stamford,15300.0
ASSAM,2012,Detroit,5000.0
ASSAM,2012,Silicon Valley,35913.0
ASSAM,2012,Stamford,7680.0
ASSAM,2013,Detroit,6662.0
ASSAM,2013,Silicon Valley,32592.0
ASSAM,2013,Stamford,4060.0
ASSAM,2014,Detroit,9871.0
ASSAM,2014,Seattle,27253.0
ASSAM,2014,Silicon Valley,45098.0
ASSAM,2014,Stamford,2940.0
ASSAM,2015,Chennai,5989.0
ASSAM,2015,Detroit,9223.0
ASSAM,2015,Seattle,10637.0
ASSAM,2015,Silicon Valley,90257.0
ASSAM,2015,Stamford,2900.0
ASSAM,2016,Detroit,7456.0
ASSAM,2016,General Funds,12771.0
ASSAM,2016,Seattle,11176.0
ASSAM,2016,Silicon Valley,94024.0
ASSAM,2016,Stamford,6092.0
ASSAM,2017,Detroit,16947.0
ASSAM,2017,Seattle,19304.0
ASSAM,2017,Silicon Valley,42487.0
ASSAM,2018,Athens,1285.0
ASSAM,2018,Atlanta,1285.0
ASSAM,2018,Detroit,13279.0
ASSAM,2018,Purdue,3980.0
ASSAM,2018,Seattle,12160.0
ASSAM,2018,Silicon Valley,106013.0
ASSAM,2018,Stamford,16216.0
ASSAM,2019,Athens,630.0
ASSAM,2019,Atlanta,630.0
ASSAM,2019,Detroit,10080.0
ASSAM,2019,General Funds,12498.0
ASSAM,2019,Purdue,2859.0
ASSAM,2019,Seattle,12667.0
ASSAM,2019,Silicon Valley,42304.0
ASSAM,2019,Stamford,7665.0
ASSAM,2020,Detroit,4452.0
ASSAM,2020,General Funds,12760.0
ASSAM,2020,Purdue,3099.0
ASSAM,2020,Seattle,16146.0
ASSAM,2020,Silicon Valley,75419.0
ASSAM,2020,Zurich,5861.0
ASSAM,2021,Detroit,13950.0
ASSAM,2021,General Funds,19349.0
ASSAM,2021,Seattle,12735.0
ASSAM,2021,Silicon Valley,50300.0
ASSAM,2022,Detroit,10387.0
ASSAM,2022,General Funds,19793.0
ASSAM,2022,Seattle,11506.0
ASSAM,2022,Silicon Valley,65564.0
ASSAM,2023,Detroit,4881.0
ASSAM,2023,General Funds,30764.0
ASSAM,2023,Seattle,35610.0
ASSAM,2023,Silicon Valley,57149.0
ASSAM,2024,Beyond Borders,4675.0
ASSAM,2024,Detroit,6581.0
ASSAM,2024,General Funds,19597.0
ASSAM,2024,Seattle,14398.0
ASSAM,2024,Silicon Valley,62633.0
BIHAR,1998,Seattle,2500.0
BIHAR,1999,Arizona,5300.0
BIHAR,1999,Seattle,1250.0
BIHAR,2000,Silicon Valley,2000.0
BIHAR,2000,Stanford,2000.0
BIHAR,2001,Arizona,2500.0
BIHAR,2001,Berkeley,1050.0
BIHAR,2002,Berkeley,1533.0
BIHAR,2003,Berkeley,1000.0
BIHAR,2003,Silicon Valley,1000.0
BIHAR,2004,Stanford,2288.0
BIHAR,2004,UIC,1015.0
BIHAR,2005,Silicon Valley,1000.0
BIHAR,2005,Stanford,2986.0
BIHAR,2005,UIC,1000.0
BIHAR,2006,Philadelphia,1360.0
BIHAR,2007,Chicago,2500.0
BIHAR,2007,Philadelphia,1885.0
BIHAR,2007,Silicon Valley,3040.0
BIHAR,2008,Dallas,6500.0
BIHAR,2008,Philadelphia,2945.0
BIHAR,2008,Silicon Valley,23920.0
BIHAR,2008,Work an Hour,4563.0
BIHAR,2009,Dallas,8002.0
BIHAR,2009,Philadelphia,2717.0
BIHAR,2009,Silicon Valley,18750.0
BIHAR,2010,Dallas,10000.0
BIHAR,2010,Silicon Valley,19392.0
BIHAR,2011,Canada,1200.0
BIHAR,2012,Atlanta,2700.0
BIHAR,2012,Dallas,15920.0
BIHAR,2012,Purdue,3350.0
BIHAR,2012,Silicon Valley,5720.0
BIHAR,2013,Atlanta,7392.0
BIHAR,2013,Dallas,7865.0
BIHAR,2013,Purdue,6275.0
BIHAR,2013,Silicon Valley,5904.0
BIHAR,2014,Canada,20086.0
BIHAR,2014,Dallas,63747.0
BIHAR,2014,Purdue,9914.0
BIHAR,2014,Silicon Valley,8983.0
BIHAR,2015,Boston,47555.0
BIHAR,2015,Dallas,59273.0
BIHAR,2015,Purdue,5272.0
BIHAR,2016,Purdue,21530.0
BIHAR,2016,Silicon Valley,4160.0
BIHAR,2017,Purdue,23814.0
BIHAR,2017,San Diego,5706.0
BIHAR,2017,Silicon Valley,19342.0
BIHAR,2018,Purdue,20550.0
BIHAR,2018,San Diego,4747.0
BIHAR,2019,Purdue,23312.0
BIHAR,2019,San Diego,2864.0
BIHAR,2019,Silicon Valley,21870.0
BIHAR,2020,Purdue,24186.0
BIHAR,2020,Silicon Valley,26384.0
BIHAR,2021,Purdue,21981.0
BIHAR,2021,Silicon Valley,57639.0
BIHAR,2022,Purdue,19318.0
BIHAR,2022,Silicon Valley,47939.0
BIHAR,2023,Purdue,18267.0
BIHAR,2023,Silicon Valley,68823.0
BIHAR,2024,Silicon Valley,40541.0
BIHAR,2025,Silicon Valley,21694.0
CHHATTISGARH,2006,Silicon Valley,10020.0
CHHATTISGARH,2007,Silicon Valley,11125.0
CHHATTISGARH,2010,DC,2850.0
CHHATTISGARH,2019,Silicon Valley,19655.0
CHHATTISGARH,2020,Silicon Valley,31286.0
CHHATTISGARH,2021,Austin,10280.0
CHHATTISGARH,2021,Silicon Valley,29265.0
CHHATTISGARH,2022,Austin,28440.0
CHHATTISGARH,2022,Silicon Valley,22878.0
CHHATTISGARH,2023,Austin,26248.0
CHHATTISGARH,2024,Austin,19722.0
CHHATTISGARH,2024,Beyond Borders,11286.0
CHHATTISGARH,2024,Silicon Valley,69412.0
CHHATTISGARH,2025,Beyond Borders,5528.0
DELHI,1998,Indiana,1500.0
DELHI,1998,Seattle,6000.0
DELHI,1999,Boston,10000.0
DELHI,1999,Cornell,700.0
DELHI,1999,Indiana,2000.0
DELHI,1999,Princeton,1000.0
DELHI,1999,Silicon Valley,4000.0
DELHI,2000,Cornell,700.0
DELHI,2000,Princeton,2700.0
DELHI,2000,Seattle,6000.0
DELHI,2000,St. Louis,1500.0
DELHI,2001,Colorado,600.0
DELHI,2001,Dallas,1200.0
DELHI,2001,Princeton,3833.0
DELHI,2001,Seattle,6100.0
DELHI,2001,Silicon Valley,4000.0
DELHI,2002,Arizona,4000.0
DELHI,2002,Boston,2000.0
DELHI,2002,Colorado,1734.0
DELHI,2002,Princeton,4000.0
DELHI,2002,Seattle,6000.0
DELHI,2002,St. Louis,1500.0
DELHI,2003,Seattle,6000.0
DELHI,2003,Stanford,350.0
DELHI,2004,Seattle,6776.0
DELHI,2005,Dallas,1941.0
DELHI,2005,Seattle,7476.0
DELHI,2005,Stanford,5600.0
DELHI,2006,Berkeley,4000.0
DELHI,2006,Canada,0.0
DELHI,2006,Dallas,6200.0
DELHI,2006,Los Angeles,1000.0
DELHI,2006,NYC/NJ,4043.0
DELHI,2006,Seattle,18656.0
DELHI,2006,Stanford,6400.0
DELHI,2007,Cleveland,3282.0
DELHI,2007,Delhi,4000.0
DELHI,2007,Irvine,2000.0
DELHI,2007,Los Angeles,4500.0
DELHI,2007,Madison,2500.0
DELHI,2007,Princeton,600.0
DELHI,2007,Seattle,30686.0
DELHI,2007,Silicon Valley,13523.0
DELHI,2007,Stanford,3084.0
DELHI,2008,Atlanta,2000.0
DELHI,2008,Berkeley,3600.0
DELHI,2008,Cleveland,3313.0
DELHI,2008,Dallas,1490.0
DELHI,2008,Delhi,2888.0
DELHI,2008,Irvine,4000.0
DELHI,2008,NYC/NJ,9815.0
DELHI,2008,Seattle,124650.0
DELHI,2008,Silicon Valley,15096.0
DELHI,2008,Stanford,10223.0
DELHI,2009,Arizona,4350.0
DELHI,2009,Atlanta,2000.0
DELHI,2009,Berkeley,2000.0
DELHI,2009,Cleveland,4562.0
DELHI,2009,Dallas,6000.0
DELHI,2009,Delhi,3509.0
DELHI,2009,NYC/NJ,22725.0
DELHI,2009,Seattle,35555.0
DELHI,2009,Silicon Valley,20444.0
DELHI,2009,Stanford,10674.0
DELHI,2010,Arizona,5000.0
DELHI,2010,Berkeley,3500.0
DELHI,2010,Cleveland,5260.0
DELHI,2010,Delhi,6000.0
DELHI,2010,NYC/NJ,45080.0
DELHI,2010,Seattle,45441.0
DELHI,2010,Silicon Valley,33700.0
DELHI,2010,Stanford,4100.0
DELHI,2011,Berkeley,3000.0
DELHI,2011,Dallas,5000.0
DELHI,2011,Delhi,4150.0
DELHI,2011,Frankfurt,2100.0
DELHI,2011,NYC/NJ,34430.0
DELHI,2011,Philadelphia,7700.0
DELHI,2011,San Francisco,13186.0
DELHI,2011,Seattle,32655.0
DELHI,2011,Silicon Valley,26950.0
DELHI,2012,Canada,3000.0
DELHI,2012,Cleveland,5345.0
DELHI,2012,San Francisco,7500.0
DELHI,2012,Seattle,11250.0
DELHI,2012,Silicon Valley,14346.0
DELHI,2012,St. Louis,4500.0
DELHI,2013,Berkeley,5303.0
DELHI,2013,Cleveland,10568.0
DELHI,2013,Delhi,3949.0
DELHI,2013,NYC/NJ,22590.0
DELHI,2013,San Francisco,8568.0
DELHI,2013,Seattle,34442.0
DELHI,2013,Silicon Valley,12590.0
DELHI,2014,Berkeley,13359.0
DELHI,2014,Dallas,8003.0
DELHI,2014,Delhi,4706.0
DELHI,2014,NYC/NJ,19116.0
DELHI,2014,San Francisco,14004.0
DELHI,2014,Seattle,25886.0
DELHI,2014,Silicon Valley,15650.0
DELHI,2015,Berkeley,8598.0
DELHI,2015,Minnesota,1949.0
DELHI,2015,NYC/NJ,18505.0
DELHI,2015,San Francisco,13990.0
DELHI,2015,Seattle,44580.0
DELHI,2015,Stanford,23513.0
DELHI,2016,Berkeley,7193.0
DELHI,2016,Frankfurt,4563.0
DELHI,2016,Minnesota,1887.0
DELHI,2016,NYC/NJ,18146.0
DELHI,2016,San Francisco,31075.0
DELHI,2016,Seattle,77272.0
DELHI,2016,Silicon Valley,18266.0
DELHI,2017,Berkeley,65471.0
DELHI,2017,Minnesota,5874.0
DELHI,2017,NYC/NJ,19503.0
DELHI,2017,Purdue,5495.0
DELHI,2017,San Francisco,37998.0
DELHI,2017,Seattle,63366.0
DELHI,2017,Silicon Valley,11402.0
DELHI,2017,St. Louis,11053.0
DELHI,2017,Yale,20513.0
DELHI,2018,Berkeley,25998.0
DELHI,2018,Frankfurt,5137.0
DELHI,2018,Minnesota,1868.0
DELHI,2018,NYC/NJ,20904.0
DELHI,2018,Purdue,2682.0
DELHI,2018,San Francisco,27788.0
DELHI,2018,Seattle,58187.0
DELHI,2018,Silicon Valley,10096.0
DELHI,2018,St. Louis,14702.0
DELHI,2019,Berkeley,19811.0
DELHI,2019,NYC/NJ,19277.0
DELHI,2019,San Francisco,47450.0
DELHI,2019,Seattle,46219.0
DELHI,2019,Silicon Valley,10342.0
DELHI,2019,St. Louis,18538.0
DELHI,2020,Berkeley,11452.0
DELHI,2020,San Francisco,19622.0
DELHI,2020,Seattle,52993.0
DELHI,2020,Silicon Valley,15708.0
DELHI,2020,St. Louis,20595.0
DELHI,2021,Berkeley,8320.0
DELHI,2021,San Francisco,24481.0
DELHI,2021,Seattle,57357.0
DELHI,2021,Silicon Valley,19057.0
DELHI,2021,St. Louis,24375.0
DELHI,2021,Yale,2430.0
DELHI,2022,Berkeley,18724.0
DELHI,2022,Seattle,30955.0
DELHI,2022,Silicon Valley,15480.0
DELHI,2022,St. Louis,19757.0
DELHI,2023,Berkeley,13901.0
DELHI,2023,Seattle,26510.0
DELHI,2023,Silicon Valley,15761.0
DELHI,2023,St. Louis,11987.0
DELHI,2024,Berkeley,10029.0
DELHI,2024,Seattle,57875.0
DELHI,2024,Silicon Valley,24660.0
DELHI,2024,St. Louis,24127.0
DELHI,2024,Stanford,16076.0
GOA,2001,Colorado,2200.0
GOA,2002,Colorado,2000.0
GOA,2003,Colorado,4000.0
GUJARAT,1996,Berkeley,3000.0
GUJARAT,1997,Berkeley,1000.0
GUJARAT,1997,San Francisco,2000.0
GUJARAT,1998,Dallas,325.0
GUJARAT,1999,Berkeley,4000.0
GUJARAT,1999,Boston,2400.0
GUJARAT,1999,Cornell,925.0
GUJARAT,1999,Silicon Valley,2000.0
GUJARAT,2000,Berkeley,4000.0
GUJARAT,2000,Silicon Valley,2000.0
GUJARAT,2000,Yale,14350.0
GUJARAT,2001,Berkeley,6000.0
GUJARAT,2002,Arizona,2649.0
GUJARAT,2002,Seattle,1050.0
GUJARAT,2002,Stanford,5000.0
GUJARAT,2002,Yale,6453.0
GUJARAT,2003,Arizona,9787.0
GUJARAT,2003,Boston,500.0
GUJARAT,2003,NYC/NJ,6600.0
GUJARAT,2003,Seattle,5000.0
GUJARAT,2003,Stanford,5300.0
GUJARAT,2004,NYC/NJ,6600.0
GUJARAT,2004,Seattle,0.0
GUJARAT,2004,Stanford,3000.0
GUJARAT,2004,Yale,500.0
GUJARAT,2005,Berkeley,3500.0
GUJARAT,2005,Boston,3000.0
GUJARAT,2005,NYC/NJ,10220.0
GUJARAT,2005,Silicon Valley,34661.0
GUJARAT,2006,Boston,6834.0
GUJARAT,2006,CentralNJ,15100.0
GUJARAT,2006,DC,1.0
GUJARAT,2006,Dallas,5000.0
GUJARAT,2006,NYC/NJ,8502.0
GUJARAT,2007,Boston,5870.0
GUJARAT,2007,CentralNJ,5500.0
GUJARAT,2007,NYC/NJ,2075.0
GUJARAT,2007,Silicon Valley,25000.0
GUJARAT,2007,Stanford,4000.0
GUJARAT,2008,Boston,3800.0
GUJARAT,2008,Cleveland,7548.0
GUJARAT,2008,Dallas,5387.0
GUJARAT,2008,NYC/NJ,85750.0
GUJARAT,2008,St. Louis,2500.0
GUJARAT,2008,Work an Hour,9705.0
GUJARAT,2009,Boston,10365.0
GUJARAT,2009,Cleveland,18000.0
GUJARAT,2009,Dallas,8883.0
GUJARAT,2009,NYC/NJ,20000.0
GUJARAT,2009,St. Louis,2500.0
GUJARAT,2010,Boston,11957.0
GUJARAT,2010,Cleveland,11000.0
GUJARAT,2010,Dallas,5000.0
GUJARAT,2010,NYC/NJ,89187.0
GUJARAT,2011,Atlanta,1000.0
GUJARAT,2011,Boston,10200.0
GUJARAT,2011,Cleveland,11400.0
GUJARAT,2011,Dallas,5520.0
GUJARAT,2011,NYC/NJ,36058.0
GUJARAT,2011,Work an Hour,8757.0
GUJARAT,2012,Atlanta,2400.0
GUJARAT,2012,Boston,20500.0
GUJARAT,2013,Atlanta,4262.0
GUJARAT,2013,Boston,15254.0
GUJARAT,2013,Dallas,6164.0
GUJARAT,2013,NYC/NJ,57420.0
GUJARAT,2014,Atlanta,14675.0
GUJARAT,2014,Boston,18508.0
GUJARAT,2014,Hartford,4217.0
GUJARAT,2014,NYC/NJ,44099.0
GUJARAT,2014,Sheffield,3609.0
GUJARAT,2015,Atlanta,14364.0
GUJARAT,2015,Boston,11301.0
GUJARAT,2015,Dallas,6335.0
GUJARAT,2015,Hartford,4965.0
GUJARAT,2015,NYC/NJ,38443.0
GUJARAT,2015,Sheffield,5083.0
GUJARAT,2016,Atlanta,17153.0
GUJARAT,2016,NYC/NJ,68437.0
GUJARAT,2016,Silicon Valley,15896.0
GUJARAT,2017,Atlanta,32425.0
GUJARAT,2017,Dallas,8227.0
GUJARAT,2017,NYC/NJ,47069.0
GUJARAT,2017,Silicon Valley,16729.0
GUJARAT,2018,Atlanta,25111.0
GUJARAT,2018,Dallas,12023.0
GUJARAT,2018,NYC/NJ,45495.0
GUJARAT,2018,Silicon Valley,39479.0
GUJARAT,2019,Atlanta,16161.0
GUJARAT,2019,Boston,6865.0
GUJARAT,2019,Dallas,12562.0
GUJARAT,2019,General Funds,25965.0
GUJARAT,2019,NYC/NJ,23226.0
GUJARAT,2019,Silicon Valley,36965.0
GUJARAT,2020,Atlanta,5394.0
GUJARAT,2020,Boston,6399.0
GUJARAT,2020,Dallas,13265.0
GUJARAT,2020,Silicon Valley,40918.0
GUJARAT,2021,Atlanta,7561.0
GUJARAT,2021,Boston,6495.0
GUJARAT,2021,Dallas,14094.0
GUJARAT,2021,Silicon Valley,42543.0
GUJARAT,2022,Atlanta,10920.0
GUJARAT,2022,Boston,6309.0
GUJARAT,2022,Dallas,10729.0
GUJARAT,2022,Silicon Valley,38901.0
GUJARAT,2023,Atlanta,24247.0
GUJARAT,2023,Boston,6472.0
GUJARAT,2023,Dallas,12858.0
GUJARAT,2023,Silicon Valley,34636.0
GUJARAT,2024,Atlanta,23906.0
GUJARAT,2024,Boston,6384.0
GUJARAT,2024,Dallas,9412.0
GUJARAT,2024,Silicon Valley,32472.0
GUJARAT,2025,Atlanta,25614.0
GUJARAT,2025,Silicon Valley,18095.0
HARYANA,1997,Indiana,1800.0
HARYANA,1997,Seattle,1000.0
HARYANA,1998,Indiana,625.0
HARYANA,1998,Seattle,1500.0
HARYANA,1999,Cornell,500.0
HARYANA,1999,Seattle,1000.0
HARYANA,1999,South East Florida,250.0
HARYANA,2000,Seattle,2500.0
HARYANA,2001,Seattle,5700.0
HARYANA,2002,Seattle,4200.0
HARYANA,2003,Seattle,1900.0
HARYANA,2004,Seattle,2145.0
HARYANA,2005,Dallas,7300.0
HARYANA,2005,Seattle,2145.0
HARYANA,2005,UIUC,3500.0
HARYANA,2007,Dallas,6330.0
HARYANA,2008,Austin,5000.0
HARYANA,2008,Cincinnati,1180.0
HARYANA,2008,Dallas,5000.0
HARYANA,2008,Work an Hour,19590.0
HARYANA,2009,Austin,12520.0
HARYANA,2009,Cincinnati,2131.0
HARYANA,2009,Dallas,10125.0
HARYANA,2010,Austin,13865.0
HARYANA,2011,Austin,1765.0
HARYANA,2012,Austin,15150.0
HARYANA,2013,Dallas,9058.0
HARYANA,2015,Dallas,9756.0
