state,year,chapter,amount,state_total_amount,percentage,Population,% of Total,chapter_state_percentage
KARNATAKA,2000,Cornell,700.0,47998.0,1.4583940997541565,61095297,5.05,0.13243404311674062
KARNATAKA,2000,Corvallis,2200.0,47998.0,4.583524313513063,61095297,5.05,0.41622127836689904
KARNATAKA,2000,Irvine,1500.0,47998.0,3.1251302137589065,61095297,5.05,0.2837872352501584
KARNATAKA,2000,Los Angeles,2100.0,47998.0,4.37518229926247,61095297,5.05,0.39730212935022186
KARNATAKA,2000,Seattle,19120.0,47998.0,39.83499312471353,61095297,5.05,3.6173412919886863
KARNATAKA,2000,Silicon Valley,6000.0,47998.0,12.500520855035626,61095297,5.05,1.1351489410006337
KARNATAKA,2000,Syracuse,1920.0,47998.0,4.0001666736114005,61095297,5.05,0.3632476611202028
KARNATAKA,2001,Arizona,3750.0,78340.0,4.786826653050804,61095297,5.05,0.488632454576727
KARNATAKA,2001,Berkeley,4500.0,78340.0,5.744191983660965,61095297,5.05,0.5863589454920725
KARNATAKA,2001,Boston,16090.0,78340.0,20.53867755935665,61095297,5.05,2.0965589851038766
KARNATAKA,2001,Chicago,5850.0,78340.0,7.467449578759254,61095297,5.05,0.7622666291396941
KARNATAKA,2001,Irvine,1500.0,78340.0,1.9147306612203217,61095297,5.05,0.1954529818306908
KARNATAKA,2001,Madison,1200.0,78340.0,1.5317845289762573,61095297,5.05,0.15636238546455267
KARNATAKA,2001,NYC/NJ,4000.0,78340.0,5.105948429920858,61095297,5.05,0.5212079515485089
KARNATAKA,2001,Seattle,21620.0,78340.0,27.597651263722238,61095297,5.05,2.81712897811969
KARNATAKA,2001,Silicon Valley,2000.0,78340.0,2.552974214960429,61095297,5.05,0.2606039757742544
KARNATAKA,2001,St. Louis,3000.0,78340.0,3.829461322440644,61095297,5.05,0.3909059636613816
KARNATAKA,2001,Syracuse,3200.0,78340.0,4.084758743936686,61095297,5.05,0.41696636123880704
KARNATAKA,2001,UIUC,2030.0,78340.0,2.5912688281848357,61095297,5.05,0.26451303541086824
KARNATAKA,2001,Work an Hour,9600.0,78340.0,12.254276231810058,61095297,5.05,1.2508990837164213
KARNATAKA,2002,Arizona,8800.0,105030.0,8.378558507093212,61095297,5.05,1.068197101787045
KARNATAKA,2002,Berkeley,3000.0,105030.0,2.8563267637817766,61095297,5.05,0.3641581028819472
KARNATAKA,2002,Boston,8000.0,105030.0,7.616871370084738,61095297,5.05,0.9710882743518593
KARNATAKA,2002,Chicago,5300.0,105030.0,5.046177282681138,61095297,5.05,0.6433459817581068
KARNATAKA,2002,Detroit,5100.0,105030.0,4.85575549842902,61095297,5.05,0.6190687748993103
KARNATAKA,2002,Irvine,1500.0,105030.0,1.4281633818908883,61095297,5.05,0.1820790514409736
KARNATAKA,2002,Madison,1200.0,105030.0,1.1425307055127107,61095297,5.05,0.1456632411527789
KARNATAKA,2002,Seattle,23166.0,105030.0,22.05655526992288,61095297,5.05,2.8120288704543963
KARNATAKA,2002,Silicon Valley,31050.0,105030.0,29.562982005141382,61095297,5.05,3.7690363648281537
KARNATAKA,2002,Stanford,4500.0,105030.0,4.284490145672665,61095297,5.05,0.5462371543229209
KARNATAKA,2002,Syracuse,3814.0,105030.0,3.631343425687899,61095297,5.05,0.4629663347972489
KARNATAKA,2002,Work an Hour,9600.0,105030.0,9.140245644101686,61095297,5.05,1.1653059292222312
KARNATAKA,2003,Arizona,3500.0,75792.0,4.617901625501372,61095297,5.05,0.3714185961862738
KARNATAKA,2003,Austin,1680.0,75792.0,2.216592780240658,61095297,5.05,0.17828092616941146
KARNATAKA,2003,Berkeley,1000.0,75792.0,1.3194004644289634,61095297,5.05,0.10611959891036395
KARNATAKA,2003,Boston,5301.0,75792.0,6.994141861937936,61095297,5.05,0.5625399938238393
KARNATAKA,2003,Chicago,6870.0,75792.0,9.064281190626978,61095297,5.05,0.7290416445142004
KARNATAKA,2003,Corvallis,5650.0,75792.0,7.454612624023643,61095297,5.05,0.5995757338435563
KARNATAKA,2003,Detroit,4360.0,75792.0,5.752586024910281,61095297,5.05,0.4626814512491868
KARNATAKA,2003,Los Angeles,5531.0,75792.0,7.297603968756597,61095297,5.05,0.5869475015732231
KARNATAKA,2003,Madison,1250.0,75792.0,1.649250580536204,61095297,5.05,0.13264949863795494
KARNATAKA,2003,NYC/NJ,800.0,75792.0,1.055520371543171,61095297,5.05,0.08489567912829117
KARNATAKA,2003,Seattle,19332.0,75792.0,25.506649778340723,61095297,5.05,2.0515040861351563
KARNATAKA,2003,Silicon Valley,18518.0,75792.0,24.432657800295544,61095297,5.05,1.9651227326221197
KARNATAKA,2003,Stanford,2000.0,75792.0,2.638800928857927,61095297,5.05,0.2122391978207279
KARNATAKA,2004,Arizona,7900.0,73746.0,10.712445420768583,61095297,5.05,0.7499532465855768
KARNATAKA,2004,Austin,3600.0,73746.0,4.88162069807176,61095297,5.05,0.3417508465453261
KARNATAKA,2004,Berkeley,2000.0,73746.0,2.712011498928756,61095297,5.05,0.18986158141407009
KARNATAKA,2004,Boston,400.0,73746.0,0.542402299785751,61095297,5.05,0.037972316282814014
KARNATAKA,2004,CentralNJ,17000.0,73746.0,23.05209774089442,61095297,5.05,1.6138234420195956
KARNATAKA,2004,Chicago,2600.0,73746.0,3.525614948607382,61095297,5.05,0.24682005583829109
KARNATAKA,2004,Colorado,3855.0,73746.0,5.227402164185176,61095297,5.05,0.36595819817562003
KARNATAKA,2004,Detroit,8500.0,73746.0,11.52604887044721,61095297,5.05,0.8069117210097978
KARNATAKA,2004,Seattle,16127.0,73746.0,21.86830472161202,61095297,5.05,1.5309488617323541
KARNATAKA,2004,Silicon Valley,11263.0,73746.0,15.272692756217287,61095297,5.05,1.0692054957333357
KARNATAKA,2004,Yale,501.0,73746.0,0.6793588804816533,61095297,5.05,0.04756032614422455
KARNATAKA,2005,Arizona,15750.0,164857.0,9.55373444864337,61095297,5.05,1.0575807387352543
KARNATAKA,2005,Austin,7800.0,164857.0,4.731373250756716,61095297,5.05,0.523754270611745
KARNATAKA,2005,Boston,4000.0,164857.0,2.4263452567983164,61095297,5.05,0.2685919336470487
KARNATAKA,2005,Canada,2400.0,164857.0,1.4558071540789896,61095297,5.05,0.16115516018822923
KARNATAKA,2005,CentralNJ,17650.0,164857.0,10.70624844562257,61095297,5.05,1.1851619072176025
KARNATAKA,2005,Colorado,1600.0,164857.0,0.9705381027193264,61095297,5.05,0.10743677345881948
KARNATAKA,2005,DC,1200.0,164857.0,0.7279035770394948,61095297,5.05,0.08057758009411461
KARNATAKA,2005,Detroit,11179.0,164857.0,6.781028406437094,61095297,5.05,0.7506473065600894
KARNATAKA,2005,Los Angeles,2500.0,164857.0,1.5164657854989476,61095297,5.05,0.16786995852940545
KARNATAKA,2005,Seattle,32670.0,164857.0,19.817174884900247,61095297,5.05,2.1937246180622703
KARNATAKA,2005,Silicon Valley,29148.0,164857.0,17.680777886289327,61095297,5.05,1.9572294204860439
KARNATAKA,2005,UIUC,3960.0,164857.0,2.402081804230333,61095297,5.05,0.26590601431057825
KARNATAKA,2005,Work an Hour,35000.0,164857.0,21.230520996985263,61095297,5.05,2.3501794194116763
KARNATAKA,2006,Austin,6907.0,104193.0,6.629044177631895,61095297,5.05,0.5613867968847788
KARNATAKA,2006,Boston,1500.0,104193.0,1.439636060004031,61095297,5.05,0.12191692418230318
KARNATAKA,2006,Chicago,9230.0,104193.0,8.85856055589147,61095297,5.05,0.750195473468439
KARNATAKA,2006,Colorado,3000.0,104193.0,2.879272120008062,61095297,5.05,0.24383384836460636
KARNATAKA,2006,Detroit,19101.0,104193.0,18.33232558809133,61095297,5.05,1.5524901125374488
KARNATAKA,2006,Flint,4000.0,104193.0,3.8390294933440825,61095297,5.05,0.3251117978194752
KARNATAKA,2006,Los Angeles,2500.0,104193.0,2.399393433340052,61095297,5.05,0.20319487363717198
KARNATAKA,2006,Seattle,21830.0,104193.0,20.95150345992533,61095297,5.05,1.7742976365997858
KARNATAKA,2006,Silicon Valley,33125.0,104193.0,31.791962991755685,61095297,5.05,2.6923320756925286
KARNATAKA,2006,UFlorida,0.0,104193.0,0.0,61095297,5.05,0.0
KARNATAKA,2006,Yale,3000.0,104193.0,2.879272120008062,61095297,5.05,0.24383384836460636
KARNATAKA,2007,Austin,13100.0,280822.0,4.664876683450727,61095297,5.05,0.56377597350339
KARNATAKA,2007,Bangalore,63001.0,280822.0,22.434495872830475,61095297,5.05,2.7113320692127534
KARNATAKA,2007,Boston,3700.0,280822.0,1.3175605899822664,61095297,5.05,0.15923443526431627
KARNATAKA,2007,CentralNJ,13222.0,280822.0,4.708320573174466,61095297,5.05,0.5690264062337269
KARNATAKA,2007,Chicago,15503.0,280822.0,5.520578872025696,61095297,5.05,0.6671922837574851
KARNATAKA,2007,Detroit,16154.0,280822.0,5.752398316371225,61095297,5.05,0.6952089370972336
KARNATAKA,2007,Los Angeles,2500.0,280822.0,0.8902436418799098,61095297,5.05,0.10759083463805152
KARNATAKA,2007,Seattle,64856.0,280822.0,23.09505665510537,61095297,5.05,2.7911644685141876
KARNATAKA,2007,Silicon Valley,81508.0,280822.0,29.024791504939078,61095297,5.05,3.5078054998713215
KARNATAKA,2007,Work an Hour,7278.0,280822.0,2.591677290240793,61095297,5.05,0.31321843779829556
KARNATAKA,2008,Arizona,5000.0,273524.0,1.827993155993624,61095297,5.05,0.16167448201112708
KARNATAKA,2008,Austin,9214.0,273524.0,3.3686257878650503,61095297,5.05,0.297933735450105
KARNATAKA,2008,Bangalore,8025.0,273524.0,2.933929015369767,61095297,5.05,0.259487543627859
KARNATAKA,2008,Boston,3770.0,273524.0,1.3783068396191926,61095297,5.05,0.12190255943638982
KARNATAKA,2008,CentralNJ,8000.0,273524.0,2.9247890495897986,61095297,5.05,0.2586791712178033
KARNATAKA,2008,Chicago,15100.0,273524.0,5.5205393311007445,61095297,5.05,0.4882569356736038
KARNATAKA,2008,Dallas,5000.0,273524.0,1.827993155993624,61095297,5.05,0.16167448201112708
KARNATAKA,2008,Detroit,18390.0,273524.0,6.7233588277445495,61095297,5.05,0.5946387448369254
KARNATAKA,2008,Houston,0.0,273524.0,0.0,61095297,5.05,0.0
KARNATAKA,2008,Los Angeles,550.0,273524.0,0.2010792471592986,61095297,5.05,0.017784193021223978
KARNATAKA,2008,San Diego,3500.0,273524.0,1.2795952091955367,61095297,5.05,0.11317213740778896
KARNATAKA,2008,Seattle,81533.0,273524.0,29.808353197525623,61095297,5.05,2.636361108362645
KARNATAKA,2008,Silicon Valley,64542.0,273524.0,23.596466854828098,61095297,5.05,2.0869588835924326
KARNATAKA,2008,Stanford,3000.0,273524.0,1.0967958935961744,61095297,5.05,0.09700468920667625
KARNATAKA,2008,UFlorida,1000.0,273524.0,0.3655986311987248,61095297,5.05,0.032334896402225415
KARNATAKA,2008,Work an Hour,46900.0,273524.0,17.146575803220195,61095297,5.05,1.5165066412643722
KARNATAKA,2009,Arizona,10000.0,252894.0,3.954225881199237,61095297,5.05,0.4141162283453448
KARNATAKA,2009,Austin,37595.0,252894.0,14.865912200368534,61095297,5.05,1.5568699604643237
KARNATAKA,2009,Bangalore,4391.0,252894.0,1.7363005844345851,61095297,5.05,0.18183843586644088
KARNATAKA,2009,Berkeley,3300.0,252894.0,1.3048945407957484,61095297,5.05,0.13665835535396378
KARNATAKA,2009,Boston,22634.0,252894.0,8.949994859506354,61095297,5.05,0.9373106712368533
KARNATAKA,2009,CentralNJ,8333.0,252894.0,3.295056426803325,61095297,5.05,0.3450830530801758
KARNATAKA,2009,Chicago,23039.0,252894.0,9.110141007694924,61095297,5.05,0.9540823784848398
KARNATAKA,2009,Dallas,3750.0,252894.0,1.4828347054497142,61095297,5.05,0.1552935856295043
KARNATAKA,2009,Detroit,26000.0,252894.0,10.280987291118018,61095297,5.05,1.0767021936978964
KARNATAKA,2009,NYC/NJ,351.0,252894.0,0.1387933284300932,61095297,5.05,0.014535479614921602
KARNATAKA,2009,San Diego,3500.0,252894.0,1.3839790584197331,61095297,5.05,0.14494067992087067
KARNATAKA,2009,Seattle,37017.0,252894.0,14.637357944435218,61095297,5.05,1.5329340424659628
KARNATAKA,2009,Silicon Valley,63895.0,252894.0,25.265526267922528,61095297,5.05,2.6459956410125804
KARNATAKA,2009,Work an Hour,9089.0,252894.0,3.593995903421987,61095297,5.05,0.37639023994308385
KARNATAKA,2010,Arizona,9800.0,320261.0,3.060004184087354,61095297,5.05,0.3230837752932562
KARNATAKA,2010,Austin,33848.0,320261.0,10.568879757447831,61095297,5.05,1.1158917985842998
KARNATAKA,2010,Bangalore,7076.0,320261.0,2.209447919041032,61095297,5.05,0.2332796728546001
KARNATAKA,2010,Berkeley,3300.0,320261.0,1.0304095721926805,61095297,5.05,0.10879351617017813
KARNATAKA,2010,Boston,17000.0,320261.0,5.3081705234168375,61095297,5.05,0.5604514469372812
KARNATAKA,2010,CentralNJ,10000.0,320261.0,3.122453249068728,61095297,5.05,0.32967732172781244
KARNATAKA,2010,Chicago,13509.0,320261.0,4.218122094166945,61095297,5.05,0.4453610939221019
KARNATAKA,2010,Dallas,2000.0,320261.0,0.6244906498137457,61095297,5.05,0.0659354643455625
KARNATAKA,2010,Detroit,32830.0,320261.0,10.251014016692634,61095297,5.05,1.0823306472324083
KARNATAKA,2010,San Diego,3500.0,320261.0,1.092858637174055,61095297,5.05,0.11538706260473437
KARNATAKA,2010,Seattle,45545.0,320261.0,14.22121332288352,61095297,5.05,1.501515361809322
KARNATAKA,2010,Silicon Valley,123103.0,320261.0,38.43833623201077,61095297,5.05,4.05842673366589
KARNATAKA,2010,Stanford,3000.0,320261.0,0.9367359747206184,61095297,5.05,0.09890319651834373
KARNATAKA,2010,UFlorida,3000.0,320261.0,0.9367359747206184,61095297,5.05,0.09890319651834373
KARNATAKA,2010,Work an Hour,12750.0,320261.0,3.981127892562629,61095297,5.05,0.42033858520296086
KARNATAKA,2011,Arizona,10500.0,238167.0,4.408671226492335,61095297,5.05,0.45574874962075196
KARNATAKA,2011,Austin,16173.0,238167.0,6.790613309148623,61095297,5.05,0.701983288344421
KARNATAKA,2011,Bangalore,6352.0,238167.0,2.667036155302792,61095297,5.05,0.2757062911991444
KARNATAKA,2011,Berkeley,9919.0,238167.0,4.164724751959759,61095297,5.05,0.430530652141737
KARNATAKA,2011,Boston,16912.0,238167.0,7.100899788803655,61095297,5.05,0.7340593193891578
KARNATAKA,2011,CentralNJ,10400.0,238167.0,4.366683881478123,61095297,5.05,0.4514082853386495
KARNATAKA,2011,Chicago,29277.0,238167.0,12.292634999811057,61095297,5.05,1.2707577278711195
KARNATAKA,2011,Detroit,20200.0,238167.0,8.481443692870968,61095297,5.05,0.8767737849846847
KARNATAKA,2011,Houston,12888.0,238167.0,5.411329025431734,61095297,5.05,0.5593990366773572
KARNATAKA,2011,Kansas City,2000.0,238167.0,0.8397469002842544,61095297,5.05,0.08680928564204798
KARNATAKA,2011,Madison,3400.0,238167.0,1.4275697304832322,61095297,5.05,0.1475757855914816
KARNATAKA,2011,San Diego,4700.0,238167.0,1.9734052156679975,61095297,5.05,0.20400182125881278
KARNATAKA,2011,Seattle,42678.0,238167.0,17.919359105165704,61095297,5.05,1.8524233463156619
KARNATAKA,2011,Silicon Valley,32184.0,238167.0,13.51320711937422,61095297,5.05,1.3969350245518364
KARNATAKA,2011,St. Louis,6043.0,238167.0,2.537295259208874,61095297,5.05,0.262294256567448
KARNATAKA,2011,Stanford,14541.0,238167.0,6.105379838516671,61095297,5.05,0.6311469112605099
KARNATAKA,2012,Austin,11486.0,162548.0,7.066220439500947,61095297,5.05,0.6051104065713958
KARNATAKA,2012,Bangalore,2555.0,162548.0,1.5718433939513252,61095297,5.05,0.1346036121182236
KARNATAKA,2012,Berkeley,3901.0,162548.0,2.3999064891601254,61095297,5.05,0.20551416472531905
KARNATAKA,2012,Boston,27302.0,162548.0,16.796269409651305,61095297,5.05,1.4383357409204462
KARNATAKA,2012,Chicago,11132.0,162548.0,6.848438615055246,61095297,5.05,0.5864608258708669
KARNATAKA,2012,Detroit,23000.0,162548.0,14.149666560031498,61095297,5.05,1.2116959212207994
KARNATAKA,2012,Houston,6757.0,162548.0,4.156925954179688,61095297,5.05,0.3559751886821279
KARNATAKA,2012,San Diego,6000.0,162548.0,3.6912173634864778,61095297,5.05,0.3160945881445564
KARNATAKA,2012,San Francisco,5000.0,162548.0,3.0760144695720646,61095297,5.05,0.2634121567871303
KARNATAKA,2012,Seattle,15985.0,162548.0,9.83401825922189,61095297,5.05,0.8421286652484556
KARNATAKA,2012,Silicon Valley,19729.0,162548.0,12.137337894037453,61095297,5.05,1.0393716882506587
KARNATAKA,2012,St. Louis,10670.0,162548.0,6.564214878066786,61095297,5.05,0.562121542583736
KARNATAKA,2012,Stanford,16101.0,162548.0,9.905381794915964,61095297,5.05,0.848239827285917
KARNATAKA,2012,UFlorida,2930.0,162548.0,1.80254447916923,61095297,5.05,0.15435952387725835
KARNATAKA,2013,Bangalore,10525.0,188437.0,5.585421122178765,61095297,5.05,0.4111254250900179
KARNATAKA,2013,Boston,21263.0,188437.0,11.283877370155542,61095297,5.05,0.8305710131771069
KARNATAKA,2013,Chicago,25321.0,188437.0,13.437382255077294,61095297,5.05,0.9890837899006503
KARNATAKA,2013,Detroit,24248.0,188437.0,12.867961175353036,61095297,5.05,0.947170480530428
KARNATAKA,2013,San Diego,6311.0,188437.0,3.3491299479401606,61095297,5.05,0.2465190078615775
KARNATAKA,2013,San Francisco,4003.0,188437.0,2.1243174111241423,61095297,5.05,0.15636437782758592
KARNATAKA,2013,Seattle,31400.0,188437.0,16.663394131725724,61095297,5.05,1.2265404606010986
KARNATAKA,2013,Silicon Valley,36849.0,188437.0,19.55507676305609,61095297,5.05,1.4393881984933083
KARNATAKA,2013,St. Louis,12463.0,188437.0,6.613881562538143,61095297,5.05,0.48682718982393286
KARNATAKA,2013,Stanford,16054.0,188437.0,8.519558260851106,61095297,5.05,0.6270981068308928
KARNATAKA,2014,Boston,21500.0,174853.0,12.2960429618022,61095297,5.05,0.7546698266856866
KARNATAKA,2014,Chicago,21490.0,174853.0,12.290323872052523,61095297,5.05,0.7543188174639723
KARNATAKA,2014,Detroit,32186.0,174853.0,18.407462268305377,61095297,5.05,1.1297582810095586
KARNATAKA,2014,San Diego,9668.0,174853.0,5.5292159699862165,61095297,5.05,0.339355715553359
KARNATAKA,2014,Seattle,34278.0,174853.0,19.60389584393748,61095297,5.05,1.2031894101921845
KARNATAKA,2014,Silicon Valley,20379.0,174853.0,11.654933000863585,61095297,5.05,0.7153216929315167
KARNATAKA,2014,St. Louis,16384.0,174853.0,9.370156645868244,61095297,5.05,0.5750935088566647
KARNATAKA,2014,Stanford,18968.0,174853.0,10.847969437184378,61095297,5.05,0.6657942917476327
KARNATAKA,2015,Austin,10090.0,132417.0,7.619867539666357,61095297,5.05,0.34136863448147997
KARNATAKA,2015,Bangalore,9167.0,132417.0,6.922827129447125,61095297,5.05,0.3101413550338679
KARNATAKA,2015,Boston,26151.0,132417.0,19.74897482951585,61095297,5.05,0.8847503627676099
KARNATAKA,2015,Chicago,9319.0,132417.0,7.037616016070444,61095297,5.05,0.3152838755929546
KARNATAKA,2015,Detroit,31437.0,132417.0,23.74090939985047,61095297,5.05,1.06358828168427
KARNATAKA,2015,NYC/NJ,6570.0,132417.0,4.961598586284238,61095297,5.05,0.22227868469210343
KARNATAKA,2015,San Diego,9730.0,132417.0,7.34799912397955,61095297,5.05,0.3291889805257483
KARNATAKA,2015,Seattle,25258.0,132417.0,19.074590120603848,61095297,5.05,0.8545380544829754
KARNATAKA,2015,Stanford,4695.0,132417.0,3.5456172545821154,61095297,5.05,0.15884298700600086
KARNATAKA,2016,Atlanta,4495.0,214548.0,2.0951022614985924,61095297,5.05,0.12003227920335952
KARNATAKA,2016,Austin,6062.0,214548.0,2.8254749519920948,61095297,5.05,0.16187667998459743
KARNATAKA,2016,Boston,24186.0,214548.0,11.273001845740811,61095297,5.05,0.6458511022942054
KARNATAKA,2016,Chicago,18958.0,214548.0,8.836251095325988,61095297,5.05,0.5062451499749254
KARNATAKA,2016,Detroit,36642.0,214548.0,17.07869567649197,61095297,5.05,0.978470027712903
KARNATAKA,2016,Madison,10074.0,214548.0,4.695452765814643,61095297,5.05,0.2690111636695537
KARNATAKA,2016,NYC/NJ,7770.0,214548.0,3.621567201745064,61095297,5.05,0.20748627573083503
KARNATAKA,2016,San Diego,20985.0,214548.0,9.781028021701438,61095297,5.05,0.560373165535595
KARNATAKA,2016,Seattle,49301.0,214548.0,22.97900702873017,61095297,5.05,1.3165097657407847
KARNATAKA,2016,St. Louis,17261.0,214548.0,8.045285903387587,61095297,5.05,0.46092929284297857
KARNATAKA,2016,Stanford,18814.0,214548.0,8.76913324757164,61095297,5.05,0.5023998444787555
KARNATAKA,2017,Atlanta,7870.0,327484.0,2.4031708419342626,61095297,5.05,0.1828155263577247
KARNATAKA,2017,Austin,12582.0,327484.0,3.8420197627975714,61095297,5.05,0.29227254798384905
KARNATAKA,2017,Boston,50632.0,327484.0,15.46090801382663,61095297,5.05,1.176151935266114
KARNATAKA,2017,Chicago,17707.0,327484.0,5.406981715137229,61095297,5.05,0.41132331959545504
KARNATAKA,2017,Detroit,39439.0,327484.0,12.04303110991682,61095297,5.05,0.9161450500663665
KARNATAKA,2017,Houston,3991.0,327484.0,1.2186854930317206,61095297,5.05,0.09270861063452088
KARNATAKA,2017,NYC/NJ,11127.0,327484.0,3.397723247547972,61095297,5.05,0.25847374355557845
KARNATAKA,2017,San Diego,23514.0,327484.0,7.180198116549205,61095297,5.05,0.5462165548634738
KARNATAKA,2017,Seattle,91436.0,327484.0,27.920753380317816,61095297,5.05,2.124005142064157
KARNATAKA,2017,Silicon Valley,42594.0,327484.0,13.0064369556986,61095297,5.05,0.9894338665414136
KARNATAKA,2017,Stanford,26592.0,327484.0,8.120091363242175,61095297,5.05,0.6177167060869905
KARNATAKA,2018,Atlanta,13844.0,247066.0,5.603361045226782,61095297,5.05,0.3821303019061247
KARNATAKA,2018,Austin,8983.0,247066.0,3.63587057709276,61095297,5.05,0.24795409578320704
KARNATAKA,2018,Boston,49572.0,247066.0,20.06427432346013,61095297,5.05,1.368315756001908
KARNATAKA,2018,Chicago,28398.0,247066.0,11.494094695344565,61095297,5.05,0.783858445068631
KARNATAKA,2018,Detroit,36336.0,247066.0,14.7070013680555,61095297,5.05,1.0029678308336425
KARNATAKA,2018,San Diego,11097.0,247066.0,4.491512389402022,61095297,5.05,0.30630597805925064
KARNATAKA,2018,Seattle,48171.0,247066.0,19.49721936648507,61095297,5.05,1.3296445227622027
KARNATAKA,2018,Silicon Valley,37302.0,247066.0,15.097990010766354,61095297,5.05,1.029631935979649
KARNATAKA,2018,Stanford,13363.0,247066.0,5.408676224166822,61095297,5.05,0.36885345451975904
KARNATAKA,2019,Atlanta,5789.0,211966.0,2.7310983837030465,61095297,5.05,0.1768450044722938
KARNATAKA,2019,Austin,7503.0,211966.0,3.5397186341205664,61095297,5.05,0.2292050558914528
KARNATAKA,2019,Boston,19394.0,211966.0,9.14958059311399,61095297,5.05,0.5924567311687106
KARNATAKA,2019,Chicago,24076.0,211966.0,11.35842540784843,61095297,5.05,0.7354845962471834
KARNATAKA,2019,Detroit,41067.0,211966.0,19.37433361954276,61095297,5.05,1.2545333906829657
KARNATAKA,2019,NYC/NJ,11341.0,211966.0,5.350386382721757,61095297,5.05,0.3464500251719267
KARNATAKA,2019,San Diego,20080.0,211966.0,9.473217402791011,61095297,5.05,0.613412971118269
KARNATAKA,2019,Seattle,32636.0,211966.0,15.396808922185636,61095297,5.05,0.9969793687956089
KARNATAKA,2019,Silicon Valley,40569.0,211966.0,19.13939027957314,61095297,5.05,1.2393202602239568
KARNATAKA,2019,Stanford,9511.0,211966.0,4.487040374399668,61095297,5.05,0.2905463530032797
KARNATAKA,2020,Austin,8064.0,149402.0,5.397518105513983,61095297,5.05,0.24883098192581107
KARNATAKA,2020,Boston,17458.0,149402.0,11.685251870791555,61095297,5.05,0.5387017959400806
KARNATAKA,2020,Chicago,9847.0,149402.0,6.590942557663218,61095297,5.05,0.3038490425376317
KARNATAKA,2020,Detroit,41751.0,149402.0,27.94540903066893,61095297,5.05,1.288311300394908
KARNATAKA,2020,San Diego,20197.0,149402.0,13.51856066183853,61095297,5.05,0.6232191644290187
KARNATAKA,2020,Seattle,38768.0,149402.0,25.94878247948488,61095297,5.05,1.1962648198536514
KARNATAKA,2020,Stanford,13317.0,149402.0,8.913535294038901,61095297,5.05,0.41092289016691796
KARNATAKA,2021,Atlanta,10241.0,193152.0,5.302041915175613,61095297,5.05,0.3142896688281178
KARNATAKA,2021,Boston,73269.0,193152.0,37.9333374751491,61095297,5.05,2.2485782389773816
KARNATAKA,2021,Chicago,21855.0,193152.0,11.31492296222664,61095297,5.05,0.6707158199627493
KARNATAKA,2021,Detroit,35052.0,193152.0,18.147365805168985,61095297,5.05,1.075723217631402
KARNATAKA,2021,San Diego,13524.0,193152.0,7.001739562624254,61095297,5.05,0.41504281625148576
KARNATAKA,2021,Seattle,39211.0,193152.0,20.3005922796554,61095297,5.05,1.2033602386895155
KARNATAKA,2022,Atlanta,10796.0,140799.0,7.667668094233623,61095297,5.05,0.35985743032595496
KARNATAKA,2022,Boston,36448.0,140799.0,25.886547489683878,61095297,5.05,1.214902150844795
KARNATAKA,2022,Chicago,14894.0,140799.0,10.578200129262282,61095297,5.05,0.49645392434927504
KARNATAKA,2022,Detroit,32442.0,140799.0,23.04135682781838,61095297,5.05,1.0813722447790508
KARNATAKA,2022,San Diego,13752.0,140799.0,9.767114823258687,61095297,5.05,0.45838823470197604
KARNATAKA,2022,Seattle,32467.0,140799.0,23.05911263574315,61095297,5.05,1.082205556724044
KARNATAKA,2023,Boston,27637.0,110054.0,25.11221763861377,61095297,5.05,0.9093726884816961
KARNATAKA,2023,Chicago,11597.0,110054.0,10.537554291529611,61095297,5.05,0.3815897191562843
KARNATAKA,2023,Detroit,37816.0,110054.0,34.361313536990934,61095297,5.05,1.2443042872824046
KARNATAKA,2023,Seattle,33004.0,110054.0,29.988914532865685,61095297,5.05,1.0859693964847812
KARNATAKA,2024,Chicago,11433.0,47842.0,23.89741231553865,61095297,5.05,1.3005065298327074
KARNATAKA,2024,Detroit,36409.0,47842.0,76.10258768446135,61095297,5.05,4.141532602525938
KERALA,1998,NYC/NJ,2000.0,2000.0,100.0,33406061,2.76,1.8471484645578389
KERALA,1999,Arizona,1903.0,3903.0,48.75736612861901,33406061,2.76,0.4587565119076604
KERALA,1999,NYC/NJ,2000.0,3903.0,51.242633871381,33406061,2.76,0.4821403172965428
KERALA,2000,NYC/NJ,2000.0,2000.0,100.0,33406061,2.76,0.3783829803335446
KERALA,2001,Redlands,550.0,26450.0,2.0793950850661624,33406061,2.76,0.07166609333791996
KERALA,2001,Silicon Valley,6500.0,26450.0,24.57466918714556,33406061,2.76,0.8469629212663268
KERALA,2001,Stanford,6500.0,26450.0,24.57466918714556,33406061,2.76,0.8469629212663268
KERALA,2001,Work an Hour,12900.0,26450.0,48.77126654064272,33406061,2.76,1.680895643743941
KERALA,2002,Los Angeles,3000.0,34883.0,8.600177737006565,33406061,2.76,0.3641581028819472
KERALA,2002,Redlands,1400.0,34883.0,4.01341627726973,33406061,2.76,0.16994044801157537
KERALA,2002,Seattle,3000.0,34883.0,8.600177737006565,33406061,2.76,0.3641581028819472
KERALA,2002,Silicon Valley,14583.0,34883.0,41.805463979588914,33406061,2.76,1.7701725381091455
KERALA,2002,Work an Hour,12900.0,34883.0,36.98076426912823,33406061,2.76,1.565879842392373
KERALA,2003,Dallas,5160.0,23710.0,21.762969211303247,33406061,2.76,0.547577130377478
