state,year,chapter,chapter_amount,state_total_amount,percentage,total_amount,state_chapter_percentage,% of Total,adjusted_population_chapter
ANDAMAN AND NICOBAR ISLANDS,2005,Seattle,2680,2680,100.0,1489248.0,0.17995659554352264,0.03,5.998553184784088
ANDHRA PRADESH,2005,Berkeley,1500,69644,2.153810809258515,1489248.0,0.10072197511764326,4.1,0.02456633539454714
ANDHRA PRADESH,2005,Boston,7000,69644,10.051117109873069,1489248.0,0.4700358838823353,4.1,0.11464289850788667
ANDHRA PRADESH,2005,CentralNJ,9000,69644,12.922864855551088,1489248.0,0.6043318507058596,4.1,0.14739801236728284
ANDHRA PRADESH,2005,Cincinnati,1000,69644,1.4358738728390097,1489248.0,0.06714798341176217,4.1,0.016377556929698094
ANDHRA PRADESH,2005,Cornell,1000,69644,1.4358738728390097,1489248.0,0.06714798341176217,4.1,0.016377556929698094
ANDHRA PRADESH,2005,Delaware,15725,69644,22.57911665039343,1489248.0,1.0559020391499603,4.1,0.25753708271950254
ANDHRA PRADESH,2005,NYC/NJ,13500,69644,19.38429728332663,1489248.0,0.9064977760587895,4.1,0.22109701855092428
ANDHRA PRADESH,2005,Seattle,7750,69644,11.128022514502328,1489248.0,0.5203968714411569,4.1,0.12692606620516023
ANDHRA PRADESH,2005,Silicon Valley,6585,69644,9.45522945264488,1489248.0,0.4421694707664539,4.1,0.10784621238206193
ANDHRA PRADESH,2005,Toledo,6584,69644,9.45379357877204,1489248.0,0.4421023227830422,4.1,0.10782983482513225
ANDHRA PRADESH,1995,NYC/NJ,1500,3000,50.0,29722.0,5.046766704797792,4.1,1.2309187084872666
ANDHRA PRADESH,1995,Stanford,1500,3000,50.0,29722.0,5.046766704797792,4.1,1.2309187084872666
ANDHRA PRADESH,1996,NYC/NJ,2500,4000,62.5,44636.0,5.600860292140873,4.1,1.366063485888018
ANDHRA PRADESH,1996,Stanford,1500,4000,37.5,44636.0,3.360516175284524,4.1,0.8196380915328108
ANDHRA PRADESH,1997,Arizona,3000,9430,31.81336161187699,87410.0,3.4321015902070697,4.1,0.8370979488309926
ANDHRA PRADESH,1997,Boston,2430,9430,25.76882290562036,87410.0,2.7800022880677266,4.1,0.6780493385531041
ANDHRA PRADESH,1997,Cleveland,1500,9430,15.906680805938494,87410.0,1.7160507951035349,4.1,0.4185489744154963
ANDHRA PRADESH,1997,NYC/NJ,2500,9430,26.51113467656416,87410.0,2.8600846585058917,4.1,0.6975816240258272
ANDHRA PRADESH,1998,Arizona,2100,4600,45.65217391304348,108275.0,1.9395058877857307,4.1,0.4730502165331051
ANDHRA PRADESH,1998,NYC/NJ,2500,4600,54.34782608695652,108275.0,2.308935580697298,4.1,0.5631550196822679
ANDHRA PRADESH,1999,Arizona,3250,29316,11.086096329649338,414817.0,0.783478015606882,4.1,0.19109219892850782
ANDHRA PRADESH,1999,Boston,7700,29316,26.26552053486151,414817.0,1.8562402215916898,4.1,0.4527415174613878
ANDHRA PRADESH,1999,Corvallis,1436,29316,4.898349024423522,414817.0,0.3461767478189177,4.1,0.0844333531265653
ANDHRA PRADESH,1999,NYC/NJ,5250,29316,17.908309455587393,414817.0,1.265618332903425,4.1,0.30868739826912805
ANDHRA PRADESH,1999,Seattle,1680,29316,5.730659025787966,414817.0,0.404997866529096,4.1,0.09877996744612098
ANDHRA PRADESH,1999,Silicon Valley,10000,29316,34.11106562969027,414817.0,2.410701586482714,4.1,0.587975996703101
ANDHRA PRADESH,2000,Arizona,2700,45058,5.992276621243731,528565.0,0.5108170234502852,4.1,0.12458951791470373
ANDHRA PRADESH,2000,Corvallis,510,45058,1.1318744729015937,528565.0,0.09648765998505388,4.1,0.023533575606110704
ANDHRA PRADESH,2000,Delaware,2000,45058,4.438723423143505,528565.0,0.3783829803335446,4.1,0.09228853178866943
ANDHRA PRADESH,2000,NYC/NJ,9750,45058,21.63877668782458,528565.0,1.8446170291260298,4.1,0.4499065924697634
ANDHRA PRADESH,2000,Seattle,7800,45058,17.311021350259665,528565.0,1.475693623300824,4.1,0.35992527397581076
ANDHRA PRADESH,2000,Silicon Valley,16948,45058,37.61374228771805,528565.0,3.206417375346457,4.1,0.7820530183771848
ANDHRA PRADESH,2000,Work an Hour,5350,45058,11.873585156908872,528565.0,1.012174472392232,4.1,0.24687182253469073
ANDHRA PRADESH,2001,Delaware,5000,60554,8.257092842751925,767448.0,0.651509939435636,4.1,0.1589048632769844
ANDHRA PRADESH,2001,NYC/NJ,6100,60554,10.073653268157347,767448.0,0.7948421261114759,4.1,0.19386393319792097
ANDHRA PRADESH,2001,Portland,1500,60554,2.477127852825577,767448.0,0.1954529818306908,4.1,0.04767145898309532
ANDHRA PRADESH,2001,Seattle,15844,60554,26.165075800112295,767448.0,2.0645046960836435,4.1,0.5035377307521082
ANDHRA PRADESH,2001,Silicon Valley,24260,60554,40.06341447303233,767448.0,3.161126226141706,4.1,0.7710063966199284
ANDHRA PRADESH,2001,Stanford,2500,60554,4.128546421375963,767448.0,0.325754969717818,4.1,0.0794524316384922
ANDHRA PRADESH,2001,Work an Hour,5350,60554,8.83508934174456,767448.0,0.6971156351961305,4.1,0.1700282037063733
ANDHRA PRADESH,2002,Berkeley,1200,75790,1.583322338039319,823818.0,0.1456632411527789,4.1,0.03552761979336071
ANDHRA PRADESH,2002,Corvallis,1450,75790,1.9131811584641771,823818.0,0.17600974972627448,4.1,0.04292920725031085
ANDHRA PRADESH,2002,Delaware,4000,75790,5.27774112679773,823818.0,0.48554413717592965,4.1,0.11842539931120236
ANDHRA PRADESH,2002,NYC/NJ,9500,75790,12.53463517614461,823818.0,1.153167325792833,4.1,0.2812603233641056
ANDHRA PRADESH,2002,Portland,2000,75790,2.638870563398865,823818.0,0.24277206858796482,4.1,0.05921269965560118
ANDHRA PRADESH,2002,Seattle,16893,75790,22.289220213748514,823818.0,2.050574277328245,4.1,0.5001400676410354
ANDHRA PRADESH,2002,Silicon Valley,19600,75790,25.86093152130888,823818.0,2.3791662721620552,4.1,0.5802844566248916
ANDHRA PRADESH,2002,Stanford,2500,75790,3.298588204248581,823818.0,0.303465085734956,4.1,0.07401587456950147
ANDHRA PRADESH,2002,UIUC,2200,75790,2.902757619738752,823818.0,0.26704927544676127,4.1,0.06513396962116129
ANDHRA PRADESH,2002,Work an Hour,16447,75790,21.70075207811057,823818.0,1.9964361060331288,4.1,0.4869356356178363
ANDHRA PRADESH,2003,Berkeley,5056,125526,4.027850803817536,942333.0,0.5365406920908001,4.1,0.13086358343678053
ANDHRA PRADESH,2003,Boston,6000,125526,4.779886238707519,942333.0,0.6367175934621837,4.1,0.15529697401516676
ANDHRA PRADESH,2003,CentralNJ,2620,125526,2.087216990902283,942333.0,0.27803334914515354,4.1,0.06781301198662282
ANDHRA PRADESH,2003,Delaware,15351,125526,12.229338941733186,942333.0,1.629041962872997,4.1,0.3973273080178042
ANDHRA PRADESH,2003,Houston,30645,125526,24.41326896419865,942333.0,3.252035108608103,4.1,0.7931792947824643
ANDHRA PRADESH,2003,NYC/NJ,3716,125526,2.960342877172857,942333.0,0.3943404295509124,4.1,0.09618059257339329
ANDHRA PRADESH,2003,Seattle,59513,125526,47.41089495403343,942333.0,6.31549568995249,4.1,1.5403648024274368
ANDHRA PRADESH,2003,Silicon Valley,2625,125526,2.0912002294345395,942333.0,0.2785639471397054,4.1,0.06794242613163547
ANDHRA PRADESH,2004,Berkeley,8400,128625,6.530612244897959,1053399.0,0.7974186419390943,4.1,0.19449235169246204
ANDHRA PRADESH,2004,Boston,6400,128625,4.975704567541302,1053399.0,0.6075570605250242,4.1,0.14818464890854252
ANDHRA PRADESH,2004,Delaware,8000,128625,6.219630709426627,1053399.0,0.7594463256562803,4.1,0.18523081113567816
ANDHRA PRADESH,2004,NYC/NJ,3500,128625,2.7210884353741496,1053399.0,0.3322577674746226,4.1,0.08103847987185918
ANDHRA PRADESH,2004,Seattle,41409,128625,32.1935860058309,1053399.0,3.9309891123876137,4.1,0.958777832289662
ANDHRA PRADESH,2004,Silicon Valley,55416,128625,43.08338192419825,1053399.0,5.260684697821053,4.1,1.2830938287368423
ANDHRA PRADESH,2004,Toledo,5500,128625,4.275996112730807,1053399.0,0.5221193488886927,4.1,0.1273461826557787
ANDHRA PRADESH,2006,Berkeley,1500,113190,1.32520540683806,1230346.0,0.12191692418230318,4.1,0.02973583516641541
ANDHRA PRADESH,2006,Boston,44000,113190,38.87269193391643,1230346.0,3.5762297760142268,4.1,0.8722511648815188
ANDHRA PRADESH,2006,NYC/NJ,13000,113190,11.485113525929853,1230346.0,1.0566133429132942,4.1,0.2577105714422669
ANDHRA PRADESH,2006,Seattle,24350,113190,21.51250110433784,1230346.0,1.979118069226055,4.1,0.4827117242014769
ANDHRA PRADESH,2006,Silicon Valley,3980,113190,3.516211679476985,1230346.0,0.3234862388303778,4.1,0.07889908264155557
ANDHRA PRADESH,2006,Toledo,18000,113190,15.90246488205672,1230346.0,1.4630030901876383,4.1,0.356830021996985
ANDHRA PRADESH,2006,UFlorida,1000,113190,0.8834702712253734,1230346.0,0.0812779494548688,4.1,0.019823890110943612
ANDHRA PRADESH,2006,Work an Hour,7360,113190,6.502341196218747,1230346.0,0.5982057079878343,4.1,0.145903831216545
ANDHRA PRADESH,2007,Atlanta,5600,153704,3.6433664706188513,2323618.0,0.24100346958923544,4.1,0.05878133404615499
ANDHRA PRADESH,2007,Bangalore,1890,153704,1.2296361838338623,2323618.0,0.08133867098636695,4.1,0.019838700240577305
ANDHRA PRADESH,2007,Boston,20730,153704,13.486961952844428,2323618.0,0.8921432008187232,4.1,0.217595902638713
ANDHRA PRADESH,2007,CentralNJ,2500,153704,1.6265028886691302,2323618.0,0.10759083463805152,4.1,0.026241666984890617
ANDHRA PRADESH,2007,DC,9517,153704,6.191771196585645,2323618.0,0.40957678930013447,4.1,0.09989677787808159
ANDHRA PRADESH,2007,Delaware,923,153704,0.6005048664966429,2323618.0,0.03972253614836862,4.1,0.009688423450821616
ANDHRA PRADESH,2007,NYC/NJ,34000,153704,22.12043928590017,2323618.0,1.4632353510775007,4.1,0.3568866709945124
ANDHRA PRADESH,2007,Princeton,4000,153704,2.6024046218706083,2323618.0,0.17214533542088242,4.1,0.041986667175824985
ANDHRA PRADESH,2007,Seattle,35120,153704,22.84911258002394,2323618.0,1.5114360449953477,4.1,0.36864293780374335
ANDHRA PRADESH,2007,Silicon Valley,30924,153704,20.119190131681677,2323618.0,1.330855588138842,4.1,0.32459892393630296
ANDHRA PRADESH,2007,Toledo,5000,153704,3.2530057773382604,2323618.0,0.21518166927610305,4.1,0.052483333969781235
ANDHRA PRADESH,2007,Work an Hour,3500,153704,2.2771040441367822,2323618.0,0.15062716849327212,4.1,0.03673833377884686
ANDHRA PRADESH,2008,Bangalore,1875,256360,0.7313933530972071,3092634.0,0.06062793075417266,4.1,0.014787300183944552
ANDHRA PRADESH,2008,Boston,28730,256360,11.20689655172414,3092634.0,0.9289815736359363,4.1,0.22658087161852106
ANDHRA PRADESH,2008,CentralNJ,7360,256360,2.8709627086909038,3092634.0,0.23798483752037908,4.1,0.05804508232204368
ANDHRA PRADESH,2008,Cincinnati,3230,256360,1.259946949602122,3092634.0,0.10444171537918809,4.1,0.025473589116875146
ANDHRA PRADESH,2008,Delaware,1327,256360,0.51763145576533,3092634.0,0.042908407525753124,4.1,0.01046546525018369
ANDHRA PRADESH,2008,Knoxville,5032,256360,1.9628647214854116,3092634.0,0.16270919869599829,4.1,0.03968517041365812
ANDHRA PRADESH,2008,NYC/NJ,53723,256360,20.95607739116867,3092634.0,1.737127639416756,4.1,0.42368966815042836
ANDHRA PRADESH,2008,San Francisco,7500,256360,2.9255734123888284,3092634.0,0.24251172301669063,4.1,0.05914920073577821
ANDHRA PRADESH,2008,Seattle,56835,256360,22.16999531908254,3092634.0,1.8377538370204818,4.1,0.4482326431757273
ANDHRA PRADESH,2008,Silicon Valley,54153,256360,21.123810266812296,3092634.0,1.751031644869713,4.1,0.42708088899261293
ANDHRA PRADESH,2008,Work an Hour,36595,256360,14.274847870182557,3092634.0,1.183295533839439,4.1,0.2886086667901071
ANDHRA PRADESH,2009,Bangalore,6400,182541,3.50606165190286,2414781.0,0.26503438614102065,4.1,0.06464253320512699
ANDHRA PRADESH,2009,Boston,26450,182541,14.48989542075479,2414781.0,1.095337423973437,4.1,0.26715546926181394
ANDHRA PRADESH,2009,CentralNJ,7876,182541,4.314647120372958,2414781.0,0.32615794144479354,4.1,0.07955071742555941
ANDHRA PRADESH,2009,Cincinnati,4170,182541,2.284418295067957,2414781.0,0.17268646722000877,4.1,0.04211865054146556
ANDHRA PRADESH,2009,DC,9373,182541,5.134736853638361,2414781.0,0.38815114082809166,4.1,0.09467100995807115
ANDHRA PRADESH,2009,Knoxville,1250,182541,0.6847776663872773,2414781.0,0.0517645285431681,4.1,0.012625494766626366
ANDHRA PRADESH,2009,NYC/NJ,30827,182541,16.88771289737648,2414781.0,1.2765960971201944,4.1,0.3113649017366328
ANDHRA PRADESH,2009,New River Valley,2500,182541,1.3695553327745549,2414781.0,0.1035290570863362,4.1,0.02525098953325273
ANDHRA PRADESH,2009,Princeton,4000,182541,2.191288532439288,2414781.0,0.1656464913381379,4.1,0.04040158325320437
ANDHRA PRADESH,2009,San Francisco,7325,182541,4.012797125029445,2414781.0,0.30334013726296505,4.1,0.07398539933243051
ANDHRA PRADESH,2009,Seattle,24530,182541,13.438076925183932,2414781.0,1.0158271081311308,4.1,0.2477627093002758
ANDHRA PRADESH,2009,Silicon Valley,57840,182541,31.6860321790721,2414781.0,2.3952482647494744,4.1,0.5842068938413353
ANDHRA PRADESH,2010,Bangalore,3049,202621,1.5047798599355446,3033269.0,0.10051861539481002,4.1,0.02451673546214879
ANDHRA PRADESH,2010,Boston,18550,202621,9.155023418105724,3033269.0,0.6115514318050921,4.1,0.14915888580612002
ANDHRA PRADESH,2010,CentralNJ,9850,202621,4.861292758401152,3033269.0,0.3247321619018953,4.1,0.07920296631753544
ANDHRA PRADESH,2010,Chicago,10000,202621,4.935322597361576,3033269.0,0.32967732172781244,4.1,0.08040910286044206
ANDHRA PRADESH,2010,DC,3500,202621,1.727362909076552,3033269.0,0.11538706260473437,4.1,0.028143186001154726
ANDHRA PRADESH,2010,Dallas,1300,202621,0.641591937657005,3033269.0,0.04285805182461562,4.1,0.01045318337185747
ANDHRA PRADESH,2010,Hyderabad,16560,202621,8.172894221230772,3033269.0,0.5459456447812575,4.1,0.1331574743368921
ANDHRA PRADESH,2010,Kansas City,11300,202621,5.576914535018582,3033269.0,0.3725353735524281,4.1,0.09086228623229954
ANDHRA PRADESH,2010,Knoxville,1250,202621,0.616915324670197,3033269.0,0.041209665215976556,4.1,0.010051137857555258
ANDHRA PRADESH,2010,Minnesota,3270,202621,1.6138504893372356,3033269.0,0.10780448420499467,4.1,0.026293776635364554
ANDHRA PRADESH,2010,NYC/NJ,23694,202621,11.69375336218852,3033269.0,0.7811374461018789,4.1,0.19052132831753144
ANDHRA PRADESH,2010,New River Valley,2500,202621,1.233830649340394,3033269.0,0.08241933043195311,4.1,0.020102275715110515
ANDHRA PRADESH,2010,Princeton,4260,202621,2.102447426476032,3033269.0,0.14044253905604812,4.1,0.034254277818548326
ANDHRA PRADESH,2010,Seattle,31480,202621,15.536395536494243,3033269.0,1.0378242087991536,4.1,0.2531278558046716
ANDHRA PRADESH,2010,Silicon Valley,54558,202621,26.92613302668529,3033269.0,1.7986535318825991,4.1,0.4386959833859998
ANDHRA PRADESH,2010,UFlorida,5000,202621,2.467661298680788,3033269.0,0.16483866086390622,4.1,0.04020455143022103
ANDHRA PRADESH,2010,Work an Hour,2500,202621,1.233830649340394,3033269.0,0.08241933043195311,4.1,0.020102275715110515
ANDHRA PRADESH,2011,Atlanta,1600,103636,1.5438650661932147,2303901.0,0.0694474285136384,4.1,0.01693839719844839
ANDHRA PRADESH,2011,Bangalore,20493,103636,19.774016750935967,2303901.0,0.8894913453312447,4.1,0.2169491086173768
ANDHRA PRADESH,2011,Boston,18950,103636,18.285151877725887,2303901.0,0.8225179814584047,4.1,0.20061414181912313
ANDHRA PRADESH,2011,Kansas City,13300,103636,12.833378362731096,2303901.0,0.5772817495196191,4.1,0.14080042671210222
ANDHRA PRADESH,2011,Knoxville,2500,103636,2.412289165926898,2303901.0,0.10851160705255998,4.1,0.02646624562257561
ANDHRA PRADESH,2011,Minnesota,3270,103636,3.1552742290323827,2303901.0,0.14193318202474844,4.1,0.03461784927432889
ANDHRA PRADESH,2011,NYC/NJ,8257,103636,7.9673086572233585,2303901.0,0.3583921357731951,4.1,0.08741271604224272
ANDHRA PRADESH,2011,New River Valley,2450,103636,2.36404338260836,2303901.0,0.10634137491150879,4.1,0.025936920710124097
ANDHRA PRADESH,2011,Princeton,5048,103636,4.8708942838395926,2303901.0,0.2191066369605291,4.1,0.05344064316110466
ANDHRA PRADESH,2011,Seattle,10450,103636,10.083368713574432,2303901.0,0.45357851747970074,4.1,0.11062890670236604
ANDHRA PRADESH,2011,Silicon Valley,17318,103636,16.710409510208805,2303901.0,0.7516816043744936,4.1,0.18333697667670576
ANDHRA PRADESH,2012,Bangalore,6554,144812,4.525868021987129,1898166.0,0.3452806551165704,4.1,0.08421479393087083
ANDHRA PRADESH,2012,Boston,33800,144812,23.340607132005637,1898166.0,1.7806661798810008,4.1,0.43430882436121976
ANDHRA PRADESH,2012,CentralNJ,11520,144812,7.955141839074111,1898166.0,0.6069016092375482,4.1,0.14802478274086542
ANDHRA PRADESH,2012,Cincinnati,4000,144812,2.762202027456288,1898166.0,0.21072972542970422,4.1,0.051397494007244936
ANDHRA PRADESH,2012,Kansas City,8220,144812,5.676325166422672,1898166.0,0.43304958575804225,4.1,0.10562185018488836
ANDHRA PRADESH,2012,Minnesota,3461,144812,2.389995304256553,1898166.0,0.1823338949280516,4.1,0.044471681689768686
ANDHRA PRADESH,2012,NYC/NJ,18760,144812,12.954727508769992,1898166.0,0.988322412265313,4.1,0.2410542468939788
ANDHRA PRADESH,2012,New River Valley,2300,144812,1.5882661657873658,1898166.0,0.12116959212207994,4.1,0.029553559054165842
ANDHRA PRADESH,2012,Princeton,5040,144812,3.4803745545949227,1898166.0,0.26551945404142735,4.1,0.06476084244912862
ANDHRA PRADESH,2012,Seattle,25203,144812,17.403944424495208,1898166.0,1.3277553175012091,4.1,0.3238427603661486
ANDHRA PRADESH,2012,Silicon Valley,20954,144812,14.469795320829764,1898166.0,1.1039076666635057,4.1,0.26924577235695263
ANDHRA PRADESH,2012,UFlorida,5000,144812,3.45275253432036,1898166.0,0.2634121567871303,4.1,0.06424686750905619
ANDHRA PRADESH,2013,Bangalore,27602,219594,12.569560188347587,2560046.0,1.0781837513857173,4.1,0.2629716466794433
ANDHRA PRADESH,2013,Boston,15940,219594,7.258850423964224,2560046.0,0.622645061846545,4.1,0.15186464923086465
ANDHRA PRADESH,2013,Hyderabad,5594,219594,2.54742843611392,2560046.0,0.21851169861791547,4.1,0.053295536248272074
ANDHRA PRADESH,2013,Kansas City,16758,219594,7.631356047979453,2560046.0,0.6545976126991468,4.1,0.1596579543168651
ANDHRA PRADESH,2013,Minnesota,5101,219594,2.322923212838238,2560046.0,0.19925423215051605,4.1,0.04859859320744294
ANDHRA PRADESH,2013,New River Valley,3796,219594,1.7286446806379043,2560046.0,0.14827858561916465,4.1,0.03616550868760114
ANDHRA PRADESH,2013,Seattle,47325,219594,21.55113527692013,2560046.0,1.8485995954760188,4.1,0.4508779501161022
ANDHRA PRADESH,2013,Silicon Valley,25658,219594,11.684290099000885,2560046.0,1.0022476158631526,4.1,0.2444506380154031
ANDHRA PRADESH,2013,Toledo,71820,219594,32.70581163419766,2560046.0,2.8054183401392008,4.1,0.6842483756437076
ANDHRA PRADESH,2014,Bangalore,9567,154298,6.200339602587201,2848928.0,0.33581052241404485,4.1,0.08190500546684022
ANDHRA PRADESH,2014,Boston,18555,154298,12.025431308247676,2848928.0,0.6512976108908333,4.1,0.1588530758270325
ANDHRA PRADESH,2014,Kansas City,14632,154298,9.48294858002048,2848928.0,0.5135966932123242,4.1,0.12526748614934735
ANDHRA PRADESH,2014,Minnesota,6059,154298,3.926816938651181,2848928.0,0.2126764874366779,4.1,0.05187231400894584
ANDHRA PRADESH,2014,NYC/NJ,17473,154298,11.324190851469234,2848928.0,0.6133184131013489,4.1,0.14958985685398757
ANDHRA PRADESH,2014,San Francisco,6731,154298,4.36233781384075,2848928.0,0.23626430713587707,4.1,0.05762544076484807
ANDHRA PRADESH,2014,Seattle,71841,154298,46.559903563234776,2848928.0,2.5216853497175076,4.1,0.6150452072481727
ANDHRA PRADESH,2014,Silicon Valley,9440,154298,6.118031341948696,2848928.0,0.3313527052982736,4.1,0.08081773299957894
ANDHRA PRADESH,2015,Bangalore,39268,258982,15.16244372195751,2955749.0,1.328529587593534,4.1,0.32403160673013026
ANDHRA PRADESH,2015,Boston,27479,258982,10.610389911267964,2955749.0,0.92967975291542,4.1,0.22675115924766345
ANDHRA PRADESH,2015,Kansas City,8235,258982,3.179757666555977,2955749.0,0.2786095842373625,4.1,0.06795355713106403
ANDHRA PRADESH,2015,London,9665,258982,3.731919592867458,2955749.0,0.32698987633929677,4.1,0.07975362837543824
ANDHRA PRADESH,2015,Minnesota,52302,258982,20.19522592303712,2955749.0,1.7695007255352198,4.1,0.4315855428134683
ANDHRA PRADESH,2015,NYC/NJ,8680,258982,3.3515842799885704,2955749.0,0.29366498982153083,4.1,0.07162560727354411
ANDHRA PRADESH,2015,New River Valley,1348,258982,0.5204994941733402,2955749.0,0.04560603758979535,4.1,0.01112342380238911
ANDHRA PRADESH,2015,San Francisco,6555,258982,2.5310639349452857,2955749.0,0.22177119911061463,4.1,0.0540905363684426
ANDHRA PRADESH,2015,Seattle,80471,258982,31.072043616930905,2955749.0,2.7225248151991255,4.1,0.664030442731494
ANDHRA PRADESH,2015,Silicon Valley,18257,258982,7.049524677390706,2955749.0,0.6176776174160932,4.1,0.15065307741855932
ANDHRA PRADESH,2015,UFlorida,6722,258982,2.5955471808851582,2955749.0,0.22742120525119014,4.1,0.05546858664663175
ANDHRA PRADESH,2016,Bangalore,7552,314592,2.4005696266910794,3744826.0,0.20166491046580004,4.1,0.049186563528243916
ANDHRA PRADESH,2016,Boston,12027,314592,3.8230469942020138,3744826.0,0.32116311946135817,4.1,0.07833246816130687
ANDHRA PRADESH,2016,Frankfurt,4354,314592,1.3840148509815888,3744826.0,0.1162670842383598,4.1,0.028357825423990197
ANDHRA PRADESH,2016,Kansas City,31188,314592,9.913793103448276,3744826.0,0.8328290820454675,4.1,0.20312904440133356
ANDHRA PRADESH,2016,London,9602,314592,3.052207303427932,3744826.0,0.2564071067654412,4.1,0.06253831872327835
ANDHRA PRADESH,2016,Minnesota,75076,314592,23.864561082290717,3744826.0,2.0047927460448096,4.1,0.4889738404987341
ANDHRA PRADESH,2016,NYC/NJ,22039,314592,7.005581832977318,3744826.0,0.5885186654867276,4.1,0.1435411379235921
ANDHRA PRADESH,2016,San Francisco,8395,314592,2.6685357542467703,3744826.0,0.22417596972462805,4.1,0.05467706578649465
ANDHRA PRADESH,2016,Seattle,122406,314592,38.9094446139762,3744826.0,3.2686698928067686,4.1,0.7972365592211631
ANDHRA PRADESH,2016,Silicon Valley,8740,314592,2.7782016071610216,3744826.0,0.2333886808092018,4.1,0.056924068490049225
ANDHRA PRADESH,2016,UFlorida,13213,314592,4.200043230597091,3744826.0,0.3528334827839798,4.1,0.08605694702048289
ANDHRA PRADESH,2017,Bangalore,71836,244402,29.392558162371827,4304886.0,1.6687085325836737,4.1,0.4070020811179692
ANDHRA PRADESH,2017,Boston,25313,244402,10.357116553874354,4304886.0,0.5880062793765038,4.1,0.14341616570158633
ANDHRA PRADESH,2017,Frankfurt,9433,244402,3.859624716655347,4304886.0,0.21912310802190815,4.1,0.05344466049314833
ANDHRA PRADESH,2017,Kansas City,9162,244402,3.748741826989959,4304886.0,0.2128279355132749,4.1,0.051909252564213394
ANDHRA PRADESH,2017,NYC/NJ,10258,244402,4.197183329105327,4304886.0,0.23828737857402033,4.1,0.058118872822931794
ANDHRA PRADESH,2017,San Diego,5142,244402,2.103910769960966,4304886.0,0.11944567173207375,4.1,0.029133090666359454
ANDHRA PRADESH,2017,Seattle,89715,244402,36.707964746606,4304886.0,2.0840273122215085,4.1,0.5082993444442704
ANDHRA PRADESH,2017,Silicon Valley,23543,244402,9.632899894436216,4304886.0,0.546890208010154,4.1,0.13338785561223268
ANDHRA PRADESH,2018,Austin,10254,221790,4.623292303530366,3622848.0,0.2830369918914622,4.1,0.0690334126564542
ANDHRA PRADESH,2018,Bangalore,9029,221790,4.070968032823842,3622848.0,0.24922381507587402,4.1,0.06078629635996928
ANDHRA PRADESH,2018,Boston,25831,221790,11.64660264213896,3622848.0,0.7130025880191496,4.1,0.1739030702485731
ANDHRA PRADESH,2018,Danbury,7342,221790,3.3103386085937143,3622848.0,0.2026582401469783,4.1,0.049428839060238615
ANDHRA PRADESH,2018,Frankfurt,8648,221790,3.899183912710221,3622848.0,0.2387072270213931,4.1,0.058221274883266616
ANDHRA PRADESH,2018,Kansas City,16400,221790,7.394382073132243,3622848.0,0.4526825304290989,4.1,0.11041037327538998
ANDHRA PRADESH,2018,San Diego,2522,221790,1.1371116822219216,3622848.0,0.06961374035013337,4.1,0.01697896106100814
ANDHRA PRADESH,2018,Seattle,108706,221790,49.01303034401912,3622848.0,3.0005675093186355,4.1,0.7318457339801551
ANDHRA PRADESH,2018,Silicon Valley,33058,221790,14.905090400829613,3622848.0,0.9124865299344604,4.1,0.2225576902279172
ANDHRA PRADESH,2019,Austin,10709,150777,7.102542164919052,3273488.0,0.3271434017781644,4.1,0.07979107360443036
ANDHRA PRADESH,2019,Bangalore,15163,150777,10.05657361533921,3273488.0,0.4632062191766092,4.1,0.11297712662844128
ANDHRA PRADESH,2019,Boston,13184,150777,8.74403921022437,3273488.0,0.4027508272521543,4.1,0.0982319090858913
ANDHRA PRADESH,2019,Frankfurt,8788,150777,5.828475165310358,3273488.0,0.26845982022845355,4.1,0.06547800493376917
ANDHRA PRADESH,2019,Kansas City,9497,150777,6.298706036066509,3273488.0,0.29011867463696217,4.1,0.07076065235047858
ANDHRA PRADESH,2019,Seattle,77077,150777,51.1198657620194,3273488.0,2.3545832457610967,4.1,0.5742885965270969
ANDHRA PRADESH,2019,Silicon Valley,16359,150777,10.849798046121093,3273488.0,0.49974217104202,4.1,0.1218883344004927
ANDHRA PRADESH,2020,Austin,11147,153822,7.246687729973606,3240754.0,0.34396316412785416,4.1,0.08389345466533028
ANDHRA PRADESH,2020,Bangalore,16421,153822,10.675326026186111,3240754.0,0.5067030697177263,4.1,0.1235861145652991
ANDHRA PRADESH,2020,Boston,6774,153822,4.403791395249054,3240754.0,0.20902543050166722,4.1,0.050981812317479815
ANDHRA PRADESH,2020,Frankfurt,9881,153822,6.423658514386759,3240754.0,0.304898181102299,4.1,0.07436541002495098
ANDHRA PRADESH,2020,Kansas City,17127,153822,11.134298084799314,3240754.0,0.5284881234428779,4.1,0.12889954230314096
ANDHRA PRADESH,2020,Seattle,55892,153822,36.33550467423385,3240754.0,1.7246603722467053,4.1,0.42064887127968426
ANDHRA PRADESH,2020,Silicon Valley,11681,153822,7.5938422332306175,3240754.0,0.3604408109964533,4.1,0.08791239292596423
ANDHRA PRADESH,2020,Stanford,24899,153822,16.186891341940683,3240754.0,0.7683088565191928,4.1,0.18739240402907142
ANDHRA PRADESH,2021,Bangalore,21559,171638,12.560738298045887,3258459.0,0.66163177133731,4.1,0.16137360276519758
ANDHRA PRADESH,2021,Boston,16175,171638,9.423903797527354,3258459.0,0.49640029228540233,4.1,0.12107324202082985
