state,year,state_total_amount,state_percentage,pop_adj_units,total_amount,tn_pop_adj_units,ratio_to_tn
ANDHRA PRADESH,2015,2848802,8.761975391009182,2.137067168538825,2955749.0,3.3918315406902813,1.5871431607876765
ANDHRA PRADESH,2016,3460512,8.400710740632542,2.048953839178669,3744826.0,3.413461344251057,1.665953267946415
ANDHRA PRADESH,2017,1955216,5.6773164260331175,1.3847113234227115,4304886.0,3.294403197051509,2.379126350255045
ANDHRA PRADESH,2018,1996110,6.121979172187186,1.493165651752972,3622848.0,3.020362829531245,2.0227915275075796
ANDHRA PRADESH,2019,1055439,4.6060043598754605,1.1234156975306002,3273488.0,2.966142192206973,2.640289074406653
ANDHRA PRADESH,2020,1230576,4.746488008654776,1.157680002110921,3240754.0,2.9437024335205977,2.5427600270826414
ANDHRA PRADESH,2021,1201466,5.267459249909236,1.284746158514448,3258459.0,3.067395729538567,2.387550030182925
ANDHRA PRADESH,2022,1012050,5.622355692870549,1.3713062665537927,3000077.0,3.784645590069676,2.7598835376001065
ANDHRA PRADESH,2023,985410,5.4040172049351,1.3180529768134392,3039128.0,3.8763492279726512,2.9409661797845326
ANDHRA PRADESH,2024,141072,8.023487150203783,1.9569480854155568,879119.0,1.9033316690425837,0.9726020241555934
ASSAM,2000,9640,0.9119029826038424,0.3534507684511017,528565.0,4.530945728262485,12.819170681444765
ASSAM,2001,32610,1.4163826083330726,0.548985507105842,767448.0,3.511551122559496,6.3964368405129575
ASSAM,2002,4800,0.5826529646111156,0.2258344824074091,823818.0,3.083612606752703,13.654303691275167
ASSAM,2003,64608,2.2853916821335982,0.8858107295091466,942333.0,3.94469339936166,4.453201195189326
ASSAM,2004,84412,2.0033244762905604,0.77648235515138,1053399.0,4.236254679331402,5.455699863914511
ASSAM,2005,129819,2.9056946861771844,1.126238250456273,1489248.0,5.866683258077118,5.209096082201389
ASSAM,2006,184208,3.7430121282956175,1.4507798946882238,1230346.0,3.639192912362067,2.5084390304044977
ASSAM,2007,322885,2.7791573313685816,1.0771927640963497,2323618.0,3.752486698581218,3.4835795631519635
