state,year,chapter,chapter_amount,state_total_amount,percentage
WEST BENGAL,1995,Los Angeles,3250,7000,46.42857142857143
WEST BENGAL,1995,Research Triangle Park,1000,7000,14.285714285714285
WEST BENGAL,1995,Seattle,2000,7000,28.57142857142857
WEST BENGAL,1996,Boston,750,8000,9.375
WEST BENGAL,1996,Los Angeles,4750,8000,59.375
WEST BENGAL,1996,NYC/NJ,1000,8000,12.5
WEST BENGAL,1996,Seattle,1500,8000,18.75
WEST BENGAL,1997,Berkeley,2000,11800,16.94915254237288
WEST BENGAL,1997,Boston,750,11800,6.3559322033898304
WEST BENGAL,1997,Los Angeles,5000,11800,42.3728813559322
WEST BENGAL,1997,NYC/NJ,1500,11800,12.711864406779661
WEST BENGAL,1997,Seattle,1800,11800,15.254237288135593
WEST BENGAL,1997,St. Louis,750,11800,6.3559322033898304
WEST BENGAL,1998,Los Angeles,2100,8488,24.740810556079172
WEST BENGAL,1998,Madison,1500,8488,17.67200754005655
WEST BENGAL,1998,NYC/NJ,1738,8488,20.475966069745525
WEST BENGAL,1998,Seattle,3150,8488,37.11121583411875
WEST BENGAL,1999,Boston,3000,39310,7.631645891630629
WEST BENGAL,1999,Cleveland,250,39310,0.635970490969219
WEST BENGAL,1999,Los Angeles,7800,39310,19.842279318239633
WEST BENGAL,1999,Madison,1000,39310,2.543881963876876
WEST BENGAL,1999,NYC/NJ,13700,39310,34.851182905113205
WEST BENGAL,1999,Seattle,11300,39310,28.7458661918087
WEST BENGAL,1999,UIUC,1260,39310,3.2052912744848636
WEST BENGAL,1999,Yale,1000,39310,2.543881963876876
WEST BENGAL,2000,Athens,500,38848,1.2870675453047775
WEST BENGAL,2000,Boston,950,38848,2.4454283360790776
WEST BENGAL,2000,Cornell,900,38848,2.3167215815485998
WEST BENGAL,2000,Los Angeles,5500,38848,14.157742998352555
WEST BENGAL,2000,Madison,1000,38848,2.574135090609555
WEST BENGAL,2000,NYC/NJ,3900,38848,10.039126853377265
WEST BENGAL,2000,Princeton,8383,38848,21.5789744645799
WEST BENGAL,2000,Seattle,8800,38848,22.652388797364086
WEST BENGAL,2000,Silicon Valley,1825,38848,4.697796540362438
WEST BENGAL,2000,St. Louis,5590,38848,14.389415156507413
WEST BENGAL,2000,Yale,1500,38848,3.8612026359143328
WEST BENGAL,2001,Arizona,3200,65269,4.902786927944353
WEST BENGAL,2001,Boston,950,65269,1.4555148692334798
WEST BENGAL,2001,Cornell,4900,65269,7.507392483414792
WEST BENGAL,2001,NYC/NJ,7000,65269,10.724846404878273
WEST BENGAL,2001,Princeton,7820,65269,11.981185555164013
WEST BENGAL,2001,Seattle,32638,65269,50.005362423202435
WEST BENGAL,2001,Silicon Valley,913,65269,1.3988263953791233
WEST BENGAL,2001,Stanford,5818,65269,8.913879483368827
WEST BENGAL,2001,UIUC,2030,65269,3.110205457414699
WEST BENGAL,2002,Arizona,3500,85189,4.108511662303819
WEST BENGAL,2002,Berkeley,1800,85189,2.1129488548991064
WEST BENGAL,2002,CentralNJ,1500,85189,1.7607907124159223
WEST BENGAL,2002,Cornell,4200,85189,4.930213994764583
WEST BENGAL,2002,NYC/NJ,13300,85189,15.612344316754513
WEST BENGAL,2002,Princeton,15000,85189,17.607907124159222
WEST BENGAL,2002,Seattle,22654,85189,26.592635199380197
WEST BENGAL,2002,Silicon Valley,10385,85189,12.190541032292902
WEST BENGAL,2002,Stanford,10300,85189,12.090762891922665
WEST BENGAL,2002,UIUC,2550,85189,2.993344211107068
WEST BENGAL,2003,Arizona,3500,105710,3.310945038312364
WEST BENGAL,2003,Berkeley,2000,105710,1.8919685933213508
WEST BENGAL,2003,CentralNJ,2100,105710,1.9865670229874184
WEST BENGAL,2003,Cornell,4600,105710,4.351527764639107
WEST BENGAL,2003,General Funds,9000,105710,8.513858669946078
WEST BENGAL,2003,Los Angeles,1000,105710,0.9459842966606754
WEST BENGAL,2003,NYC/NJ,21100,105710,19.96026865954025
WEST BENGAL,2003,Princeton,6000,105710,5.675905779964053
WEST BENGAL,2003,Seattle,35512,105710,33.593794343013904
WEST BENGAL,2003,Silicon Valley,2205,105710,2.0858953741367894
WEST BENGAL,2003,St. Louis,2800,105710,2.648756030649891
WEST BENGAL,2003,Stanford,15893,105710,15.034528426828114
WEST BENGAL,2004,Arizona,4000,136769,2.924639355409486
WEST BENGAL,2004,Berkeley,2000,136769,1.462319677704743
WEST BENGAL,2004,Cornell,6000,136769,4.38695903311423
WEST BENGAL,2004,NYC/NJ,22126,136769,16.177642594447573
WEST BENGAL,2004,Princeton,5900,136769,4.313843049228992
WEST BENGAL,2004,Seattle,82318,136769,60.187615614649516
WEST BENGAL,2004,Silicon Valley,4500,136769,3.290219274835672
WEST BENGAL,2004,Stanford,4000,136769,2.924639355409486
WEST BENGAL,2004,UIUC,2425,136769,1.773062609217001
WEST BENGAL,2004,Yale,3500,136769,2.5590594359833
WEST BENGAL,2005,Arizona,3000,119977,2.5004792585245506
WEST BENGAL,2005,Berkeley,7000,119977,5.834451603223951
WEST BENGAL,2005,CentralNJ,1500,119977,1.2502396292622753
WEST BENGAL,2005,Cornell,4000,119977,3.3339723446994007
WEST BENGAL,2005,NYC/NJ,6526,119977,5.439375880377073
WEST BENGAL,2005,Princeton,6500,119977,5.417705060136526
WEST BENGAL,2005,Seattle,37117,119977,30.936762879551914
WEST BENGAL,2005,Silicon Valley,5760,119977,4.800920176367137
WEST BENGAL,2005,Stanford,5200,119977,4.334164048109221
WEST BENGAL,2005,Work an Hour,41874,119977,34.90168949048568
WEST BENGAL,2005,Yale,1500,119977,1.2502396292622753
WEST BENGAL,2006,Atlanta,7000,122196,5.728501751284821
WEST BENGAL,2006,Berkeley,3000,122196,2.4550721791220664
WEST BENGAL,2006,Cornell,6000,122196,4.910144358244133
WEST BENGAL,2006,Minnesota,1000,122196,0.8183573930406887
WEST BENGAL,2006,NYC/NJ,27850,122196,22.79125339618318
WEST BENGAL,2006,Princeton,7396,122196,6.052571278928934
WEST BENGAL,2006,Seattle,30476,122196,24.94025991030803
WEST BENGAL,2006,Silicon Valley,15010,122196,12.283544469540738
WEST BENGAL,2006,St. Louis,8200,122196,6.710530622933647
WEST BENGAL,2006,Stanford,4250,122196,3.478018920422927
WEST BENGAL,2006,UFlorida,0,122196,0
WEST BENGAL,2006,UIUC,5414,122196,4.430586925922289
WEST BENGAL,2006,Yale,6600,122196,5.401158794068546
WEST BENGAL,2007,Athens,2000,244436,0.8182100836210706
WEST BENGAL,2007,Atlanta,5160,244436,2.110982015742362
WEST BENGAL,2007,CentralNJ,4000,244436,1.6364201672421412
WEST BENGAL,2007,Cornell,13000,244436,5.318365543536959
WEST BENGAL,2007,DC,8000,244436,3.2728403344842825
WEST BENGAL,2007,Minnesota,16540,244436,6.766597391546253
WEST BENGAL,2007,NYC/NJ,48513,244436,19.8469128933545
WEST BENGAL,2007,Princeton,8050,244436,3.2932955865748093
WEST BENGAL,2007,Seattle,72156,244436,29.519383396880983
WEST BENGAL,2007,Sheffield,1000,244436,0.4091050418105353
WEST BENGAL,2007,Silicon Valley,31390,244436,12.841807262432702
WEST BENGAL,2007,Stanford,1507,244436,0.6165212980084767
WEST BENGAL,2007,UIUC,8550,244436,3.4978481074800767
WEST BENGAL,2007,Yale,24570,244436,10.051710877284851
WEST BENGAL,2008,Atlanta,21575,351963,6.12990570031509
WEST BENGAL,2008,Burlington,300,351963,0.08523623221759105
WEST BENGAL,2008,CentralNJ,21900,351963,6.2222449518841465
WEST BENGAL,2008,DC,10000,351963,2.8412077405863685
WEST BENGAL,2008,Dallas,5151,351963,1.4635061071760385
WEST BENGAL,2008,Knoxville,2215,351963,0.6293275145398806
WEST BENGAL,2008,Minnesota,6000,351963,1.704724644351821
WEST BENGAL,2008,NYC/NJ,28632,351963,8.13494600284689
WEST BENGAL,2008,Princeton,9250,351963,2.628117160042391
WEST BENGAL,2008,Seattle,150351,351963,42.71784250049011
WEST BENGAL,2008,Silicon Valley,57575,351963,16.35825356642602
WEST BENGAL,2008,Stanford,1900,351963,0.5398294707114101
WEST BENGAL,2008,UIUC,3333,351963,0.9469745399374366
WEST BENGAL,2008,Work an Hour,21911,351963,6.225370280398792
WEST BENGAL,2008,Yale,11870,351963,3.372513588076019
WEST BENGAL,2009,Athens,3800,332007,1.1445541810865434
WEST BENGAL,2009,Atlanta,13100,332007,3.945699940061505
WEST BENGAL,2009,Austin,2500,332007,0.7529961717674627
WEST BENGAL,2009,Birmingham,2000,332007,0.6023969374139702
WEST BENGAL,2009,CentralNJ,7871,332007,2.37073314719268
WEST BENGAL,2009,Cornell,11772,332007,3.545708373618629
WEST BENGAL,2009,DC,15750,332007,4.743875882135015
WEST BENGAL,2009,Dallas,6578,332007,1.9812835271545477
WEST BENGAL,2009,General Funds,20000,332007,6.023969374139702
WEST BENGAL,2009,Knoxville,2250,332007,0.6776965545907164
WEST BENGAL,2009,NYC/NJ,29053,332007,8.750719111344038
WEST BENGAL,2009,Portland,8580,332007,2.5842828615059323
WEST BENGAL,2009,Princeton,5625,332007,1.694241386476791
WEST BENGAL,2009,San Francisco,5750,332007,1.7318911950651643
WEST BENGAL,2009,Santa Barbara,2000,332007,0.6023969374139702
WEST BENGAL,2009,Seattle,108914,332007,32.80473002075258
WEST BENGAL,2009,Silicon Valley,33788,332007,10.176893860671612
WEST BENGAL,2009,Stanford,5926,332007,1.7849021255575934
WEST BENGAL,2009,UFlorida,3500,332007,1.0541946404744478
WEST BENGAL,2009,UIUC,4225,332007,1.272563530287012
WEST BENGAL,2009,Work an Hour,32334,332007,9.738951287171655
WEST BENGAL,2009,Yale,6691,332007,2.0153189541184373
WEST BENGAL,2010,Athens,15000,412383,3.6373953339492657
WEST BENGAL,2010,Atlanta,15200,412383,3.6858939384019225
WEST BENGAL,2010,Berkeley,8002,412383,1.9404291641508014
WEST BENGAL,2010,Birmingham,2000,412383,0.48498604452656874
WEST BENGAL,2010,Boston,20000,412383,4.849860445265688
WEST BENGAL,2010,CentralNJ,19184,412383,4.651986139098847
WEST BENGAL,2010,Cornell,10500,412383,2.546176733764486
WEST BENGAL,2010,DC,9000,412383,2.1824372003695593
WEST BENGAL,2010,Dallas,5977,412383,1.4493807940676506
WEST BENGAL,2010,Knoxville,3650,412383,0.885099531260988
WEST BENGAL,2010,Minnesota,9001,412383,2.1826796933918224
WEST BENGAL,2010,NYC/NJ,68596,412383,16.634051355172254
WEST BENGAL,2010,Princeton,9400,412383,2.279434409274873
WEST BENGAL,2010,San Francisco,12441,412383,3.016855689977521
WEST BENGAL,2010,Santa Barbara,2000,412383,0.48498604452656874
WEST BENGAL,2010,Seattle,114880,412383,27.85759839760611
WEST BENGAL,2010,Silicon Valley,50778,412383,12.313310684485055
WEST BENGAL,2010,Stanford,5885,412383,1.4270714360194285
WEST BENGAL,2010,UFlorida,3000,412383,0.7274790667898532
WEST BENGAL,2010,UIUC,4600,412383,1.1154679024111083
WEST BENGAL,2010,Work an Hour,15289,412383,3.7074758173833553
WEST BENGAL,2010,Yale,8000,412383,1.939944178106275
WEST BENGAL,2011,Athens,1000,410799,0.24342805118805058
WEST BENGAL,2011,Atlanta,25479,410799,6.202303316220341
WEST BENGAL,2011,CentralNJ,38001,410799,9.25050937319711
WEST BENGAL,2011,Cleveland,2250,410799,0.5477131151731138
WEST BENGAL,2011,Cornell,8000,410799,1.9474244095044047
WEST BENGAL,2011,DC,10650,410799,2.5925087451527387
WEST BENGAL,2011,Minnesota,9078,410799,2.2098398486851236
WEST BENGAL,2011,NYC/NJ,49314,410799,12.004410916287528
WEST BENGAL,2011,Princeton,10526,410799,2.562323666805421
WEST BENGAL,2011,San Francisco,17216,410799,4.190857329253479
WEST BENGAL,2011,Seattle,111430,410799,27.125187743884478
WEST BENGAL,2011,Sheffield,750,410799,0.18257103839103794
WEST BENGAL,2011,Silicon Valley,28453,410799,6.926258340453603
WEST BENGAL,2011,Stanford,34333,410799,8.357615281439342
WEST BENGAL,2011,UFlorida,20200,410799,4.917246633998622
WEST BENGAL,2011,UIUC,12600,410799,3.067193444969438
WEST BENGAL,2011,Work an Hour,17424,410799,4.241490363900594
WEST BENGAL,2011,Yale,14095,410799,3.431118381495573
WEST BENGAL,2012,Athens,2000,357573,0.559326347347255
WEST BENGAL,2012,Atlanta,39927,357573,11.166111535266925
WEST BENGAL,2012,Cleveland,2250,357573,0.6292421407656618
WEST BENGAL,2012,Cornell,25686,357573,7.183428278980795
WEST BENGAL,2012,DC,12500,357573,3.4957896709203435
WEST BENGAL,2012,Hartford,15000,357573,4.194947605104412
WEST BENGAL,2012,Minnesota,15286,357573,4.27493127277507
WEST BENGAL,2012,NYC/NJ,31017,357573,8.674312657834903
WEST BENGAL,2012,Princeton,9367,357573,2.6196049478008687
WEST BENGAL,2012,San Francisco,7604,357573,2.1265587726142634
WEST BENGAL,2012,Seattle,84611,357573,23.662580787699294
WEST BENGAL,2012,Silicon Valley,31176,357573,8.71877910244901
WEST BENGAL,2012,Stanford,25656,357573,7.175038383770587
WEST BENGAL,2012,UFlorida,13450,357573,3.7614696859102894
WEST BENGAL,2012,UIUC,15980,357573,4.469017515304567
WEST BENGAL,2012,Yale,26063,357573,7.288861295455754
WEST BENGAL,2013,Athens,3561,357183,0.9969679408034537
WEST BENGAL,2013,Atlanta,36969,357183,10.350156642393396
WEST BENGAL,2013,CentralNJ,31651,357183,8.861283991679334
WEST BENGAL,2013,Cleveland,6669,357183,1.8671101368206215
WEST BENGAL,2013,Cornell,12724,357183,3.562319595277491
WEST BENGAL,2013,Dallas,5961,357183,1.6688924164923864
WEST BENGAL,2013,Minnesota,7917,357183,2.2165108641788662
WEST BENGAL,2013,NYC/NJ,47350,357183,13.256509968279564
WEST BENGAL,2013,Princeton,8675,357183,2.428727011083954
WEST BENGAL,2013,San Francisco,18184,357183,5.090947777469813
WEST BENGAL,2013,Seattle,79621,357183,22.291374449511874
WEST BENGAL,2013,Silicon Valley,29222,357183,8.181240428575828
WEST BENGAL,2013,Stanford,32508,357183,9.10121702320659
WEST BENGAL,2013,UFlorida,7721,357183,2.1616370319976035
WEST BENGAL,2013,UIUC,19006,357183,5.321081910393271
WEST BENGAL,2013,Yale,9444,357183,2.6440228118359497
WEST BENGAL,2014,Athens,27868,378515,7.362455913239899
WEST BENGAL,2014,Atlanta,29091,378515,7.685560677912368
WEST BENGAL,2014,Cleveland,7974,378515,2.1066536332774133
WEST BENGAL,2014,Cornell,20193,378515,5.33479518645232
WEST BENGAL,2014,Delaware,3356,378515,0.8866227230096563
WEST BENGAL,2014,Minnesota,3772,378515,0.9965258972563834
WEST BENGAL,2014,NYC/NJ,67792,378515,17.90999035705322
WEST BENGAL,2014,Princeton,8604,378515,2.273093536583755
WEST BENGAL,2014,Research Triangle Park,801,378515,0.21161644848949182
WEST BENGAL,2014,San Francisco,33505,378515,8.851696762347595
WEST BENGAL,2014,Seattle,81265,378515,21.469426574904563
WEST BENGAL,2014,Sheffield,4518,378515,1.193611877996909
WEST BENGAL,2014,Silicon Valley,41287,378515,10.90762585366498
WEST BENGAL,2014,Stanford,22853,378515,6.037541444856875
WEST BENGAL,2014,UFlorida,6121,378515,1.6171089652986013
WEST BENGAL,2014,UIUC,7866,378515,2.078121078424897
WEST BENGAL,2014,Yale,11649,378515,3.077553069231074
WEST BENGAL,2015,Athens,36748,511776,7.180485212280373
WEST BENGAL,2015,Atlanta,24299,511776,4.747975676858625
WEST BENGAL,2015,CentralNJ,17235,511776,3.367684299380979
WEST BENGAL,2015,Colorado,3922,511776,0.7663509035202901
WEST BENGAL,2015,Cornell,29669,511776,5.7972628650034395
WEST BENGAL,2015,London,14620,511776,2.8567185643719126
WEST BENGAL,2015,Minnesota,4434,511776,0.8663946726692928
WEST BENGAL,2015,NYC/NJ,78094,511776,15.259410367035578
WEST BENGAL,2015,Princeton,8036,511776,1.5702182204714563
WEST BENGAL,2015,Research Triangle Park,1167,511776,0.22802945038454323
WEST BENGAL,2015,San Francisco,84455,511776,16.502336959919965
WEST BENGAL,2015,Seattle,40398,511776,7.893687863440254
WEST BENGAL,2015,Sheffield,11248,511776,2.1978365534921527
WEST BENGAL,2015,Silicon Valley,25945,511776,5.06960076283374
WEST BENGAL,2015,Stanford,49548,511776,9.681579441005441
WEST BENGAL,2015,UFlorida,9243,511776,1.8060635903207654
WEST BENGAL,2015,UIUC,29237,511776,5.712850934783968
WEST BENGAL,2015,Yale,43478,511776,8.495513662227225
WEST BENGAL,2016,Athens,36494,521732,6.994778928645358
WEST BENGAL,2016,Atlanta,26214,521732,5.024418667055117
WEST BENGAL,2016,Colorado,20471,521732,3.923661956713408
WEST BENGAL,2016,Cornell,41899,521732,8.03075142026941
WEST BENGAL,2016,Delaware,3332,521732,0.6386420614415064
WEST BENGAL,2016,London,13261,521732,2.5417264035941822
WEST BENGAL,2016,Minnesota,10633,521732,2.038019519600101
WEST BENGAL,2016,NYC/NJ,64976,521732,12.453903536681668
WEST BENGAL,2016,Princeton,9628,521732,1.845391887022456
WEST BENGAL,2016,Research Triangle Park,1719,521732,0.32947950288653943
WEST BENGAL,2016,San Francisco,60210,521732,11.540407718905492
WEST BENGAL,2016,Seattle,85532,521732,16.393857382717563
WEST BENGAL,2016,Silicon Valley,30755,521732,5.8947888954482375
WEST BENGAL,2016,Stanford,35422,521732,6.78930945389587
WEST BENGAL,2016,UFlorida,4406,521732,0.8444948747632885
WEST BENGAL,2016,UIUC,19700,521732,3.77588493709414
WEST BENGAL,2016,Yale,43859,521732,8.406423221117356
WEST BENGAL,2016,Zurich,13221,521732,2.5340596321483058
WEST BENGAL,2017,Athens,52172,625895,8.335583444507465
WEST BENGAL,2017,Atlanta,50882,625895,8.129478586663899
WEST BENGAL,2017,Bangalore,10154,625895,1.6223168422818524
WEST BENGAL,2017,Colorado,14575,625895,2.328665351217057
WEST BENGAL,2017,Cornell,34006,625895,5.433179686688662
WEST BENGAL,2017,Kansas City,7897,625895,1.2617132266594238
WEST BENGAL,2017,Minnesota,7705,625895,1.2310371547943346
WEST BENGAL,2017,NYC/NJ,76033,625895,12.147884229782951
WEST BENGAL,2017,Princeton,11835,625895,1.8908922423090133
WEST BENGAL,2017,San Diego,8021,625895,1.2815248564056272
WEST BENGAL,2017,San Francisco,68956,625895,11.017183393380678
WEST BENGAL,2017,Seattle,112578,625895,17.986723012645893
WEST BENGAL,2017,Silicon Valley,38931,625895,6.220052884269726
WEST BENGAL,2017,Stanford,40508,625895,6.4720120787032975
WEST BENGAL,2017,UFlorida,3577,625895,0.5715016096949169
WEST BENGAL,2017,UIUC,22926,625895,3.6629147061408065
WEST BENGAL,2017,Yale,20897,625895,3.338738925858171
WEST BENGAL,2017,Zurich,44242,625895,7.068597767996229
WEST BENGAL,2018,Athens,69662,541981,12.853218101741573
WEST BENGAL,2018,Atlanta,47218,541981,8.712113524274837
WEST BENGAL,2018,Bangalore,14868,541981,2.7432695980117385
WEST BENGAL,2018,Colorado,15979,541981,2.9482583337792283
WEST BENGAL,2018,Cornell,20887,541981,3.8538251340914167
WEST BENGAL,2018,Kansas City,7156,541981,1.3203414879857414
WEST BENGAL,2018,Minnesota,20006,541981,3.6912733103189965
WEST BENGAL,2018,NYC/NJ,77054,541981,14.217103551600518
WEST BENGAL,2018,Princeton,11483,541981,2.1187089584321224
WEST BENGAL,2018,San Diego,7029,541981,1.2969089322319418
WEST BENGAL,2018,San Francisco,65263,541981,12.041566032757606
WEST BENGAL,2018,Seattle,66511,541981,12.271832407409116
WEST BENGAL,2018,Silicon Valley,20766,541981,3.8314996282157496
WEST BENGAL,2018,Stanford,18792,541981,3.4672802183102363
WEST BENGAL,2018,UIUC,22461,541981,4.144241218788112
WEST BENGAL,2018,Yale,23069,541981,4.256422273105515
WEST BENGAL,2018,Zurich,33777,541981,6.2321372889455535
WEST BENGAL,2019,Athens,31223,519181,6.01389496148742
WEST BENGAL,2019,Atlanta,51027,519181,9.82836428914001
WEST BENGAL,2019,Bangalore,23026,519181,4.435062145956805
WEST BENGAL,2019,Chicago,12206,519181,2.3510105338985827
WEST BENGAL,2019,Colorado,13764,519181,2.6510985571505894
WEST BENGAL,2019,Cornell,46963,519181,9.045592962762505
WEST BENGAL,2019,General Funds,21776,519181,4.1942983275582115
WEST BENGAL,2019,London,12033,519181,2.3176888214322173
WEST BENGAL,2019,Minnesota,17694,519181,3.408060002195766
WEST BENGAL,2019,NYC/NJ,48921,519181,9.42272540790206
WEST BENGAL,2019,Research Triangle Park,4229,519181,0.8145521504061204
WEST BENGAL,2019,San Francisco,67400,519181,12.981985088052145
WEST BENGAL,2019,Seattle,48963,519181,9.430815072200254
WEST BENGAL,2019,Silicon Valley,17618,519181,3.3934215620371315
WEST BENGAL,2019,Stanford,50796,519181,9.78387113549995
WEST BENGAL,2019,UFlorida,7216,519181,1.3898813708513986
WEST BENGAL,2019,UIUC,15118,519181,2.911893925239945
WEST BENGAL,2019,Yale,19900,519181,3.832959988905603
WEST BENGAL,2019,Zurich,9308,519181,1.7928236973232843
WEST BENGAL,2020,Athens,30134,634567,4.748749934995044
WEST BENGAL,2020,Atlanta,64726,634567,10.200026159570227
WEST BENGAL,2020,Austin,18986,634567,2.991961447727348
WEST BENGAL,2020,Bangalore,42619,634567,6.716233274027801
WEST BENGAL,2020,Colorado,12563,634567,1.9797751852838232
WEST BENGAL,2020,Cornell,109257,634567,17.217567254521587
WEST BENGAL,2020,Kansas City,27938,634567,4.40268718669581
WEST BENGAL,2020,London,31549,634567,4.971736633011171
WEST BENGAL,2020,Minnesota,4285,634567,0.6752636049463651
WEST BENGAL,2020,NYC/NJ,13541,634567,2.1338960267394933
WEST BENGAL,2020,San Francisco,75082,634567,11.83200513105787
WEST BENGAL,2020,Seattle,108210,634567,17.052572856766897
WEST BENGAL,2020,Silicon Valley,23041,634567,3.630979865010314
WEST BENGAL,2020,Stanford,5061,634567,0.7975517163672237
WEST BENGAL,2020,UIUC,12087,634567,1.9047634055978326
WEST BENGAL,2020,Yale,28927,634567,4.558541493648425
WEST BENGAL,2020,Zurich,26561,634567,4.185688824032765
WEST BENGAL,2021,Athens,27380,563043,4.862861273472896
WEST BENGAL,2021,Atlanta,65163,563043,11.573361182005637
WEST BENGAL,2021,Austin,26595,563043,4.72344030562497
WEST BENGAL,2021,Bangalore,44484,563043,7.900639915601474
WEST BENGAL,2021,Colorado,13104,563043,2.327353328253792
WEST BENGAL,2021,Cornell,68805,563043,12.22020343028863
WEST BENGAL,2021,Kansas City,30667,563043,5.4466532751495
WEST BENGAL,2021,London,21615,563043,3.838960789850864
WEST BENGAL,2021,Minnesota,8953,563043,1.5901094587802354
WEST BENGAL,2021,NYC/NJ,16606,563043,2.9493306905511654
WEST BENGAL,2021,Princeton,1929,563043,0.3426026076161146
WEST BENGAL,2021,San Diego,16262,563043,2.8882341135579344
WEST BENGAL,2021,San Francisco,56811,563043,10.089993126635088
WEST BENGAL,2021,Seattle,59807,563043,10.622101686727301
WEST BENGAL,2021,Silicon Valley,18226,563043,3.2370529426704535
WEST BENGAL,2021,UIUC,8882,563043,1.577499409458958
WEST BENGAL,2021,Yale,9109,563043,1.6178160460213518
WEST BENGAL,2021,Zurich,68645,563043,12.191786417733637
WEST BENGAL,2022,Athens,33282,436070,7.632260875547504
WEST BENGAL,2022,Atlanta,39611,436070,9.083633361616254
WEST BENGAL,2022,Austin,35184,436070,8.06842938060403
WEST BENGAL,2022,Bangalore,56213,436070,12.890820281147523
WEST BENGAL,2022,Colorado,12108,436070,2.776618432820419
WEST BENGAL,2022,Cornell,30058,436070,6.892930034168826
WEST BENGAL,2022,Kansas City,15178,436070,3.4806338431903137
WEST BENGAL,2022,Minnesota,7070,436070,1.6212993326759466
WEST BENGAL,2022,NYC/NJ,26188,436070,6.005457839337721
WEST BENGAL,2022,San Francisco,60185,436070,13.801683215997432
WEST BENGAL,2022,Seattle,55594,436070,12.748870594170661
WEST BENGAL,2022,Silicon Valley,22622,436070,5.187699222601876
WEST BENGAL,2022,UIUC,8851,436070,2.029719999082716
WEST BENGAL,2022,Yale,14008,436070,3.2123282959157935
WEST BENGAL,2022,Zurich,19918,436070,4.567615291122984
WEST BENGAL,2023,Athens,29176,468454,6.228146200053794
WEST BENGAL,2023,Atlanta,47173,468454,10.069932159827859
WEST BENGAL,2023,Austin,22650,468454,4.8350531749115175
WEST BENGAL,2023,Bangalore,42687,468454,9.112314122624634
WEST BENGAL,2023,Colorado,20698,468454,4.418363382530622
WEST BENGAL,2023,Cornell,42749,468454,9.125549146767879
WEST BENGAL,2023,Minnesota,6532,468454,1.3943738339303327
WEST BENGAL,2023,NYC/NJ,35208,468454,7.515785968312791
WEST BENGAL,2023,San Diego,13497,468454,2.881179368732042
WEST BENGAL,2023,San Francisco,49228,468454,10.508609169737051
WEST BENGAL,2023,Seattle,54888,468454,11.716838793136573
WEST BENGAL,2023,Silicon Valley,44830,468454,9.56977632809198
WEST BENGAL,2023,Stanford,27619,468454,5.895776319553254
WEST BENGAL,2023,UIUC,10536,468454,2.249100231826391
WEST BENGAL,2023,Yale,20983,468454,4.479201799963284
WEST BENGAL,2024,Atlanta,43355,137786,31.465460932170174
WEST BENGAL,2024,Bangalore,20639,137786,14.979025445255687
WEST BENGAL,2024,San Diego,18047,137786,13.097847386526935
WEST BENGAL,2024,Seattle,55745,137786,40.4576662360472
