state,year,state_total_amount,state_percentage,pop_adj_units,total_amount
BIHAR,2019,144138,1.4677310562922485,0.1706664018944475,3273488.0
BIHAR,2020,101140,1.5604393298596562,0.18144643370461117,3240754.0
BIHAR,2021,159240,2.4434863228292882,0.28412631660805676,3258459.0
BIHAR,2022,134514,2.241842459376876,0.26067935574149725,3000077.0
BIHAR,2023,174180,2.865624613375942,0.3332121643460398,3039128.0
BIHAR,2024,20338,2.313452445004601,0.26900609825634897,879119.0
BIMARU,1992,4000,40.816326530612244,1.1097726020449779,4900.0
BIMARU,1993,2000,16.920473773265652,0.46005801607617525,11820.0
BIMARU,1994,2800,13.164080865068172,0.3579238387413516,21270.0
BIMARU,1995,1000,3.364511136531862,0.09147913582565763,29722.0
BIMARU,1996,10100,15.01030558293754,0.4081216341645379,44636.0
BIMARU,1997,10624,7.507150211646264,0.20411512579586893,87410.0
BIMARU,1998,100568,25.36781343800508,0.6897363560185181,108275.0
BIMARU,1999,561219,20.409240701321306,0.5549155958922566,414817.0
BIMARU,2000,363605,15.689271896550094,0.4265823403722258,528565.0
BIMARU,2001,1392845,24.670857178597117,0.6707865134614077,767448.0
BIMARU,2002,1533216,23.892413130084556,0.6496210644684346,823818.0
BIMARU,2003,1537967,16.060140099094482,0.4366660349409848,942333.0
BIMARU,2004,1408352,16.196806718062195,0.4403819222399248,1053399.0
BIMARU,2005,1275221,10.877234684887943,0.2957457974628984,1489248.0
BIMARU,2006,3476567,20.300549601494215,0.5519603469777377,1230346.0
BIMARU,2007,3838701,15.46669891522617,0.4205307081548212,2323618.0
BIMARU,2008,5228029,16.338823152044505,0.4442432679530303,3092634.0
BIMARU,2009,4607518,20.395265657631064,0.5545356224375612,2414781.0
BIMARU,2010,5149718,18.194363902443207,0.49469436097890657,3033269.0
BIMARU,2011,4322584,17.304042144171994,0.47048702096772593,2303901.0
BIMARU,2012,2742327,20.432301495232768,0.5555426057052331,1898166.0
BIMARU,2013,3308899,17.977137910803165,0.4887881103565394,2560046.0
BIMARU,2014,4356523,21.89718378281234,0.5953719182906643,2848928.0
BIMARU,2015,2861328,17.434058169350646,0.4740220824206923,2955749.0
BIMARU,2016,4820261,18.075632886548,0.4914661324817966,3744826.0
BIMARU,2017,8305031,21.361587740070235,0.5808093678476912,4304886.0
BIMARU,2018,5683832,19.100580537742683,0.5193338736165388,3622848.0
BIMARU,2019,5563868,19.68374406749009,0.5351897568582639,3273488.0
BIMARU,2020,4798378,22.117075223852225,0.6013506409595755,3240754.0
BIMARU,2021,4621973,22.12165321091964,0.6014751138127638,3258459.0
