state,year,chapter,chapter_amount,state_total_amount,percentage,Population,% of Total
ANDAMAN AND NICOBAR ISLANDS,2005,Seattle,2680.0,2680.0,100.0,380581,0.03
ANDHRA PRADESH,1995,NYC/NJ,1500.0,3000.0,50.0,49577103,4.1
ANDHRA PRADESH,1995,Stanford,1500.0,3000.0,50.0,49577103,4.1
ANDHRA PRADESH,1996,NYC/NJ,2500.0,4000.0,62.5,49577103,4.1
ANDHRA PRADESH,1996,Stanford,1500.0,4000.0,37.5,49577103,4.1
ANDHRA PRADESH,1997,Arizona,3000.0,9430.0,31.81336161187699,49577103,4.1
ANDHRA PRADESH,1997,Boston,2430.0,9430.0,25.768822905620357,49577103,4.1
ANDHRA PRADESH,1997,Cleveland,1500.0,9430.0,15.906680805938494,49577103,4.1
ANDHRA PRADESH,1997,NYC/NJ,2500.0,9430.0,26.511134676564158,49577103,4.1
ANDHRA PRADESH,1998,Arizona,2100.0,4600.0,45.65217391304348,49577103,4.1
ANDHRA PRADESH,1998,NYC/NJ,2500.0,4600.0,54.347826086956516,49577103,4.1
ANDHRA PRADESH,1999,Arizona,3250.0,29316.0,11.086096329649338,49577103,4.1
ANDHRA PRADESH,1999,Boston,7700.0,29316.0,26.26552053486151,49577103,4.1
ANDHRA PRADESH,1999,Corvallis,1436.0,29316.0,4.898349024423522,49577103,4.1
ANDHRA PRADESH,1999,NYC/NJ,5250.0,29316.0,17.908309455587393,49577103,4.1
ANDHRA PRADESH,1999,Seattle,1680.0,29316.0,5.730659025787966,49577103,4.1
ANDHRA PRADESH,1999,Silicon Valley,10000.0,29316.0,34.11106562969027,49577103,4.1
ANDHRA PRADESH,2000,Arizona,2700.0,45058.0,5.992276621243731,49577103,4.1
ANDHRA PRADESH,2000,Corvallis,510.0,45058.0,1.1318744729015935,49577103,4.1
ANDHRA PRADESH,2000,Delaware,2000.0,45058.0,4.438723423143505,49577103,4.1
ANDHRA PRADESH,2000,NYC/NJ,9750.0,45058.0,21.63877668782458,49577103,4.1
ANDHRA PRADESH,2000,Seattle,7800.0,45058.0,17.311021350259665,49577103,4.1
ANDHRA PRADESH,2000,Silicon Valley,16948.0,45058.0,37.613742287718054,49577103,4.1
ANDHRA PRADESH,2000,Work an Hour,5350.0,45058.0,11.873585156908872,49577103,4.1
ANDHRA PRADESH,2001,Delaware,5000.0,60554.0,8.257092842751925,49577103,4.1
ANDHRA PRADESH,2001,NYC/NJ,6100.0,60554.0,10.073653268157347,49577103,4.1
ANDHRA PRADESH,2001,Portland,1500.0,60554.0,2.477127852825577,49577103,4.1
ANDHRA PRADESH,2001,Seattle,15844.0,60554.0,26.165075800112298,49577103,4.1
ANDHRA PRADESH,2001,Silicon Valley,24260.0,60554.0,40.06341447303233,49577103,4.1
ANDHRA PRADESH,2001,Stanford,2500.0,60554.0,4.128546421375963,49577103,4.1
ANDHRA PRADESH,2001,Work an Hour,5350.0,60554.0,8.83508934174456,49577103,4.1
ANDHRA PRADESH,2002,Berkeley,1200.0,75790.0,1.5833223380393193,49577103,4.1
ANDHRA PRADESH,2002,Corvallis,1450.0,75790.0,1.9131811584641774,49577103,4.1
ANDHRA PRADESH,2002,Delaware,4000.0,75790.0,5.27774112679773,49577103,4.1
ANDHRA PRADESH,2002,NYC/NJ,9500.0,75790.0,12.53463517614461,49577103,4.1
ANDHRA PRADESH,2002,Portland,2000.0,75790.0,2.638870563398865,49577103,4.1
ANDHRA PRADESH,2002,Seattle,16893.0,75790.0,22.289220213748514,49577103,4.1
ANDHRA PRADESH,2002,Silicon Valley,19600.0,75790.0,25.860931521308878,49577103,4.1
ANDHRA PRADESH,2002,Stanford,2500.0,75790.0,3.2985882042485812,49577103,4.1
ANDHRA PRADESH,2002,UIUC,2200.0,75790.0,2.9027576197387517,49577103,4.1
ANDHRA PRADESH,2002,Work an Hour,16447.0,75790.0,21.70075207811057,49577103,4.1
ANDHRA PRADESH,2003,Berkeley,5056.0,125526.0,4.027850803817536,49577103,4.1
ANDHRA PRADESH,2003,Boston,6000.0,125526.0,4.779886238707519,49577103,4.1
ANDHRA PRADESH,2003,CentralNJ,2620.0,125526.0,2.087216990902283,49577103,4.1
ANDHRA PRADESH,2003,Delaware,15351.0,125526.0,12.229338941733186,49577103,4.1
ANDHRA PRADESH,2003,Houston,30645.0,125526.0,24.413268964198654,49577103,4.1
ANDHRA PRADESH,2003,NYC/NJ,3716.0,125526.0,2.960342877172857,49577103,4.1
ANDHRA PRADESH,2003,Seattle,59513.0,125526.0,47.41089495403343,49577103,4.1
ANDHRA PRADESH,2003,Silicon Valley,2625.0,125526.0,2.0912002294345395,49577103,4.1
ANDHRA PRADESH,2004,Berkeley,8400.0,128625.0,6.530612244897959,49577103,4.1
ANDHRA PRADESH,2004,Boston,6400.0,128625.0,4.975704567541302,49577103,4.1
ANDHRA PRADESH,2004,Delaware,8000.0,128625.0,6.219630709426627,49577103,4.1
ANDHRA PRADESH,2004,NYC/NJ,3500.0,128625.0,2.7210884353741496,49577103,4.1
ANDHRA PRADESH,2004,Seattle,41409.0,128625.0,32.1935860058309,49577103,4.1
ANDHRA PRADESH,2004,Silicon Valley,55416.0,128625.0,43.08338192419825,49577103,4.1
ANDHRA PRADESH,2004,Toledo,5500.0,128625.0,4.275996112730807,49577103,4.1
ANDHRA PRADESH,2005,Berkeley,1500.0,69644.0,2.153810809258515,49577103,4.1
ANDHRA PRADESH,2005,Boston,7000.0,69644.0,10.051117109873069,49577103,4.1
ANDHRA PRADESH,2005,CentralNJ,9000.0,69644.0,12.922864855551088,49577103,4.1
ANDHRA PRADESH,2005,Cincinnati,1000.0,69644.0,1.4358738728390097,49577103,4.1
ANDHRA PRADESH,2005,Cornell,1000.0,69644.0,1.4358738728390097,49577103,4.1
ANDHRA PRADESH,2005,Delaware,15725.0,69644.0,22.57911665039343,49577103,4.1
ANDHRA PRADESH,2005,NYC/NJ,13500.0,69644.0,19.38429728332663,49577103,4.1
ANDHRA PRADESH,2005,Seattle,7750.0,69644.0,11.128022514502327,49577103,4.1
ANDHRA PRADESH,2005,Silicon Valley,6585.0,69644.0,9.455229452644879,49577103,4.1
ANDHRA PRADESH,2005,Toledo,6584.0,69644.0,9.453793578772041,49577103,4.1
ANDHRA PRADESH,2006,Berkeley,1500.0,113190.0,1.3252054068380599,49577103,4.1
ANDHRA PRADESH,2006,Boston,44000.0,113190.0,38.87269193391643,49577103,4.1
ANDHRA PRADESH,2006,NYC/NJ,13000.0,113190.0,11.485113525929853,49577103,4.1
ANDHRA PRADESH,2006,Seattle,24350.0,113190.0,21.51250110433784,49577103,4.1
ANDHRA PRADESH,2006,Silicon Valley,3980.0,113190.0,3.5162116794769855,49577103,4.1
ANDHRA PRADESH,2006,Toledo,18000.0,113190.0,15.90246488205672,49577103,4.1
ANDHRA PRADESH,2006,UFlorida,1000.0,113190.0,0.8834702712253734,49577103,4.1
ANDHRA PRADESH,2006,Work an Hour,7360.0,113190.0,6.502341196218747,49577103,4.1
ANDHRA PRADESH,2007,Atlanta,5600.0,153704.0,3.6433664706188513,49577103,4.1
ANDHRA PRADESH,2007,Bangalore,1890.0,153704.0,1.2296361838338625,49577103,4.1
ANDHRA PRADESH,2007,Boston,20730.0,153704.0,13.486961952844428,49577103,4.1
ANDHRA PRADESH,2007,CentralNJ,2500.0,153704.0,1.6265028886691302,49577103,4.1
ANDHRA PRADESH,2007,DC,9517.0,153704.0,6.191771196585645,49577103,4.1
ANDHRA PRADESH,2007,Delaware,923.0,153704.0,0.6005048664966429,49577103,4.1
ANDHRA PRADESH,2007,NYC/NJ,34000.0,153704.0,22.120439285900172,49577103,4.1
ANDHRA PRADESH,2007,Princeton,4000.0,153704.0,2.6024046218706083,49577103,4.1
ANDHRA PRADESH,2007,Seattle,35120.0,153704.0,22.84911258002394,49577103,4.1
ANDHRA PRADESH,2007,Silicon Valley,30924.0,153704.0,20.119190131681673,49577103,4.1
ANDHRA PRADESH,2007,Toledo,5000.0,153704.0,3.2530057773382604,49577103,4.1
ANDHRA PRADESH,2007,Work an Hour,3500.0,153704.0,2.2771040441367822,49577103,4.1
ANDHRA PRADESH,2008,Bangalore,1875.0,256360.0,0.7313933530972071,49577103,4.1
ANDHRA PRADESH,2008,Boston,28730.0,256360.0,11.206896551724139,49577103,4.1
ANDHRA PRADESH,2008,CentralNJ,7360.0,256360.0,2.8709627086909033,49577103,4.1
ANDHRA PRADESH,2008,Cincinnati,3230.0,256360.0,1.259946949602122,49577103,4.1
ANDHRA PRADESH,2008,Delaware,1327.0,256360.0,0.51763145576533,49577103,4.1
ANDHRA PRADESH,2008,Knoxville,5032.0,256360.0,1.9628647214854114,49577103,4.1
ANDHRA PRADESH,2008,NYC/NJ,53723.0,256360.0,20.95607739116867,49577103,4.1
ANDHRA PRADESH,2008,San Francisco,7500.0,256360.0,2.9255734123888284,49577103,4.1
ANDHRA PRADESH,2008,Seattle,56835.0,256360.0,22.16999531908254,49577103,4.1
ANDHRA PRADESH,2008,Silicon Valley,54153.0,256360.0,21.123810266812296,49577103,4.1
ANDHRA PRADESH,2008,Work an Hour,36595.0,256360.0,14.274847870182555,49577103,4.1
ANDHRA PRADESH,2009,Bangalore,6400.0,182541.0,3.50606165190286,49577103,4.1
ANDHRA PRADESH,2009,Boston,26450.0,182541.0,14.48989542075479,49577103,4.1
ANDHRA PRADESH,2009,CentralNJ,7876.0,182541.0,4.314647120372958,49577103,4.1
ANDHRA PRADESH,2009,Cincinnati,4170.0,182541.0,2.2844182950679572,49577103,4.1
ANDHRA PRADESH,2009,DC,9373.0,182541.0,5.134736853638361,49577103,4.1
ANDHRA PRADESH,2009,Knoxville,1250.0,182541.0,0.6847776663872773,49577103,4.1
ANDHRA PRADESH,2009,NYC/NJ,30827.0,182541.0,16.88771289737648,49577103,4.1
ANDHRA PRADESH,2009,New River Valley,2500.0,182541.0,1.3695553327745547,49577103,4.1
ANDHRA PRADESH,2009,Princeton,4000.0,182541.0,2.191288532439288,49577103,4.1
ANDHRA PRADESH,2009,San Francisco,7325.0,182541.0,4.012797125029445,49577103,4.1
ANDHRA PRADESH,2009,Seattle,24530.0,182541.0,13.438076925183932,49577103,4.1
ANDHRA PRADESH,2009,Silicon Valley,57840.0,182541.0,31.6860321790721,49577103,4.1
ANDHRA PRADESH,2010,Bangalore,3049.0,202621.0,1.5047798599355446,49577103,4.1
ANDHRA PRADESH,2010,Boston,18550.0,202621.0,9.155023418105724,49577103,4.1
ANDHRA PRADESH,2010,CentralNJ,9850.0,202621.0,4.861292758401152,49577103,4.1
ANDHRA PRADESH,2010,Chicago,10000.0,202621.0,4.935322597361576,49577103,4.1
ANDHRA PRADESH,2010,DC,3500.0,202621.0,1.7273629090765519,49577103,4.1
ANDHRA PRADESH,2010,Dallas,1300.0,202621.0,0.641591937657005,49577103,4.1
ANDHRA PRADESH,2010,Hyderabad,16560.0,202621.0,8.172894221230772,49577103,4.1
ANDHRA PRADESH,2010,Kansas City,11300.0,202621.0,5.576914535018582,49577103,4.1
ANDHRA PRADESH,2010,Knoxville,1250.0,202621.0,0.616915324670197,49577103,4.1
ANDHRA PRADESH,2010,Minnesota,3270.0,202621.0,1.6138504893372356,49577103,4.1
ANDHRA PRADESH,2010,NYC/NJ,23694.0,202621.0,11.69375336218852,49577103,4.1
ANDHRA PRADESH,2010,New River Valley,2500.0,202621.0,1.233830649340394,49577103,4.1
ANDHRA PRADESH,2010,Princeton,4260.0,202621.0,2.1024474264760316,49577103,4.1
ANDHRA PRADESH,2010,Seattle,31480.0,202621.0,15.536395536494243,49577103,4.1
ANDHRA PRADESH,2010,Silicon Valley,54558.0,202621.0,26.92613302668529,49577103,4.1
ANDHRA PRADESH,2010,UFlorida,5000.0,202621.0,2.467661298680788,49577103,4.1
ANDHRA PRADESH,2010,Work an Hour,2500.0,202621.0,1.233830649340394,49577103,4.1
ANDHRA PRADESH,2011,Atlanta,1600.0,103636.0,1.5438650661932147,49577103,4.1
ANDHRA PRADESH,2011,Bangalore,20493.0,103636.0,19.774016750935967,49577103,4.1
ANDHRA PRADESH,2011,Boston,18950.0,103636.0,18.285151877725887,49577103,4.1
ANDHRA PRADESH,2011,Kansas City,13300.0,103636.0,12.833378362731096,49577103,4.1
ANDHRA PRADESH,2011,Knoxville,2500.0,103636.0,2.412289165926898,49577103,4.1
ANDHRA PRADESH,2011,Minnesota,3270.0,103636.0,3.1552742290323827,49577103,4.1
ANDHRA PRADESH,2011,NYC/NJ,8257.0,103636.0,7.9673086572233585,49577103,4.1
ANDHRA PRADESH,2011,New River Valley,2450.0,103636.0,2.3640433826083598,49577103,4.1
ANDHRA PRADESH,2011,Princeton,5048.0,103636.0,4.8708942838395926,49577103,4.1
ANDHRA PRADESH,2011,Seattle,10450.0,103636.0,10.083368713574433,49577103,4.1
ANDHRA PRADESH,2011,Silicon Valley,17318.0,103636.0,16.710409510208805,49577103,4.1
ANDHRA PRADESH,2012,Bangalore,6554.0,144812.0,4.525868021987129,49577103,4.1
ANDHRA PRADESH,2012,Boston,33800.0,144812.0,23.340607132005633,49577103,4.1
ANDHRA PRADESH,2012,CentralNJ,11520.0,144812.0,7.955141839074111,49577103,4.1
ANDHRA PRADESH,2012,Cincinnati,4000.0,144812.0,2.762202027456288,49577103,4.1
ANDHRA PRADESH,2012,Kansas City,8220.0,144812.0,5.676325166422672,49577103,4.1
ANDHRA PRADESH,2012,Minnesota,3461.0,144812.0,2.389995304256553,49577103,4.1
ANDHRA PRADESH,2012,NYC/NJ,18760.0,144812.0,12.954727508769992,49577103,4.1
ANDHRA PRADESH,2012,New River Valley,2300.0,144812.0,1.5882661657873658,49577103,4.1
ANDHRA PRADESH,2012,Princeton,5040.0,144812.0,3.4803745545949227,49577103,4.1
ANDHRA PRADESH,2012,Seattle,25203.0,144812.0,17.403944424495208,49577103,4.1
ANDHRA PRADESH,2012,Silicon Valley,20954.0,144812.0,14.469795320829764,49577103,4.1
ANDHRA PRADESH,2012,UFlorida,5000.0,144812.0,3.4527525343203602,49577103,4.1
ANDHRA PRADESH,2013,Bangalore,27602.0,219594.0,12.569560188347587,49577103,4.1
ANDHRA PRADESH,2013,Boston,15940.0,219594.0,7.258850423964224,49577103,4.1
ANDHRA PRADESH,2013,Hyderabad,5594.0,219594.0,2.5474284361139197,49577103,4.1
ANDHRA PRADESH,2013,Kansas City,16758.0,219594.0,7.631356047979453,49577103,4.1
ANDHRA PRADESH,2013,Minnesota,5101.0,219594.0,2.322923212838238,49577103,4.1
ANDHRA PRADESH,2013,New River Valley,3796.0,219594.0,1.7286446806379043,49577103,4.1
ANDHRA PRADESH,2013,Seattle,47325.0,219594.0,21.55113527692013,49577103,4.1
ANDHRA PRADESH,2013,Silicon Valley,25658.0,219594.0,11.684290099000885,49577103,4.1
ANDHRA PRADESH,2013,Toledo,71820.0,219594.0,32.70581163419766,49577103,4.1
ANDHRA PRADESH,2014,Bangalore,9567.0,154298.0,6.200339602587201,49577103,4.1
ANDHRA PRADESH,2014,Boston,18555.0,154298.0,12.025431308247676,49577103,4.1
ANDHRA PRADESH,2014,Kansas City,14632.0,154298.0,9.48294858002048,49577103,4.1
ANDHRA PRADESH,2014,Minnesota,6059.0,154298.0,3.9268169386511813,49577103,4.1
ANDHRA PRADESH,2014,NYC/NJ,17473.0,154298.0,11.324190851469234,49577103,4.1
ANDHRA PRADESH,2014,San Francisco,6731.0,154298.0,4.36233781384075,49577103,4.1
ANDHRA PRADESH,2014,Seattle,71841.0,154298.0,46.559903563234776,49577103,4.1
ANDHRA PRADESH,2014,Silicon Valley,9440.0,154298.0,6.118031341948696,49577103,4.1
ANDHRA PRADESH,2015,Bangalore,39268.0,258982.0,15.16244372195751,49577103,4.1
ANDHRA PRADESH,2015,Boston,27479.0,258982.0,10.610389911267964,49577103,4.1
ANDHRA PRADESH,2015,Kansas City,8235.0,258982.0,3.179757666555977,49577103,4.1
ANDHRA PRADESH,2015,London,9665.0,258982.0,3.7319195928674582,49577103,4.1
ANDHRA PRADESH,2015,Minnesota,52302.0,258982.0,20.19522592303712,49577103,4.1
ANDHRA PRADESH,2015,NYC/NJ,8680.0,258982.0,3.3515842799885704,49577103,4.1
ANDHRA PRADESH,2015,New River Valley,1348.0,258982.0,0.5204994941733402,49577103,4.1
ANDHRA PRADESH,2015,San Francisco,6555.0,258982.0,2.5310639349452857,49577103,4.1
ANDHRA PRADESH,2015,Seattle,80471.0,258982.0,31.072043616930905,49577103,4.1
ANDHRA PRADESH,2015,Silicon Valley,18257.0,258982.0,7.049524677390706,49577103,4.1
ANDHRA PRADESH,2015,UFlorida,6722.0,258982.0,2.5955471808851582,49577103,4.1
ANDHRA PRADESH,2016,Bangalore,7552.0,314592.0,2.4005696266910794,49577103,4.1
ANDHRA PRADESH,2016,Boston,12027.0,314592.0,3.8230469942020138,49577103,4.1
ANDHRA PRADESH,2016,Frankfurt,4354.0,314592.0,1.3840148509815888,49577103,4.1
ANDHRA PRADESH,2016,Kansas City,31188.0,314592.0,9.913793103448276,49577103,4.1
ANDHRA PRADESH,2016,London,9602.0,314592.0,3.052207303427932,49577103,4.1
ANDHRA PRADESH,2016,Minnesota,75076.0,314592.0,23.864561082290713,49577103,4.1
ANDHRA PRADESH,2016,NYC/NJ,22039.0,314592.0,7.005581832977318,49577103,4.1
ANDHRA PRADESH,2016,San Francisco,8395.0,314592.0,2.6685357542467703,49577103,4.1
ANDHRA PRADESH,2016,Seattle,122406.0,314592.0,38.9094446139762,49577103,4.1
ANDHRA PRADESH,2016,Silicon Valley,8740.0,314592.0,2.7782016071610216,49577103,4.1
ANDHRA PRADESH,2016,UFlorida,13213.0,314592.0,4.200043230597091,49577103,4.1
ANDHRA PRADESH,2017,Bangalore,71836.0,244402.0,29.392558162371827,49577103,4.1
ANDHRA PRADESH,2017,Boston,25313.0,244402.0,10.357116553874354,49577103,4.1
ANDHRA PRADESH,2017,Frankfurt,9433.0,244402.0,3.859624716655347,49577103,4.1
ANDHRA PRADESH,2017,Kansas City,9162.0,244402.0,3.748741826989959,49577103,4.1
ANDHRA PRADESH,2017,NYC/NJ,10258.0,244402.0,4.197183329105327,49577103,4.1
ANDHRA PRADESH,2017,San Diego,5142.0,244402.0,2.103910769960966,49577103,4.1
ANDHRA PRADESH,2017,Seattle,89715.0,244402.0,36.707964746606,49577103,4.1
ANDHRA PRADESH,2017,Silicon Valley,23543.0,244402.0,9.632899894436216,49577103,4.1
ANDHRA PRADESH,2018,Austin,10254.0,221790.0,4.623292303530366,49577103,4.1
ANDHRA PRADESH,2018,Bangalore,9029.0,221790.0,4.070968032823842,49577103,4.1
ANDHRA PRADESH,2018,Boston,25831.0,221790.0,11.64660264213896,49577103,4.1
ANDHRA PRADESH,2018,Danbury,7342.0,221790.0,3.3103386085937143,49577103,4.1
ANDHRA PRADESH,2018,Frankfurt,8648.0,221790.0,3.899183912710221,49577103,4.1
ANDHRA PRADESH,2018,Kansas City,16400.0,221790.0,7.394382073132243,49577103,4.1
ANDHRA PRADESH,2018,San Diego,2522.0,221790.0,1.1371116822219216,49577103,4.1
ANDHRA PRADESH,2018,Seattle,108706.0,221790.0,49.013030344019114,49577103,4.1
ANDHRA PRADESH,2018,Silicon Valley,33058.0,221790.0,14.905090400829613,49577103,4.1
ANDHRA PRADESH,2019,Austin,10709.0,150777.0,7.102542164919052,49577103,4.1
ANDHRA PRADESH,2019,Bangalore,15163.0,150777.0,10.05657361533921,49577103,4.1
ANDHRA PRADESH,2019,Boston,13184.0,150777.0,8.74403921022437,49577103,4.1
ANDHRA PRADESH,2019,Frankfurt,8788.0,150777.0,5.828475165310358,49577103,4.1
ANDHRA PRADESH,2019,Kansas City,9497.0,150777.0,6.298706036066509,49577103,4.1
ANDHRA PRADESH,2019,Seattle,77077.0,150777.0,51.1198657620194,49577103,4.1
ANDHRA PRADESH,2019,Silicon Valley,16359.0,150777.0,10.849798046121093,49577103,4.1
ANDHRA PRADESH,2020,Austin,11147.0,153822.0,7.246687729973606,49577103,4.1
ANDHRA PRADESH,2020,Bangalore,16421.0,153822.0,10.675326026186111,49577103,4.1
ANDHRA PRADESH,2020,Boston,6774.0,153822.0,4.403791395249054,49577103,4.1
ANDHRA PRADESH,2020,Frankfurt,9881.0,153822.0,6.423658514386759,49577103,4.1
ANDHRA PRADESH,2020,Kansas City,17127.0,153822.0,11.134298084799314,49577103,4.1
ANDHRA PRADESH,2020,Seattle,55892.0,153822.0,36.33550467423385,49577103,4.1
ANDHRA PRADESH,2020,Silicon Valley,11681.0,153822.0,7.5938422332306175,49577103,4.1
ANDHRA PRADESH,2020,Stanford,24899.0,153822.0,16.186891341940683,49577103,4.1
ANDHRA PRADESH,2021,Bangalore,21559.0,171638.0,12.560738298045887,49577103,4.1
ANDHRA PRADESH,2021,Boston,16175.0,171638.0,9.423903797527354,49577103,4.1
ANDHRA PRADESH,2021,Danbury,9414.0,171638.0,5.4847994033955185,49577103,4.1
ANDHRA PRADESH,2021,Frankfurt,12153.0,171638.0,7.080599867162284,49577103,4.1
ANDHRA PRADESH,2021,Kansas City,18134.0,171638.0,10.565259441382445,49577103,4.1
ANDHRA PRADESH,2021,London,4110.0,171638.0,2.3945746279961315,49577103,4.1
ANDHRA PRADESH,2021,Seattle,90093.0,171638.0,52.49012456449038,49577103,4.1
ANDHRA PRADESH,2022,Bangalore,15685.0,168675.0,9.29894768045057,49577103,4.1
ANDHRA PRADESH,2022,Boston,17508.0,168675.0,10.379724321920854,49577103,4.1
ANDHRA PRADESH,2022,Danbury,12598.0,168675.0,7.468800948569735,49577103,4.1
ANDHRA PRADESH,2022,Frankfurt,7504.0,168675.0,4.448792055728472,49577103,4.1
ANDHRA PRADESH,2022,Kansas City,25927.0,168675.0,15.370979694679116,49577103,4.1
ANDHRA PRADESH,2022,Seattle,89453.0,168675.0,53.03275529865126,49577103,4.1
ANDHRA PRADESH,2023,Bangalore,9523.0,164235.0,5.79839863610071,49577103,4.1
ANDHRA PRADESH,2023,Boston,17876.0,164235.0,10.884403446281244,49577103,4.1
ANDHRA PRADESH,2023,Danbury,11691.0,164235.0,7.118458306694675,49577103,4.1
ANDHRA PRADESH,2023,Frankfurt,6326.0,164235.0,3.851797728864128,49577103,4.1
ANDHRA PRADESH,2023,Kansas City,31930.0,164235.0,19.441653727889914,49577103,4.1
ANDHRA PRADESH,2023,Seattle,86889.0,164235.0,52.90528815416933,49577103,4.1
ANDHRA PRADESH,2024,Kansas City,23382.0,70536.0,33.14903028240898,49577103,4.1
ANDHRA PRADESH,2024,Seattle,47154.0,70536.0,66.85096971759101,49577103,4.1
ASSAM,2000,Berkeley,2320.0,4820.0,48.13278008298755,31205576,2.58
ASSAM,2000,St. Louis,2500.0,4820.0,51.867219917012456,31205576,2.58
ASSAM,2001,Detroit,2500.0,10870.0,22.999080036798528,31205576,2.58
ASSAM,2001,Seattle,2500.0,10870.0,22.999080036798528,31205576,2.58
ASSAM,2001,Silicon Valley,5870.0,10870.0,54.00183992640294,31205576,2.58
ASSAM,2002,Silicon Valley,4800.0,4800.0,100.0,31205576,2.58
ASSAM,2003,Detroit,5000.0,21536.0,23.216939078751857,31205576,2.58
ASSAM,2003,Seattle,2500.0,21536.0,11.608469539375928,31205576,2.58
ASSAM,2003,Silicon Valley,14036.0,21536.0,65.17459138187222,31205576,2.58
ASSAM,2004,Detroit,5500.0,21103.0,26.0626451215467,31205576,2.58
ASSAM,2004,Seattle,3500.0,21103.0,16.585319622802444,31205576,2.58
ASSAM,2004,Silicon Valley,6503.0,21103.0,30.815523859166944,31205576,2.58
ASSAM,2004,Stamford,5600.0,21103.0,26.536511396483913,31205576,2.58
ASSAM,2005,Detroit,5000.0,43273.0,11.554549025951518,31205576,2.58
ASSAM,2005,Silicon Valley,31735.0,43273.0,73.33672266771428,31205576,2.58
ASSAM,2005,Stamford,6538.0,43273.0,15.108728306334203,31205576,2.58
ASSAM,2006,Detroit,8700.0,46052.0,18.89168765743073,31205576,2.58
ASSAM,2006,Silicon Valley,25250.0,46052.0,54.8293233735777,31205576,2.58
ASSAM,2006,Stamford,6500.0,46052.0,14.114479284287325,31205576,2.58
ASSAM,2006,Work an Hour,5602.0,46052.0,12.164509684704248,31205576,2.58
ASSAM,2007,Austin,2026.0,64577.0,3.1373399197856826,31205576,2.58
ASSAM,2007,Detroit,7051.0,64577.0,10.918748161109992,31205576,2.58
ASSAM,2007,Irvine,2000.0,64577.0,3.0970779069947505,31205576,2.58
ASSAM,2007,Silicon Valley,46500.0,64577.0,72.00706133762796,31205576,2.58
ASSAM,2007,Stamford,7000.0,64577.0,10.839772674481626,31205576,2.58
ASSAM,2008,Atlanta,5500.0,151915.0,3.620445643945627,31205576,2.58
ASSAM,2008,Austin,11329.0,151915.0,7.45745976368364,31205576,2.58
ASSAM,2008,Berkeley,1000.0,151915.0,0.6582628443537505,31205576,2.58
ASSAM,2008,Dallas,1000.0,151915.0,0.6582628443537505,31205576,2.58
ASSAM,2008,Detroit,11214.0,151915.0,7.381759536582957,31205576,2.58
ASSAM,2008,Irvine,2000.0,151915.0,1.316525688707501,31205576,2.58
ASSAM,2008,Madison,1000.0,151915.0,0.6582628443537505,31205576,2.58
ASSAM,2008,Seattle,14530.0,151915.0,9.564559128459994,31205576,2.58
ASSAM,2008,Silicon Valley,91454.0,151915.0,60.20077016752789,31205576,2.58
ASSAM,2008,Stamford,5000.0,151915.0,3.291314221768752,31205576,2.58
ASSAM,2008,Work an Hour,7888.0,151915.0,5.192377316262384,31205576,2.58
ASSAM,2009,Detroit,13670.0,30577.0,44.70680576904209,31205576,2.58
ASSAM,2009,Stamford,9000.0,30577.0,29.43388821663342,31205576,2.58
ASSAM,2009,Work an Hour,7907.0,30577.0,25.85930601432449,31205576,2.58
ASSAM,2010,Detroit,5080.0,102636.0,4.949530379204178,31205576,2.58
ASSAM,2010,Silicon Valley,73105.0,102636.0,71.22744456136249,31205576,2.58
ASSAM,2010,Stamford,6800.0,102636.0,6.625355625706379,31205576,2.58
ASSAM,2010,Work an Hour,17651.0,102636.0,17.197669433726958,31205576,2.58
ASSAM,2011,Danbury,2000.0,49530.0,4.037956793862306,31205576,2.58
ASSAM,2011,Detroit,6000.0,49530.0,12.113870381586917,31205576,2.58
ASSAM,2011,Silicon Valley,26230.0,49530.0,52.95780335150414,31205576,2.58
ASSAM,2011,Stamford,15300.0,49530.0,30.890369473046636,31205576,2.58
ASSAM,2012,Detroit,5000.0,48593.0,10.289547877266273,31205576,2.58
ASSAM,2012,Silicon Valley,35913.0,48593.0,73.90570658325272,31205576,2.58
ASSAM,2012,Stamford,7680.0,48593.0,15.804745539480997,31205576,2.58
ASSAM,2013,Detroit,6662.0,43314.0,15.380708316017916,31205576,2.58
ASSAM,2013,Silicon Valley,32592.0,43314.0,75.2458789305998,31205576,2.58
ASSAM,2013,Stamford,4060.0,43314.0,9.373412753382278,31205576,2.58
ASSAM,2014,Detroit,9871.0,85162.0,11.590850379277143,31205576,2.58
ASSAM,2014,Seattle,27253.0,85162.0,32.001362109861205,31205576,2.58
ASSAM,2014,Silicon Valley,45098.0,85162.0,52.955543552288574,31205576,2.58
ASSAM,2014,Stamford,2940.0,85162.0,3.452243958573072,31205576,2.58
ASSAM,2015,Chennai,5989.0,119006.0,5.0325193687713226,31205576,2.58
ASSAM,2015,Detroit,9223.0,119006.0,7.750029410281835,31205576,2.58
ASSAM,2015,Seattle,10637.0,119006.0,8.938204796396821,31205576,2.58
ASSAM,2015,Silicon Valley,90257.0,119006.0,75.8423945011176,31205576,2.58
ASSAM,2015,Stamford,2900.0,119006.0,2.4368519234324317,31205576,2.58
ASSAM,2016,Detroit,7456.0,131519.0,5.6691428614876935,31205576,2.58
ASSAM,2016,General Funds,12771.0,131519.0,9.710384050973623,31205576,2.58
